,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
3921,20241101,307870,135743,135739,140950,1203,1093,1217,1190,17,9,1203,22.630,1217,1190,17,9,79.240,15041905,8167031,6471745,23697,25984,276,-0.210,22.630,2.930,17413,6649,1734,725,3725,725,0.060,-0.010,0.025,641,719,비투엔,0.056
3920,20241101,122870,134504,134503,135707,41600,37800,42700,41300,15,4,41950,9.820,42700,41300,15,4,129.420,434968,186071,240822,4712,6001,98,-1.390,9.820,0.490,17661,12608,41700,32000,41700,30200,0.029,-0.008,-0.008,637,599,와이지엔터테인먼트,-0.008
3919,20241101,458650,133140,133140,134350,31450,28550,31450,28800,15,2,29250,4.460,31450,28800,15,2,96.920,4873629,2419985,2345434,40753,39298,562,-1.230,18.360,8.320,114098,10339,28000,28000,28000,28000,0.002,-0.060,-0.022,567,610,성우,-0.048
3918,20241101,101000,131100,131058,132304,2400,2180,2430,2355,4,1,2365,7.500,2430,2355,4,1,244.170,498348,142086,346927,494,800,94,-0.500,7.500,6.390,1158,262,2470,1895,2505,1895,0.015,-0.015,0.000,547,608,KS인더스트리,0.000
3917,20241101,327260,130255,130254,131500,7260,6600,7900,6930,13,18,7470,18.760,7900,6930,13,18,83.000,417936,221184,183577,2412,2459,92,-0.640,18.760,8.560,3117,1000,6910,6250,9760,6250,0.017,-0.147,-0.111,520,552,RF머트리얼즈,-0.048
3916,20241101,327260,125911,125908,131114,6880,6230,7900,6450,6,18,7410,17.810,7900,6450,6,18,82.300,345800,182459,150166,1970,2007,92,-0.660,17.810,8.450,2580,960,6910,6250,9760,6250,0.026,-0.140,-0.104,520,552,RF머트리얼즈,-0.048
3915,20241101,187220,125755,125753,130957,3865,3510,4075,3860,11,20,4020,15.020,4075,3860,11,20,119.570,1499110,658213,787032,4651,5648,205,0.250,14.880,4.740,5893,50764,3700,2935,3855,2825,0.016,-0.114,-0.085,500,657,디티앤씨,-0.048
3914,20241101,437730,125736,125730,130945,10150,9220,10200,10060,0,17,10200,29.940,10200,10060,0,17,110.450,1041886,453874,501303,4424,5208,144,0.500,29.940,6.110,9916,2094,8990,7389,8990,6125,0.000,-0.064,0.000,499,549,삼현,-0.003
3913,20241101,101530,124914,124914,130117,6510,5910,6940,6230,19,1,6270,5.910,6940,6230,19,1,99.330,899546,431240,428355,4092,4480,113,-0.570,5.910,2.380,5945,67,5940,5540,7330,5440,0.021,-0.037,-0.018,489,643,해태제과식품,-0.018
3912,20241101,437730,124603,124601,125808,9310,8460,9990,10140,5,0,10140,29.170,9990,10140,5,0,119.850,702961,315010,377543,3397,4255,144,0.320,29.170,6.110,6472,2089,8990,7389,8990,6125,0.006,-0.058,0.006,482,549,삼현,0.003
3911,20241101,062040,122739,122737,123947,45800,41600,46150,45250,14,20,45500,7.950,46150,45250,14,20,113.230,889595,413506,468206,7762,8670,562,-0.680,22.150,8.980,96410,9785,49150,39700,52800,29650,0.018,-0.020,-0.013,468,611,산일전기,-0.013
3910,20241101,053950,122441,122440,123653,805,731,825,786,17,0,787,15.230,825,786,17,0,117.550,12286942,5558398,6534063,8305,9422,546,1.300,15.230,2.780,9312,2918,810,613,1027,613,0.127,-0.039,0.121,728,457,경남제약,0.120
3909,20241101,437730,121555,121553,122801,8470,7700,8570,8220,17,12,8310,5.860,8570,8220,17,12,102.150,97496,47475,48496,611,605,505,-1.140,5.860,2.980,807,103,8990,7389,8990,6125,0.227,0.002,0.227,482,416,삼현,0.120
3908,20241101,020120,121439,121439,122645,4200,3815,4435,4195,18,13,4235,8.870,4435,4195,18,13,82.710,1246755,656356,542855,3839,3563,270,-0.620,9.000,2.070,5317,3220,3890,3390,3950,3300,0.057,-0.046,-0.030,454,650,키다리스튜디오,-0.030
3907,20241101,412350,120624,120618,121827,5720,5200,6140,5270,17,7,5370,1.320,6140,5270,17,7,60.880,352815,216239,131643,2658,2480,269,-3.030,4.520,3.880,68443,10243,6300,4900,7090,4900,0.007,-0.039,-0.039,400,760,레이저쎌,-0.039
3906,20241101,004310,115348,115347,120558,4235,3850,4465,4230,3,20,4325,11.330,4465,4230,3,20,97.340,2320630,1143305,1112870,5689,6601,563,2.820,11.330,0.440,9870,1536,4935,3860,5820,3860,0.023,-0.087,-0.069,382,501,현대약품,-0.048
3905,20241101,175140,114842,114841,120044,4805,4365,4805,4620,16,8,4680,6.850,4805,4620,16,8,243.090,143231,41183,100111,276,576,99,-1.250,6.850,3.800,648,139139,6310,4380,6770,4380,0.139,-0.001,0.120,675,382,휴먼테크놀로지,0.120
3904,20241101,017480,114746,114745,115956,5080,4615,5420,4485,17,7,4620,0.110,5420,4485,17,7,113.150,432531,199297,225504,2564,3448,237,-1.140,1.580,1.130,56,3690,4815,4540,4925,4400,0.022,-0.031,-0.030,475,380,삼현철강,-0.030
3903,20241101,228850,113910,113907,115118,8220,7470,8390,7210,16,1,7260,3.710,8390,7210,16,1,85.230,395835,204562,174346,3124,3677,175,-0.770,20.870,8.180,61450,22166,7150,6840,7940,6840,-0.004,-0.062,-0.062,342,595,레이언스,-0.048
3902,20241101,053950,113229,113229,114436,732,665,734,715,19,16,730,6.880,734,715,19,16,150.940,3369719,1298659,1960211,1956,2413,546,0.750,6.880,2.410,2367,2822,810,613,1027,613,0.215,0.007,0.208,728,362,경남제약,0.120
3901,20241101,389260,113211,113208,114416,13020,11830,13670,13020,17,20,13370,13.310,13670,13020,17,20,93.580,359844,180628,169037,2753,2962,191,-0.600,13.310,4.350,4642,64490,16750,11800,16750,10560,0.017,-0.100,-0.082,330,439,대명에너지,-0.048
3900,20241101,015260,112518,112514,113727,763,693,824,747,9,0,750,8.230,824,747,9,0,106.280,571463,273647,290840,935,1051,287,-0.540,13.320,9.820,61351,17817,743,671,800,655,-0.007,-0.076,-0.068,314,355,에이엔피,-0.048
3899,20241101,900290,111935,111930,113145,4445,4040,4495,4160,20,4,4180,4.500,4495,4160,20,4,83.860,558818,292218,245062,1906,2372,228,0.790,5.620,2.960,2391,22502,5430,3110,5430,2360,0.018,-0.019,0.007,424,375,GRT,0.007
3898,20241101,000480,111856,111853,113103,6240,5670,6220,5520,19,15,5620,-1.230,6220,5520,19,15,96.240,219158,109734,105609,2292,3008,111,-0.010,29.820,17.260,17753,5098,5760,5510,6000,5360,0.020,-0.007,0.014,557,312,CR홀딩스,0.014
3897,20241101,461300,111635,111629,112842,16690,15170,16900,16260,20,2,16300,8.450,16900,16260,20,2,137.380,556419,231173,317586,3702,5561,562,-0.880,17.010,8.780,77869,9015,18610,13080,23200,13080,0.025,-0.011,0.013,732,303,아이스크림미디어,0.013
3896,20241101,163560,111451,111449,112659,8440,7670,8700,7690,18,4,7820,0.640,8700,7690,18,4,81.610,1094343,572477,467224,4616,4782,517,-1.350,2.750,1.250,2631,4071,7810,7240,9180,6970,0.017,-0.040,-0.035,341,691,동일고무벨트,-0.035
3895,20241101,004840,111410,111404,112620,5780,5250,5810,4915,17,3,5330,15.740,5810,4915,17,3,89.270,804357,403028,359802,3376,3799,111,0.010,29.820,15.740,17753,4325,4760,4505,5170,4495,0.034,-0.099,-0.094,339,757,DRB동일,-0.048
3894,20241101,004840,110920,110916,112129,5110,4640,5810,5100,7,20,5130,11.400,5810,5100,7,20,87.710,613759,308182,270315,2621,2781,111,0.010,29.820,11.000,17751,1686,4760,4505,5170,4495,0.074,-0.064,-0.058,339,757,DRB동일,-0.048
3893,20241101,337930,110151,110150,111353,8950,8130,9010,8480,20,19,8540,2.280,9010,8480,20,19,98.840,1353976,643030,635593,4336,4667,32,-1.040,4.240,2.280,4500,11796,12540,8170,12540,6570,0.000,-0.067,-0.067,267,291,브랜드엑스코퍼레이션,-0.048
3892,20241101,089140,110111,110108,111314,6160,5600,6340,5840,7,13,6090,12.780,6340,5840,7,13,101.690,2744841,1326391,1348820,10213,11004,297,0.850,13.520,5.640,15816,339,5400,2710,5400,2600,0.034,-0.166,-0.166,267,760,넥스턴바이오,-0.048
3891,20241101,290270,105339,105333,110547,4085,3710,4320,3805,15,1,3845,4.060,4320,3805,15,1,88.120,553907,290747,256201,3033,3591,435,0.270,14.940,4.060,19782,2298,3950,3570,4120,3390,0.012,-0.057,-0.055,252,510,휴네시온,-0.048
3890,20241101,082850,105250,105246,110454,3805,3455,3955,3760,9,0,3790,8.600,3955,3760,9,0,106.270,6664923,3143764,3340811,8825,10659,408,0.620,8.600,4.280,25463,4517,5040,3410,5850,3410,0.121,-0.026,0.057,606,255,우리바이오,0.120
3889,20241101,089140,105050,105050,110259,5570,5060,6150,5560,0,20,6150,13.890,6150,5560,0,20,107.580,1820585,852539,917145,6987,7606,297,1.070,13.890,5.850,10113,339,5400,2710,5400,2600,0.028,-0.174,-0.174,259,760,넥스턴바이오,-0.048
3888,20241101,123010,104909,104909,110115,719,653,718,668,16,0,668,2.770,718,668,16,0,136.850,197656,78024,106774,233,366,41,-1.190,2.770,0.220,137,125,851,650,934,650,0.036,-0.010,-0.001,501,243,아이윈플러스,-0.001
3887,20241101,067370,104853,104853,110103,7860,7140,7920,6860,20,1,7050,8.960,7920,6860,20,1,98.900,252859,115135,113874,2175,2309,241,-1.630,8.960,2.230,1880,32775,7180,6470,7890,6470,0.095,-0.125,-0.102,251,560,선바이오,-0.048
3886,20241101,081000,104844,104844,110049,13530,12300,13520,12580,20,3,12740,4.340,13520,12580,20,3,90.590,129437,64462,58394,1282,1414,386,-0.690,4.590,3.310,1685,95,13310,11990,15030,11990,0.004,-0.029,-0.019,271,726,일진다이아,-0.019
3885,20241101,168360,104804,104803,110010,7990,7260,8240,7780,15,8,7930,8.190,8240,7780,15,8,116.290,1832919,833082,968782,7479,8806,12,-1.050,29.820,11.380,17720,185835,7950,3230,7950,3150,0.062,-0.034,0.062,760,258,펨트론,0.062
3884,20241101,180400,104718,104717,105926,2580,2345,2630,2485,13,19,2510,4.370,2630,2485,13,19,91.110,2257710,1130478,1030001,3328,3894,546,0.750,4.370,3.810,5699,1733,3400,2310,4080,2310,0.000,-0.062,-0.060,238,747,DXVX,-0.048
3883,20241101,067370,104630,104630,105838,7800,7090,7920,7070,15,20,7120,10.050,7920,7070,15,20,102.640,238148,107148,109973,2012,2175,241,-1.420,10.050,2.230,1775,32623,7180,6470,7890,6470,0.084,-0.133,-0.111,251,560,선바이오,-0.048
3882,20241101,067370,104224,104223,105429,7110,6460,7920,6880,6,19,7480,15.610,7920,6880,6,19,113.200,217118,91974,104117,1729,1988,241,-1.240,15.610,2.070,1621,32047,7180,6470,7890,6470,0.032,-0.175,-0.154,251,560,선바이오,-0.048
3881,20241101,474170,103843,103838,105052,9730,8840,9990,10000,10,8,9950,21.790,9990,10000,10,8,102.800,6435045,3138338,3226222,27554,31783,200,0.750,21.790,8.960,59540,10057,14910,8030,14910,8030,0.047,-0.051,0.015,684,283,루미르,-0.048
3880,20241101,378340,103752,103746,104954,18510,16820,18660,18310,17,16,18400,8.240,18660,18310,17,16,161.740,609700,231579,374557,3392,5389,64,-0.850,8.870,8.240,9191,10987,18900,15050,18900,12240,0.001,-0.034,-0.034,476,760,필에너지,-0.034
3879,20241101,443250,103309,103305,104515,11110,10100,11440,11000,17,0,11060,12.060,11440,11000,17,0,90.460,1233096,630638,570479,7201,10334,59,0.100,12.060,3.170,13254,101,9870,7730,9870,7340,0.070,-0.031,0.008,669,228,레뷰코퍼레이션,0.008
3878,20241101,032540,103251,103250,104455,5730,5200,6170,5200,9,6,5410,3.840,6170,5200,9,6,114.430,536028,247730,283475,3879,5334,270,-1.020,3.650,3.160,3104,2008,5630,5190,5710,5100,0.015,-0.068,-0.063,225,736,TJ미디어,-0.048
3877,20241101,156100,102717,102714,103924,7830,7110,7820,7440,20,1,7510,3.730,7820,7440,20,1,100.420,122176,57920,58165,585,554,175,-0.790,23.100,12.660,54775,19805,8550,6490,8620,6210,0.023,-0.009,0.005,497,218,엘앤케이바이오,0.005
3876,20241101,265740,102543,102537,103745,6450,5860,6600,5800,18,0,5800,8.010,6600,5800,18,0,92.600,650182,332799,308177,4648,5725,408,0.040,8.010,2.040,4030,1983,6730,5370,8510,5370,0.003,-0.057,-0.036,198,582,엔에프씨,-0.048
3875,20241101,033320,102127,102127,103332,4275,3885,4335,4100,19,4,4145,5.870,4335,4100,19,4,98.780,2019122,999750,987540,6089,7835,331,-1.780,6.000,1.340,8436,392,4440,3140,4440,2920,0.100,-0.008,0.001,263,338,제이씨현시스템,0.001
3874,20241101,200350,101716,101715,102925,15500,14090,15410,14890,18,10,15030,6.220,15410,14890,18,10,118.230,379778,168807,199582,2978,2861,127,-1.110,6.150,0.930,5655,164,14550,10570,14550,10050,0.008,-0.047,-0.028,427,744,래몽래인,-0.028
3873,20241101,265740,101403,101402,102605,5910,5370,6440,5720,0,17,6440,19.930,6440,5720,0,17,138.680,319133,131947,182988,2548,3430,408,1.090,19.930,2.040,1955,1949,6730,5370,8510,5370,0.017,-0.151,-0.132,176,582,엔에프씨,-0.048
3872,20241101,474170,100727,100726,101934,8840,8030,9160,8740,19,6,8840,8.200,9160,8740,19,6,98.880,2491943,1233549,1219782,12230,13634,562,-1.880,8.980,8.200,6075,21676,14910,8030,14910,8030,0.179,0.003,0.143,684,160,루미르,0.120
3871,20241101,226330,100632,100631,101834,5160,4685,5290,5010,19,6,5030,7.480,5290,5010,19,6,100.240,213974,104362,104617,790,1026,376,-1.240,7.480,4.200,1072,10217,6070,4395,7200,4395,0.006,-0.041,-0.028,165,678,신테카바이오,-0.028
3870,20241101,241770,100620,100618,101822,9240,8400,9400,8470,19,16,8760,14.510,9400,8470,19,16,100.640,345535,167744,168821,3711,4803,14,-1.500,14.510,5.290,3075,10568,7950,7460,8240,7190,0.000,-0.147,-0.147,156,760,메카로,-0.048
3869,20241101,072470,100305,100304,101514,3240,2945,3200,2965,20,12,2980,1.190,3200,2965,20,12,88.990,170380,82297,73237,588,660,111,-0.160,29.820,4.620,17587,1167,3180,2945,3480,2920,0.008,-0.018,-0.013,152,204,우리산업홀딩스,-0.013
3868,20241101,215360,100247,100242,101453,12870,11700,13070,11740,19,7,11850,0.940,13070,11740,19,7,76.520,257163,133986,102526,2123,2000,501,-0.910,1.900,1.530,12,26320,12660,11740,13690,11740,0.003,-0.019,-0.001,164,589,우리산업,-0.001
3867,20241101,241770,100219,100218,101423,8430,7650,9400,8320,11,19,8880,16.080,9400,8320,11,19,109.150,317623,147576,161077,3129,4285,14,-1.510,16.080,5.290,2829,10456,7950,7460,8240,7190,0.007,-0.159,-0.159,150,760,메카로,-0.048
3866,20241101,232830,95952,95952,101203,2210,2005,2270,2085,19,13,2115,5.750,2270,2085,19,13,94.080,175492,85824,80740,521,743,55,-1.220,5.750,3.120,381,37,2185,1997,2365,1731,0.000,-0.028,-0.019,144,755,시큐센,-0.019
3865,20241101,005710,94702,94656,95912,6530,5930,6770,5940,12,1,6000,1.010,6770,5940,12,1,98.060,599768,300502,294684,4272,5727,27,-0.350,13.070,6.280,1778,7549,6030,5800,6260,5570,0.020,-0.037,-0.025,122,236,대원산업,-0.025
3864,20241101,458650,94402,94357,95604,28800,26150,29000,27400,5,14,28250,0.890,29000,27400,5,14,99.870,1390202,672600,671695,13528,11589,562,-1.700,7.780,4.160,4249,6792,28000,28000,28000,28000,0.112,-0.044,0.012,543,149,성우,0.012
3863,20241101,039860,93836,93832,95044,4115,3740,4435,4065,6,20,4285,11.300,4435,4065,6,20,110.390,3503557,1620796,1789160,8017,9245,149,1.480,23.360,11.040,44844,14645,4915,3175,4915,2785,0.041,-0.082,-0.069,151,597,나노엔텍,-0.048
3862,20241101,101680,93731,93726,94935,2820,2560,2750,2470,17,1,2490,3.970,2750,2470,17,1,79.460,104213,52222,41494,447,591,297,-0.260,3.970,2.020,276,21,2810,2315,2810,2000,0.052,-0.008,0.030,357,373,한국정밀기계,0.030
3861,20241101,011300,93310,93309,94518,476,432,473,452,20,0,452,1.570,473,452,20,0,100.180,1039661,510608,511545,366,492,298,-0.470,1.900,1.570,10,477,904,435,1029,435,0.040,-0.020,-0.013,496,108,성안머티리얼스,-0.013
3860,20241101,023460,93224,93223,94427,148,134,149,141,17,0,141,7.630,149,141,17,0,98.720,5119482,2474031,2442404,971,2055,111,-0.070,29.820,8.400,17055,712,-1,-1,-1,-1,0.007,-0.241,-0.227,88,679,CNH,-0.048
3859,20241101,032620,93152,93149,94406,4580,4160,4740,4545,4,19,4645,21.920,4740,4545,4,19,130.780,6586916,2797698,3658949,18173,23655,149,1.270,22.050,10.390,29529,7859,4055,3705,4590,3570,0.046,-0.067,-0.023,94,610,유비케어,-0.048
3858,20241101,221800,93140,93139,94350,3210,2915,3500,3215,17,20,3310,14.140,3500,3215,17,20,92.620,931903,472194,437341,2849,4299,436,-0.690,14.140,10.390,3102,7666,3640,2810,4960,2810,0.048,-0.071,-0.014,114,292,유투바이오,-0.048
3857,20241101,001570,92651,92651,93858,48550,44100,48950,46800,16,6,46850,12.890,48950,46800,16,6,101.860,1235255,572539,583172,12516,14463,523,0.020,13.010,12.800,56773,17633,-1,-1,-1,-1,0.031,-0.074,-0.065,84,238,금양,-0.048
3856,20241101,298060,92247,92244,93457,2290,2075,2430,2425,0,20,2430,29.950,2430,2425,0,20,91.790,432532,191040,175348,479,583,110,0.440,29.950,16.370,998,18729,2330,1870,2705,1870,0.000,0.000,0.000,69,69,에스씨엠생명과학,-0.003
3855,20241101,032580,92052,92046,93302,1632,1483,1684,1604,4,14,1669,9.870,1684,1604,4,14,110.090,8270878,3822181,4207816,10022,11093,228,2.020,9.940,7.380,13381,759,1640,1100,1640,1071,0.004,-0.073,-0.035,77,262,피델릭스,-0.048
3854,20241101,217820,91938,91936,93144,3090,2805,3325,3035,19,1,3085,8.060,3325,3035,19,1,75.620,485774,268555,203087,1677,1854,500,0.980,8.060,5.490,1540,89802,3340,2815,3750,2815,-0.002,-0.063,-0.036,63,729,원익피앤이,-0.048
3853,20241101,014190,91919,91917,93130,1792,1629,1791,1702,20,0,1709,4.590,1791,1702,20,0,80.300,1077949,562131,451383,1711,1894,404,-0.610,4.590,3.150,1863,12865,1689,1542,1770,1487,0.010,-0.041,-0.041,82,760,원익큐브,-0.041
3852,20241101,298060,91919,91916,93128,2060,1870,2430,2050,0,20,2430,29.950,2430,2050,0,20,107.520,404572,163080,175348,444,583,110,0.510,29.950,18.330,928,17593,2330,1870,2705,1870,0.000,0.000,0.000,62,62,에스씨엠생명과학,-0.003
3851,20241101,032940,91919,91913,93126,4605,4185,4730,4420,19,0,4425,16.750,4730,4420,19,0,88.340,2883777,1459414,1289220,6782,7642,311,0.500,18.500,16.750,13332,12913,4230,3705,4995,3560,0.001,-0.096,-0.064,83,262,원익,-0.048
3850,20241101,017860,91817,91817,93026,93400,84900,94200,90800,11,5,91100,4.110,94200,90800,11,5,104.340,966014,454717,474456,17496,18920,500,0.850,8.060,4.100,1483,145,87500,66000,90000,66000,0.103,-0.003,0.059,131,60,DS단석,0.059
3849,20241101,030530,91417,91410,92620,2650,2405,2895,2600,0,19,2895,29.820,2895,2600,0,19,64.680,5802691,3437583,2223587,6433,6300,12,-0.450,29.820,14.480,16014,15760,2560,2225,3220,2225,0.000,0.000,0.000,52,52,원익홀딩스,-0.002
3848,20241101,009410,91338,91335,92541,4390,3975,4365,4020,20,6,4100,-7.550,4365,4020,20,6,57.150,372253,191027,109176,1193,1469,197,-1.480,0.000,0.000,4,2,-1,-1,-1,-1,0.020,-0.116,-0.098,57,650,태영건설,-0.048
3847,20241101,032940,91141,91137,92346,4215,3830,4730,4070,4,20,4555,20.180,4730,4070,4,20,107.980,2119477,954118,1030216,4238,5143,311,0.040,19.920,10.500,9491,5490,4230,3705,4995,3560,0.010,-0.122,-0.091,47,262,원익,-0.048
3846,20241101,032620,91141,91136,92343,4225,3840,4325,4060,11,20,4210,10.500,4325,4060,11,20,130.090,1312259,560146,728679,3876,5300,311,0.060,21.640,10.500,9223,5489,4055,3705,4590,3570,0.154,-0.012,0.078,94,49,유비케어,0.120
3845,20241101,089150,91039,91038,92251,2925,2655,2975,2830,2,12,2930,16.040,2975,2830,2,12,110.350,3762464,1712009,1889245,7663,8627,385,1.250,15.840,2.840,10651,1479,2550,2015,2550,1932,0.002,-0.147,-0.145,47,757,케이씨티,-0.048
3844,20241101,307870,91000,90953,92205,1210,1100,1261,1201,19,19,1205,22.830,1261,1201,19,19,92.520,4981658,2398843,2219373,5779,6443,276,-0.150,22.830,5.350,5828,1138,1734,725,3725,725,0.058,-0.129,0.023,641,310,비투엔,-0.048
3843,20241101,420570,90916,90916,92125,15310,13910,15900,14870,17,9,15480,14.670,15900,14870,17,9,116.990,231690,103793,121430,3983,5755,110,0.410,19.160,14.670,16265,3512,19000,13500,22400,13500,0.062,-0.121,-0.120,89,751,제이투케이바이오,-0.048
3842,20241101,030530,90846,90845,92055,2455,2230,2895,2380,0,18,2895,29.820,2895,2380,0,18,78.070,5213425,2848317,2223587,5786,6300,12,-0.560,29.820,14.940,14312,14633,2560,2225,3220,2225,0.000,0.000,0.000,41,41,원익홀딩스,-0.002
3841,20241101,078590,90516,90515,91721,642,583,692,616,18,1,626,9.060,692,616,18,1,96.490,1738601,831980,802787,1456,2158,27,-0.280,8.890,4.930,1141,1732,675,543,784,543,0.043,-0.035,-0.006,125,602,휴림에이텍,-0.006
3840,20241101,318160,90428,90423,91633,4120,3720,4130,3910,8,20,3960,6.740,4130,3910,8,20,109.320,173212,77881,85136,453,594,110,0.290,19.260,12.590,14789,2646,3915,3055,3915,2955,0.049,-0.044,0.047,759,235,셀바이오휴먼텍,0.047
3839,20241101,451250,90203,90201,91410,11550,10500,12220,11470,18,1,11500,18.430,12220,11470,18,1,83.590,1211784,630998,527471,9460,8483,110,0.570,18.540,14.150,14079,2178,14190,9420,16000,9420,0.017,-0.113,-0.113,40,760,삐아,-0.048
3837,20241101,065570,90124,90121,91328,2420,2200,2415,2210,19,1,2260,10.510,2415,2210,19,1,72.840,506058,269762,196500,1111,1256,94,-0.810,10.510,0.670,1178,59,2220,1610,2220,1436,0.000,-0.102,-0.073,27,337,삼영이엔씨,-0.048
3836,20241101,307870,90029,90023,91238,1080,981,1219,1040,1,19,1215,23.850,1219,1040,1,19,105.490,3443193,1498748,1581003,3317,4048,276,-0.100,24.060,6.140,3939,706,1734,725,3725,725,0.049,-0.136,0.015,641,310,비투엔,-0.048
3835,20241101,403870,90022,90021,91227,34650,30750,36000,33750,0,19,35900,16.750,36000,33750,0,19,136.230,2132807,802634,1093413,12303,16640,568,-0.760,16.750,5.810,74410,32302,33450,26050,33450,23450,0.000,-0.078,-0.078,24,751,HPSP,-0.048
3834,20241101,025560,90020,90019,91224,1480,1305,1512,1305,0,20,1456,11.570,1512,1305,0,20,99.600,5786311,2450635,2440941,5083,6297,523,-0.600,11.260,6.140,8168,18862,1305,944,1530,930,0.065,-0.161,-0.145,33,732,미래산업,-0.048
3833,20241031,006880,144114,144113,145323,8550,7770,8600,8210,20,17,8360,26.280,8600,8210,20,17,100.040,6032852,2959041,2960324,20870,23952,113,0.970,26.280,10.750,47005,93267,7060,6130,7510,6130,0.028,-0.026,0.001,759,755,신송홀딩스,0.025
3832,20241031,263020,144044,144037,145252,4415,4010,4420,4395,12,0,4395,11.270,4420,4395,12,0,154.410,1096704,420875,649871,2725,3227,285,1.230,11.270,6.940,4625,7152,3950,3290,3950,2895,0.003,-0.011,-0.008,709,757,디케이앤디,-0.008
3831,20241031,033540,143256,143253,144500,1441,1310,1440,1360,20,3,1365,4.120,1440,1360,20,3,137.270,494492,201923,277187,704,1127,335,0.040,5.720,4.210,446,1019,1891,1307,2310,1307,0.011,-0.010,0.008,758,710,파라텍,0.008
3830,20241031,006880,143001,143001,144211,7810,7100,8540,7680,0,7,8540,29.000,8540,7680,0,7,111.740,4378941,2050249,2290902,17480,19156,113,1.020,29.000,10.750,33076,91274,7060,6130,7510,6130,0.006,-0.047,-0.020,759,755,신송홀딩스,0.004
