,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
587,20241107,008500,0.028,0.045,0,0.015,10,377,4707,2870,1638,151,167,15540,-0.007,-0.006,-0.089,8,50,2414,2138,276,46,14,143,104230,14950,0.0133846,-0.0234047,-0.0153779,30,11,일정실업,-0.0153779
582,20241106,234920,0.177,0.299,0.17,0.299,10,5,454084,283809,51804,820,374,5490,0.155,0.253,0.147,17,0,952161,512141,440020,5783,6193,607,143430,6660,-0.0065045,-0.236234,-0.236234,2,91,자이글,-0.048
581,20241106,210120,-0.002,0.052,-0.024,0.011,3,0,56886,32856,21770,704,611,27000,-0.033,-0.024,-0.087,2,45,19492,13274,6218,184,108,61,100130,25700,0.0797121,-0.0156187,0.0427471,567,232,빅텐츠,0.0427471
577,20241106,072130,-0.002,0.01,-0.025,-0.002,40,330,221481,59295,137495,381,525,5040,-0.028,-0.013,-0.097,10,45,54116,34642,19474,376,332,100,102100,4810,0.041659,-0.0217505,0.031264,593,316,유엔젤,0.031264
576,20241105,298060,0.029,0.298,0.027,0.14,739,0,11420669,5611996,5159068,40311,49139,2770,0.034,0.043,-0.032,2,47,911791,620322,291469,5224,5006,117,102930,2810,-0.0108968,-0.0838505,-0.0589395,15,233,에스씨엠생명과학,-0.048
574,20241105,222110,0.043,0.043,-0.008,0.012,0,30,32272,10366,11528,150,146,5000,0.152,0.154,0.05,0,40,184805,117811,64971,1286,1045,238,113000,5580,0.0732688,-0.131032,-0.0235054,442,330,팬젠,-0.048
573,20241105,219550,0.013,0.242,-0.032,0.185,719,227,10058732,4470588,5160130,3845,5116,706,0.102,0.126,0.048,19,43,3277542,1820296,1457246,2127,2255,114,102800,775,0.15929,-0.0187742,0.121871,548,13,디와이디,0.12
572,20241105,209640,-0.014,0.213,-0.039,0.062,394,81,6029489,3234106,2643409,36423,38978,11900,0.011,0.022,-0.038,0,28,275971,209191,66780,2104,1242,139,104030,11900,0.0795126,-0.0515798,-0.0515798,127,558,와이제이링크,-0.048
570,20241105,094860,0.005,0.005,-0.021,-0.008,0,137,137812,78224,56731,126,209,1237,0.021,0.09,0.021,7,0,19061,4822,14239,104,143,603,143230,1316,0.0770274,-0.0141581,0.0139574,34,48,네오리진,0.0139574
569,20241105,060240,0,0,-0.033,-0.022,0,383,177592,138848,32527,193,210,499,0.006,0.068,0.006,40,0,81301,40413,40888,157,123,392,124700,522,0.01141,-0.0115785,-0.00774713,59,8,스타코링크,-0.00774713
567,20241105,043100,0,0.023,-0.005,-0.005,12,81,46809,30619,13006,163,172,2760,0.173,0.283,0.173,20,0,498855,258790,185273,1833,1938,273,114730,2805,0.028303,-0.114299,-0.114299,22,426,알파녹스,-0.048
566,20241105,037270,0.002,0.027,-0.091,-0.09,13,756,6634219,3940789,2409394,11207,13712,4995,-0.031,-0.028,-0.086,1,35,2202212,1395971,806241,2945,3998,348,122500,4745,0.0148599,-0.0135911,0.00537619,269,59,YG PLUS,0.00537619
559,20241104,418550,-0.018,-0.003,-0.038,-0.032,58,233,204707,139239,50471,2191,1492,19300,0.016,0.153,0.015,24,0,1029434,489703,474734,5761,5837,266,114400,21250,0.00505882,-0.0608235,-0.0608235,0,358,제이오,-0.048
557,20241104,334970,-0,0.043,-0.041,-0.006,392,128,455965,221365,229946,1499,1578,6740,-0.015,0.024,-0.036,7,47,80189,52219,27970,309,247,108,102500,6760,0.0113136,-0.0404615,-0.0286272,23,380,프레스티지바이오로직,-0.0286272
556,20241104,327260,-0.009,0.256,-0.022,0.056,496,12,1200993,680479,481569,7550,7156,6640,-0.012,0.056,-0.015,16,2,71993,35488,36505,261,277,383,124230,6840,0.00238596,-0.0414737,-0.0400117,7,266,RF머트리얼즈,-0.0400117
555,20241104,318160,0.003,0.12,0.003,0.117,759,0,550769,262111,255618,1953,2400,4145,0.013,0.014,-0.052,0,30,39348,27331,12017,258,171,66,100400,4100,0.0126341,-0.0483415,-0.0446829,16,117,셀바이오휴먼텍,-0.048
554,20241104,307870,0.121,0.3,0.06,0.257,641,6,19735483,10628855,8451957,30012,32372,1233,-0.004,0.046,-0.029,6,48,1006523,600571,405952,2729,2574,186,110400,1255,0.122303,-0.00996813,0.00995219,59,1,비투엔,0.12
551,20241104,219550,-0,0.03,-0.157,-0.135,10,407,4437677,2644577,1603961,2350,1918,596,0.107,0.111,0.024,0,47,952953,573963,378990,481,532,557,140930,643,0.145745,-0.00822084,0.0959782,101,0,디와이디,0.12
549,20241104,087010,-0.017,0.01,-0.052,-0.047,30,751,392551,252427,126384,5059,4142,83900,0.006,0.031,-0.029,4,48,96278,57317,38961,1298,1214,84,101300,84700,0.0440449,-0.0161677,0.0251547,477,118,펩트론,0.0251547
546,20241104,065170,-0,0.057,-0.031,-0.022,20,607,796220,416350,327471,468,557,222,0.063,0.081,-0.009,0,19,292624,175229,117395,147,185,72,100700,233,0.212592,0.00229185,0.0580858,490,410,비엘팜텍,0.12
544,20241104,041440,0.009,0.029,-0.069,-0.044,17,601,3277510,1912797,1183912,9264,9158,8340,-0.038,-0.025,-0.083,7,49,410100,302352,107748,1345,1183,148,104500,7960,0.0143317,-0.00953769,0.00428141,548,226,현대에버다임,0.00428141
543,20241104,079900,-0.019,-0.002,-0.071,-0.058,29,276,680976,446088,205292,5339,3106,22600,-0.049,-0.035,-0.119,1,50,407823,315906,91917,2553,2184,98,102000,21100,0.0572417,-0.0280664,-0.00436967,52,306,전진건설로봇,-0.00436967
542,20241104,018250,-0.024,-0.024,-0.046,-0.043,0,151,125063,104511,17454,2346,943,15310,0.001,0.064,-0.004,13,1,22341,6478,15349,246,257,329,121530,15900,0.00303145,-0.00828931,0.00303145,369,190,애경산업,0.00303145
541,20241104,009450,-0.018,0.036,-0.025,-0.002,142,48,74082,30138,42437,1612,2773,86500,0.012,0.014,-0.044,0,50,32699,26061,6638,691,301,69,100530,85900,0.0119697,-0.00898487,0.0084773,54,502,경동나비엔,0.0084773
540,20241104,006490,-0.017,0.025,-0.031,0.018,38,5,1413797,771037,599161,1536,2107,1523,0.014,0.014,-0.068,0,38,530740,425401,105339,829,296,268,114500,1497,0.000672011,-0.0240441,-0.001332,3,163,인스코비,-0.001332
539,20241104,001470,-0.002,0.029,-0.087,-0.048,31,385,4062340,2618205,1389253,1870,2773,495,0.004,0.036,-0.048,5,47,726155,470195,255960,352,368,215,111830,498,0.0482008,-0.0080241,0.0200884,435,58,삼부토건,0.0200884
538,20241101,412350,-0.001,0.092,-0.029,0.082,750,17,88276,34683,51377,380,576,5300,-0.013,0.053,-0.019,16,26,35548,19563,15985,149,221,310,120600,5440,0.119324,-0.0534706,-0.0534706,8,389,레이저쎌,-0.048
536,20241101,355690,0,0.1,-0.037,0.038,84,29,82067,39084,39558,649,811,6510,-0.006,0.028,-0.037,20,5,1104,963,141,25,23,476,132900,6540,0.00258716,-0.0264648,-0.0264648,46,128,에이텀,-0.0264648
533,20241101,140430,0.011,0.205,0.011,0.078,147,0,13793626,7282804,6286187,42455,54232,3780,0.004,0.015,-0.058,22,47,420534,305947,114587,1889,2420,239,113030,3730,0.0489383,-0.0221072,0.0114048,7,80,카티스,0.0114048
525,20241031,474170,-0.004,0.04,-0.063,-0.059,34,669,1212333,729433,423901,5959,6622,8030,0.009,0.015,-0.047,0,48,214426,146833,67593,992,632,309,120530,7970,0.100886,-0.0170565,0.0230941,282,42,루미르,0.0230941
524,20241031,377030,-0.01,0.038,-0.031,0.015,240,11,302187,164093,125162,761,586,2430,-0.072,-0.064,-0.119,0,41,127941,87995,39946,345,226,141,104130,2225,0.000247191,-0.0312135,-0.0177303,16,453,맥스트,-0.0177303
523,20241031,376930,0.027,0.068,-0.09,-0.071,1,742,7684105,4568532,2736063,13220,12854,3060,0.015,0.064,-0,30,7,1837004,985339,851665,4017,4475,70,100600,3185,0.0466656,-0.045956,-0.0114192,56,595,노을,-0.0114192
521,20241031,284620,-0.006,0.019,-0.03,-0.017,4,229,109651,62513,44526,440,441,5290,0.013,0.028,-0.047,1,40,29776,22156,7620,124,63,571,141630,5300,-0.002,-0.0246415,-0.0189811,0,119,카이노스메드,-0.0189811
520,20241031,200350,0.014,0.028,-0.01,0.009,0,351,254995,152720,86865,2605,1687,14550,0,0.043,-0.03,9,25,117578,71189,46389,1014,889,154,104800,14770,0.00477048,-0.0649655,-0.043977,1,50,래몽래인,-0.048
516,20241031,069920,0,0.013,-0.009,0.006,2,179,13634,6660,5548,63,75,1275,0.034,0.034,-0.028,0,21,9969,8335,1634,69,36,445,131330,1289,0.0119643,-0.0027758,0.00575795,12,28,엑시온그룹,0.00575795
515,20241031,060230,-0.053,0.04,-0.058,-0.026,3,0,1315982,738729,528439,1654,1360,956,-0.023,0.006,-0.062,12,49,173175,121718,51457,258,266,182,110200,938,0.0267846,-0.0137271,0.0161237,63,15,소니드,0.0161237
514,20241031,052600,-0.008,0.015,-0.013,-0.006,302,1,303636,180538,102805,934,601,3965,-0.001,0.045,-0.018,39,11,165082,85463,79619,397,561,417,125930,4050,0.0510864,-0.00693827,-0.002,9,113,한네트,-0.002
513,20241031,043200,0.006,0.023,0.002,0.009,35,757,21986,13409,6115,64,76,536,0.032,0.237,0.021,21,3,2439452,1308416,939762,2581,2780,169,105530,618,-0.0230356,-0.108796,-0.10556,0,392,파루,-0.048
509,20241031,033130,-0.003,0.043,-0.02,0.04,759,86,2028444,674413,648975,1911,2388,1900,0.012,0.017,-0.047,0,6,497086,355760,141326,917,707,486,133400,1886,0.270534,0.0292831,0.244023,112,0,디지틀조선,0.12
508,20241031,168490,0,0,-0.067,-0.06,0,665,1213678,772695,392355,200,448,126,-0.024,-0.024,-0.079,0,5,257634,192714,64920,39,83,258,114000,121,0.0393223,-0.0185289,-0.002,222,15,한국패러랠,-0.002
505,20241030,323280,-0.002,0.031,-0.056,-0.042,25,640,719616,495231,204279,4805,4258,27350,0.031,0.084,0.009,31,3,356744,151716,205028,2151,2839,456,131900,28900,0.048173,-0.0037301,0.0274118,104,16,태성,0.0274118
504,20241030,291650,0.06,0.164,0.009,0.009,0,760,895649,512791,316989,2292,2706,2180,0.009,0.009,-0.048,0,22,59094,33849,25245,176,171,121,103130,2155,0.000320186,-0.0252019,-0.00664037,1,61,압타머사이언스,-0.00664037
502,20241030,219550,0,0.062,0,0.062,759,0,2613467,1132665,1231669,480,692,547,0.073,0.139,0.02,10,50,2947455,1678811,1173689,1120,1177,94,101800,599,0.181639,0.00300835,0.158267,591,4,디와이디,0.12
501,20241030,106080,-0.028,0.069,-0.028,0.025,9,0,144194,78859,59992,497,584,6250,0.032,0.037,-0.05,1,34,23880,12331,11549,128,96,323,121230,5420,0.0127601,-0.0222952,0.00538007,0,68,하이소닉,0.00538007
499,20241030,049520,-0.009,0.016,-0.018,0.01,16,701,18400,11737,6172,87,125,5020,0.03,0.032,-0.041,7,43,66166,53002,13164,381,187,91,101630,5050,0.00592079,-0.0138812,-0.00794059,199,17,유아이엘,-0.00794059
496,20241030,007390,-0.022,0.052,-0.025,0.052,759,0,2086123,1011736,966232,8907,9499,17100,0.103,0.205,0.103,6,0,1610431,867915,698786,9046,10066,121,103130,19930,0.016565,-0.0306001,0.00151229,485,269,네이처셀,0.00151229
495,20241030,014990,-0,0.154,-0.008,0.079,192,0,4919652,2536223,2297744,7442,10075,804,-0.034,0.019,-0.055,40,21,469638,280087,189551,291,398,218,112000,797,-0.00450941,-0.057207,-0.0509335,1,468,인디에프,-0.048
494,20241029,464500,0,0.018,-0.017,-0.003,546,125,326212,168279,135100,1571,1788,4445,0.049,0.141,0.04,17,6,612614,306747,264755,1949,2301,79,101030,4900,-0.00404082,-0.0897551,-0.0826122,0,475,아이언디바이스,-0.048
490,20241029,286750,0.023,0.058,-0.017,0.033,217,313,497136,235997,244261,498,863,2480,-0.032,-0.03,-0.093,2,50,55661,38061,17600,104,90,71,100630,2350,0.0533191,-0.0360426,-0.002,20,409,나노브릭,-0.002
489,20241029,115500,0,0.014,-0.014,-0.014,22,1,869114,472349,322082,3198,2897,7160,0.14,0.142,0.063,0,48,1037770,635254,402516,4781,4169,570,141600,7970,0.00803764,-0.0546976,-0.0245847,0,59,케이씨에스,-0.048
488,20241029,079970,0.147,0.19,-0.108,-0.108,5,760,4404265,2434073,1517376,9297,10402,1058,0.06,0.129,0.021,29,14,520000,227700,264338,654,718,67,100430,1151,0.066636,-0.0410964,-0.0350148,247,599,투비소프트,-0.0350148
487,20241029,070590,0.001,0.039,0.001,0.039,760,0,22028,8504,8965,55,72,1092,0.03,0.101,0.003,15,34,17070,7704,4804,201,114,630,144600,1161,0.00316796,-0.0347304,-0.0157812,1,7,한솔인티큐브,-0.0157812
486,20241029,058970,0.01,0.041,-0.003,0.022,77,12,41853,20312,21165,1316,763,47650,-0.009,-0.003,-0.087,12,46,35939,25826,10113,508,155,127,103430,45950,0.0164984,-0.0161458,0.0154102,571,69,엠로,0.0154102
484,20241029,019550,0.009,0.019,-0.002,0.017,756,278,423738,134134,261612,209,258,658,-0.005,0.056,-0.011,13,6,82668,60499,22169,75,112,230,112600,679,0.00683652,-0.013782,0.00536377,465,229,SBI인베스트먼트,0.00536377
483,20241029,007390,0.001,0.134,-0.053,0.081,181,11,6456365,3156466,3138485,29606,31634,16260,0.042,0.045,-0.025,0,13,478632,308032,170600,2709,2038,567,141430,16570,0.0299855,-0.006828,0.0299855,132,16,네이처셀,0.0299855
480,20241028,474170,0.059,0.156,-0.013,-0.01,270,669,7860337,4311488,3309037,39082,43058,9310,0.009,0.039,-0.023,13,37,374042,215390,158652,2431,2709,119,103030,9460,0.0508541,-0.0432262,-0.0379408,21,484,루미르,-0.0379408
476,20241028,092040,0,0.033,-0.015,-0.014,100,748,153180,88227,59341,608,770,4345,0.048,0.12,0.041,20,3,360322,168093,192229,995,1173,160,105100,4735,0.0835333,-0.0146716,0.0666378,502,178,아미코젠,0.0666378
475,20241028,084440,-0.003,0.015,-0.013,0.009,548,158,51503,26788,22796,95,143,799,0.009,0.064,0.001,24,9,7295,1664,5631,28,67,60,100100,832,0.00761538,-0.0296442,-0.017625,0,429,유비온,-0.017625
474,20241028,082800,0.002,0.284,0.002,0.201,704,0,2472598,1178560,1111169,7093,6943,4900,0.157,0.173,0.069,0,30,928061,502080,425981,5511,5779,247,113430,5560,-0.000201439,-0.0451655,-0.0109928,35,300,비보존 제약,-0.0109928
473,20241028,079970,0.002,0.299,0.002,0.299,26,0,732892,443989,54827,473,194,1186,0.055,0.094,-0.064,0,22,838140,485808,314055,1782,1385,174,105800,1224,0.0641765,-0.137621,-0.137621,5,525,투비소프트,-0.048
472,20241028,079000,0,0,-0.01,-0.01,0,699,3433,2290,93,38,2,5080,0.124,0.142,0.069,3,12,84444,51316,30615,1355,1751,174,105800,5670,0.0103457,-0.0355097,-0.002,3,143,와토스코리아,-0.002
469,20241025,950110,0,0.038,-0.025,0.032,682,26,13907,3206,10640,79,97,2870,-0.002,0.051,-0.026,24,0,16279,6392,9887,87,84,117,102930,2930,0.00141297,-0.0224778,-0.0105324,0,331,SBI핀테크솔루션즈,-0.0105324
468,20241025,900290,0.006,0.2,0,0.078,21,0,2888083,1440725,1352655,11424,11451,4850,-0.054,-0.035,-0.092,18,27,167614,133278,34336,543,352,141,104130,4575,-0.0030929,-0.0806885,-0.0686667,0,343,GRT,-0.048
467,20241025,475400,0.187,0.248,-0.262,-0.23,12,735,21914077,12466834,8372738,253503,187904,23100,-0.093,-0.048,-0.104,37,0,686974,385031,301943,4356,4566,71,100630,21550,0.0490441,-0.0952715,-0.0808863,56,618,씨메스,-0.048
465,20241025,465480,-0.027,-0.022,-0.164,-0.164,0,759,2345701,1199203,648816,9059,9833,11260,0.132,0.184,0.106,19,3,1528752,848291,680461,11576,12407,182,110200,13000,0.000307692,-0.190462,-0.190462,0,517,인스피언,-0.048
464,20241025,363250,-0.002,0.038,-0.01,0.029,738,13,30662,5749,24794,101,253,9930,-0.002,0.047,-0.012,36,10,5122,2618,2504,36,37,415,125830,10180,-3.53635e-05,-0.0314695,-0.0147701,103,234,진시스템,-0.0147701
457,20241025,214270,-0.031,0.113,-0.042,0.045,622,61,5863374,2319732,1951579,6949,6173,2225,0.04,0.083,0.013,9,30,1072269,627762,444507,3059,3120,181,110130,2355,0.0510786,-0.0678174,-0.0380934,232,472,FSN,-0.048
456,20241025,001360,-0.009,0.05,-0.015,-0.015,488,760,607954,306329,249496,838,922,1700,-0.069,-0.059,-0.131,2,46,694776,535819,158957,1136,551,142,104200,1553,-0.00071217,-0.0296883,-0.01681,546,440,삼성제약,-0.01681
455,20241024,900290,0.168,0.225,-0.197,-0.171,6,550,4939283,2770149,1778505,12990,13627,4500,0.07,0.2,0.057,11,43,1371892,709337,620671,6215,6157,121,103130,5160,-6.20155e-05,-0.0824264,-0.0620775,0,485,GRT,-0.048
454,20241024,465480,-0.026,-0.004,-0.159,-0.154,18,759,2825507,1641313,978832,15219,15787,13470,-0.039,-0.039,-0.1,0,49,288988,217691,71297,1257,933,112,102700,12630,-0.002,-0.110472,-0.110472,0,587,인스피언,-0.048
451,20241024,347700,0.008,0.07,-0.011,0.017,10,43,384532,256791,122259,1091,652,3620,0.019,0.021,-0.044,0,12,32710,26683,6027,92,90,162,105200,3605,0.102022,-0.0158696,-0.000613037,22,183,라이프시맨틱스,-0.000613037
449,20241024,088800,0.011,0.036,-0.087,-0.084,0,27,1906111,1118301,721470,3036,2585,1043,-0,-0,-0.091,0,30,418388,321783,96605,442,261,259,114030,1007,0.00296524,-0.0387428,-0.0377498,5,439,에이스테크,-0.0377498
445,20241024,100840,0.006,0.02,-0.017,0.008,493,43,75923,34010,39717,540,627,13380,-0.021,-0.013,-0.077,0,25,94265,64471,29794,562,234,117,102930,12880,0.00576398,-0.0144224,-0.00898758,194,22,SNT에너지,-0.00898758
444,20241024,097230,0.002,0.002,-0.052,-0.052,0,760,132293,76942,37620,255,294,2285,0.004,0.039,-0.024,30,15,29147,12425,16722,110,82,127,103430,2320,0.000155172,-0.0343276,-0.0343276,1,572,HJ중공업,-0.0343276
442,20241024,001020,-0.006,0.038,-0.018,0.029,686,18,197570,32574,69141,145,288,808,0.172,0.178,0.056,0,37,1402938,979255,376590,1685,1682,271,114630,914,0.0253523,-0.115786,-0.109221,0,421,페이퍼코리아,-0.048
440,20241023,424980,-0.011,0.011,-0.057,-0.054,0,719,50776,32808,16062,581,514,7840,0.014,0.014,-0.043,0,39,17805,10650,7155,142,76,230,112600,7790,0.17515,0.00441849,0.0724544,33,0,마이크로투나노,0.12
438,20241023,363260,0.046,0.298,0.012,0.298,279,2,18213246,11272187,6395803,19566,19789,2350,-0.008,-0.002,-0.098,0,44,2587627,1762105,769019,2057,2067,76,100900,2260,0.318796,-0.0108496,0.163929,116,1,모비데이즈,0.12
437,20241023,347700,0.007,0.007,-0.111,-0.027,0,132,415100,210757,195147,687,736,3560,0.058,0.07,-0.011,0,33,95493,69377,26116,221,116,608,143500,3700,-0.002,-0.029027,-0.0236216,0,88,라이프시맨틱스,-0.0236216
436,20241023,328380,0,0.005,-0.052,0,11,96,2437540,1033991,714882,1599,2292,1161,-0.016,0.001,-0.068,20,40,369603,229660,139943,453,411,522,135200,1132,0.00683392,-0.0435194,-0.0152509,0,34,솔트웨어,-0.0152509
435,20241023,303530,0,0.013,-0.028,-0.017,6,581,11852,8073,3525,250,130,7660,0.025,0.026,-0.047,1,36,44900,7165,37735,60,146,577,141930,7650,-0.002,-0.0216078,-0.0203007,1,101,이노뎁,-0.0203007
434,20241023,294090,0.011,0.031,-0.072,-0.072,8,751,574432,386926,170651,2333,1528,5710,0.026,0.049,-0.019,1,35,60215,41666,18549,332,176,74,100800,5850,0.0612479,-0.0054188,0.0373162,227,5,이오플로우,0.0373162
433,20241023,209640,-0.06,-0.014,-0.218,-0.159,245,737,9444370,5597784,3559814,50986,48980,16200,-0.003,0.01,-0.064,0,22,503846,333131,170715,2669,2409,207,111430,15910,0.0363407,-0.0780528,-0.0761672,46,331,와이제이링크,-0.048
432,20241023,192410,0,0.032,-0.034,-0.02,407,38,50700,30090,17648,177,172,2430,0.002,0.051,-0.01,2,43,17620,10888,6732,49,37,58,100000,2500,0.056,-0.018,0.016,70,30,휴림네트웍스,0.016
431,20241023,188260,0.004,0.1,-0.102,-0.081,13,720,1201860,746442,405116,7669,8205,3070,0.063,0.098,-0,3,40,290940,187176,103764,1210,1128,83,101230,3255,0.00260829,-0.0895576,-0.0895576,2,616,세니젠,-0.048
428,20241023,171120,-0.026,-0.004,-0.064,-0.064,47,760,695897,438555,197987,1468,1148,2325,0.058,0.114,0.045,24,0,914428,474731,385055,2181,2186,83,101230,2530,-0.00397628,-0.0454783,-0.043502,0,555,라이온켐텍,-0.043502
424,20241023,089140,-0.013,-0.013,-0.109,-0.109,0,758,1140211,706007,342398,2738,2842,3920,0.028,0.029,-0.047,1,43,250844,164223,86621,912,772,497,133930,3920,0.00947959,-0.0275102,0.00692857,199,96,넥스턴바이오,0.00692857
422,20241023,066360,0.005,0.005,-0.036,-0.021,0,604,59770,35776,22106,144,196,764,-0.008,-0,-0.062,4,11,230527,67775,68017,94,181,135,103830,747,-0.002,-0.0180643,-0.00869344,1,56,체리부로,-0.00869344
421,20241023,064090,0.018,0.05,-0.008,0.048,520,95,185053,61907,115181,256,372,4400,0.011,0.011,-0.048,0,34,85824,65954,19870,132,59,64,100300,4355,0.00488863,-0.0467761,-0.0421837,2,627,인크레더블버즈,-0.0421837
418,20241023,050120,-0.007,0.005,-0.039,-0.039,632,760,22426,12182,7945,108,103,1743,0.011,0.061,0.001,21,40,2527,847,1680,58,43,141,104130,1810,0.000762431,-0.0296243,-0.00752486,5,20,ES큐브,-0.00752486
415,20241023,037270,0.148,0.299,0.111,0.299,93,13,27746637,13431420,13572135,46039,55131,4520,0.1,0.117,0.002,0,38,4751863,3051983,1699880,8975,8414,75,100830,4850,0.171196,-0.0360206,0.0278969,413,30,YG PLUS,0.12
413,20241023,012200,0.213,0.3,0.042,0.046,8,757,10450630,5692960,4301004,21362,26106,1606,0.017,0.021,-0.047,0,5,495260,298093,197167,748,393,391,124630,1599,-0.000123827,-0.0270156,-0.0157586,2,89,계양전기,-0.0157586
412,20241023,006490,0.008,0.009,-0.063,-0.041,1,123,2760063,1581969,1126025,3029,3543,1890,-0.034,-0.024,-0.08,4,29,1084147,633159,450988,1078,770,72,100700,1805,0.0124044,-0.0601717,-0.0562936,144,585,인스코비,-0.048
411,20241023,001080,0.008,0.008,-0.068,-0.029,0,159,8058,5259,2718,218,213,31250,-0.006,0.082,-0.006,16,0,1356,627,634,57,65,89,101530,32750,0.00258015,-0.0325344,-0.0279542,49,516,만호제강,-0.0279542
406,20241022,065570,-0.001,0.172,-0.025,0.143,531,76,467375,186097,265521,947,1209,1840,0.003,0.008,-0.069,0,12,97208,67146,30062,125,105,70,100600,1801,0.0807318,-0.0114392,0.0746241,584,154,삼영이엔씨,0.0746241
405,20241022,019680,0.009,0.236,-0.019,0.005,519,617,1332193,727535,570728,3075,3749,2175,0.002,0.122,0,37,0,296867,159400,126649,617,648,95,101830,2340,0.00654701,-0.0404615,-0.0319145,92,471,대교,-0.0319145
404,20241022,012200,0.001,0.01,-0.017,-0.008,6,130,55695,21288,11834,150,121,1536,0.296,0.299,0.217,0,33,2218926,1323929,894997,3737,4138,542,140200,1949,-0.00148692,-0.177988,-0.177988,0,157,계양전기,-0.048
402,20241021,456070,0.01,0.052,-0.058,0.019,600,255,4968455,2643834,2120283,25952,26288,24500,-0,0.078,-0.002,4,0,1152600,595990,556610,8678,8854,583,142230,25650,0.0174932,-0.0273411,-0.0214932,4,86,이엔셀,-0.0214932
399,20241021,309960,0,0,-0.016,-0.007,0,192,25205,20164,3505,65,51,4000,-0.01,0.099,-0.01,34,0,379188,186588,161569,1024,1148,341,122130,4230,0.0145485,-0.0492813,-0.0492813,1,282,LB인베스트먼트,-0.048
398,20241021,226950,0.02,0.043,-0.035,-0.03,1,662,553694,323638,213238,3900,2892,29200,0.014,0.033,-0.046,1,43,83613,46790,36823,675,480,108,102500,29300,0.00482594,-0.0275973,-0.0122389,239,555,올릭스,-0.0122389
396,20241021,209640,0.063,1,0.025,0.817,444,4,76722376,40434939,34387289,538011,484527,21800,-0.046,0.007,-0.085,32,10,2824262,1500007,1324255,12613,13884,215,111830,21200,0.0310189,-0.0935094,-0.0935094,15,484,와이제이링크,-0.048
395,20241021,180400,0.023,0.024,-0.045,-0.026,1,455,1073991,694698,329028,1312,1865,2590,-0.019,-0.013,-0.069,0,16,332183,204469,127714,451,323,65,100330,2500,0.004,-0.02,-0.012,49,473,DXVX,-0.012
394,20241021,087010,-0,0.009,-0.073,-0.045,0,325,1576910,948370,592260,23953,22298,96100,0.018,0.023,-0.043,0,45,245763,150328,95435,3773,2643,60,100100,96000,0.044875,-0.0228333,-0.00720833,130,594,펩트론,-0.00720833
393,20241021,082270,0.018,0.026,-0.068,0.011,709,45,518016,240228,264506,2475,2942,22950,-0.063,-0.041,-0.122,4,50,224376,144365,74730,1107,1036,69,100530,21300,0.00504225,-0.0663192,-0.0630329,6,578,젬백스,-0.048
391,20241021,056730,0,0.03,-0.006,0,534,319,38978,23811,14022,40,59,800,0.045,0.045,-0.024,0,17,3505,1008,1764,10,14,418,130000,816,-0.00077451,-0.0216078,-0.00812745,0,229,CNT85,-0.00812745
390,20241021,042940,0,0.008,-0.06,-0.045,1,145,13917,8432,4983,165,175,5700,0.049,0.123,-0.026,5,11,17370,5890,7515,117,123,488,133500,6080,-0.0102237,-0.0414737,-0.03325,0,160,상지건설,-0.03325
388,20241021,011300,-0,-0,-0.054,-0.036,0,585,506402,333961,125241,293,332,515,-0.095,-0.095,-0.214,0,11,1822411,970857,698176,712,522,62,100200,443,0.0657201,-0.0832641,0.0566907,614,330,성안머티리얼스,-0.048
386,20241018,389650,-0.001,0.036,-0.025,-0.006,500,82,380822,204208,159486,3564,4153,39800,0.013,0.024,-0.04,1,21,116221,68301,47920,996,835,383,124230,39800,0.00302513,-0.0283819,-0.0208442,11,114,넥스트바이오메디컬,-0.0208442
385,20241018,347850,0,0.116,-0.019,0.116,760,121,786653,335663,418690,6729,8316,51100,-0.006,0.047,-0.016,28,9,191539,89655,101884,1963,1716,261,114130,52400,-9.16031e-05,-0.0401679,-0.0191756,403,220,디앤디파마텍,-0.0191756
383,20241018,219550,-0.002,0.125,-0.012,0.055,397,3,4416411,2116820,2218814,1854,2087,515,0.023,0.082,0.014,11,36,1850024,927265,922759,449,817,76,100900,545,0.00350459,-0.0753945,-0.0717248,2,543,디와이디,-0.048
380,20241018,205500,0.01,0.014,-0.036,0.007,614,108,21792,10879,8693,177,97,1097,0.006,0.006,-0.061,0,5,32469,11697,2870,60,41,488,133500,1076,0.0165874,-0.00757621,0.0110112,37,0,액션스퀘어,0.0110112
379,20241018,140070,-0.002,0.107,-0.021,0.009,177,649,5579640,2814475,2227125,11400,13258,3350,0.051,0.098,0.027,2,27,1087794,598886,488908,3423,4375,155,104830,3590,0.0147131,-0.0744234,-0.0326407,30,482,서플러스글로벌,-0.048
377,20241018,089140,0,0.299,-0.002,0.299,601,6,1143237,541945,465207,3939,4144,3735,0.133,0.246,0.129,4,0,1488790,788111,700679,4939,5719,83,101230,4485,0.0804972,-0.0387893,0.0804972,39,2,넥스턴바이오,0.0784448
