,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1803,2024-12-13,113810,0.3,0.3,0.181,0.3,10,452,37983036,24793942,12712535,22912,24524,1657,-0.024,-0.01,-0.119,5588415,0.123,0.08,254,263,110730,111200,1642,1510,-0.08039,디젠스
1802,2024-12-13,093240,0.034,0.034,-0.146,-0.123,0,61,9927974,5567788,4021580,10471,11320,2290,0.05,0.081,-0.055,1580163,0.143,0.08,463,760,125200,153000,2480,2515,0.01411,형지엘리트
1801,2024-12-13,008600,0.298,0.298,0.112,0.148,5,747,22246018,13469915,7055994,10644,12728,635,-0.061,0.03,-0.088,1315762,0.13,0.08,107,404,95400,122230,655,740,0.12977,윌비스
1800,2024-12-13,002410,-0.02,-0.02,-0.168,-0.078,0,88,13072019,7437122,5056257,20167,21371,3480,-0.003,0.096,-0.062,2884009,0.168,0.08,62,760,93130,153000,3820,3670,-0.03927,범양건영
1799,2024-12-13,001570,0.043,0.159,0.024,0.159,760,6,5646307,2531520,2734863,21966,30441,24100,-0.029,0.154,-0.037,2618491,0.118,0.08,61,760,93100,153000,27800,26200,-0.05755,금양
1798,2024-12-13,001470,0.008,0.032,-0.08,-0.07,4,690,28288092,16635081,10685011,13803,17501,1001,-0.023,0.045,-0.047,7257691,0.096,0.08,63,760,93200,153000,1047,996,-0.04871,삼부토건
1797,2024-12-13,001380,0.025,0.299,0.0,0.299,328,1,28242906,14564949,13313057,36986,43221,3125,0.077,0.136,0.013,12233527,0.122,0.08,316,760,113830,153000,3550,3340,-0.05915,SG글로벌
1796,2024-12-12,270520,0.001,0.066,-0.036,-0.018,19,317,3255615,1947447,1166340,4151,3501,1482,0.026,0.107,0.018,2124324,0.088,0.08,664,712,143230,145630,1642,1786,0.0877,지오릿에너지
1795,2024-12-12,121850,0.225,0.287,0.029,0.171,12,59,14462413,7286128,6584803,21629,25554,2275,0.033,0.035,-0.121,2508155,0.178,0.08,195,478,103800,125930,2360,2170,-0.08051,코이즈
1794,2024-12-12,115500,0.142,0.299,0.113,0.299,53,8,4660437,2425931,2056258,14209,12786,9330,-0.006,0.092,-0.011,4019782,0.104,0.08,64,133,93230,100700,10200,11260,0.10392,케이씨에스
1793,2024-12-12,052220,0.006,0.025,-0.126,-0.1,0,62,3891907,2262517,1381605,7918,8537,4345,-0.02,-0.015,-0.112,1013191,0.109,0.08,205,225,104300,105300,4280,4750,0.10981,iMBC
1792,2024-12-12,046970,0.1,0.291,0.076,0.179,94,6,16962308,8708587,7265559,16623,18635,1372,0.046,0.14,0.03,6019944,0.107,0.08,135,483,100800,130200,1566,1441,-0.07982,우리로
1791,2024-12-12,016920,0.131,0.194,-0.099,0.002,6,242,6343641,3445750,2511482,7646,8657,2835,-0.012,-0.012,-0.171,1784467,0.191,0.08,220,232,105030,105630,2800,2580,-0.07857,카스
1790,2024-12-12,084690,0.014,0.043,-0.056,-0.043,6,615,4570417,2613048,1697459,14683,14106,11470,0.037,0.082,-0.004,1958783,0.087,0.08,70,356,93530,115830,12420,11430,-0.07971,대상홀딩스
1789,2024-12-12,023350,0.299,0.299,0.173,0.299,59,61,4782747,2867037,1689224,12599,10998,7510,-0.059,-0.055,-0.137,1379499,0.096,0.08,210,343,104530,115200,7110,6540,-0.08017,한국종합기술
1788,2024-12-12,014990,0.017,0.114,0.003,0.07,553,66,3610768,1897781,1640343,2472,2599,974,0.028,0.078,-0.013,1096946,0.093,0.08,61,461,93100,125100,1051,967,-0.07992,인디에프
1787,2024-12-12,013360,0.167,0.169,-0.097,0.046,5,241,24717289,13231364,10717863,36170,40355,4920,-0.009,-0.008,-0.126,2559071,0.135,0.08,191,601,103600,140100,4880,4490,-0.07992,일성건설
1786,2024-12-12,004770,0.114,0.118,-0.042,0.0,5,57,16957511,9688903,6239936,18854,20083,2595,-0.0,0.002,-0.075,2128691,0.083,0.08,243,362,110200,120130,2600,2820,0.08462,써니전자
1785,2024-12-12,001570,0.024,0.028,-0.035,-0.017,1,389,2476918,1225805,1183092,8888,15785,20800,0.043,0.154,0.024,2245321,0.118,0.08,-1,-1,-1,-1,24000,-1,-1.0,금양
1784,2024-12-12,001380,0.028,0.036,-0.036,0.017,0,352,4209659,2397573,1573377,2583,2368,2405,0.025,0.156,0.0,6464749,0.116,0.08,147,328,101400,114430,2780,3100,0.11511,SG글로벌
1783,2024-12-11,294090,0.068,0.242,0.02,0.137,486,392,13307699,7014953,5667073,19631,23205,3075,-0.01,0.12,-0.02,2162667,0.143,0.08,76,445,93830,124300,3450,3940,0.14203,이오플로우
1782,2024-12-11,214610,-0.031,0.095,-0.031,0.09,754,0,914504,400490,429395,893,1215,1526,0.082,0.166,0.056,2183233,0.105,0.08,190,760,103530,153000,1782,1810,0.01571,미코바이오메드
1781,2024-12-11,158430,0.007,0.057,0.006,0.051,608,0,1000913,439329,432415,1566,1874,5130,0.094,0.152,0.053,3203090,0.094,0.08,64,760,93230,153000,5920,5800,-0.02027,아톤
1780,2024-12-11,115440,0.0,0.08,0.0,0.074,751,0,94022,34391,48268,278,418,6280,0.099,0.185,0.057,1350949,0.087,0.08,66,760,93330,153000,7450,7030,-0.05638,우리넷
1779,2024-12-11,047560,-0.007,0.059,-0.048,0.046,740,391,2941237,1484154,1327763,13496,15420,23850,0.013,0.128,0.004,2291823,0.123,0.08,60,760,93030,153000,26900,27500,0.0223,이스트소프트
1778,2024-12-11,043220,0.041,0.041,-0.135,-0.054,0,414,3087373,2043884,933038,1510,1125,350,-0.009,0.014,-0.086,1312009,0.109,0.08,69,760,93500,153000,355,368,0.03662,티에스넥스젠
1777,2024-12-11,039240,0.047,0.181,-0.03,0.054,80,381,12137729,6346040,5341298,27323,28719,4570,0.039,0.039,-0.044,1012810,0.087,0.08,388,760,121430,153000,4750,4690,-0.01263,경남스틸
1776,2024-12-11,013990,0.006,0.037,-0.016,0.014,30,4,2085396,1108440,925329,3524,3937,5190,0.029,0.131,0.01,1942848,0.12,0.08,83,760,94200,153000,5880,5940,0.0102,아가방컴퍼니
1775,2024-12-11,006050,0.001,0.096,0.001,0.087,249,0,5123937,2197488,2774367,3284,4086,1851,0.012,0.167,0.01,2994644,0.105,0.08,74,760,93730,153000,2160,2250,0.04167,국영지앤엠
1774,2024-12-11,012170,0.0,0.104,-0.003,0.093,51,1,872861,299658,497105,368,558,378,-0.005,0.143,-0.005,1386502,0.129,0.08,60,594,93030,135730,432,488,0.12963,아센디오
1773,2024-12-10,900270,-0.018,0.11,-0.057,0.025,463,36,17978231,9738929,7711413,8262,13770,289,0.073,0.156,0.052,9940874,0.099,0.08,216,760,104830,153000,334,318,-0.0479,헝셩그룹
1772,2024-12-10,376930,-0.067,0.088,-0.097,-0.097,33,725,10714548,6050594,4235486,19701,19564,3020,-0.045,0.06,-0.055,1842466,0.121,0.08,106,760,95330,153000,3200,3390,0.05937,노을
1771,2024-12-10,294090,-0.019,-0.003,-0.286,-0.282,2,434,20732649,11967701,7739152,29174,32153,2705,0.068,0.15,0.041,2456732,0.105,0.08,472,760,125630,153000,3110,3075,-0.01125,이오플로우
1770,2024-12-10,255220,0.024,0.032,-0.106,-0.101,1,682,6171081,3413665,2021380,5384,5233,2415,0.089,0.193,0.054,6613745,0.082,0.08,71,760,93600,153000,2880,2990,0.03819,SG
1769,2024-12-10,173130,-0.038,0.135,-0.066,-0.015,59,701,11489169,6060669,5047209,43150,45779,9970,-0.048,0.032,-0.052,1466908,0.089,0.08,73,336,93700,114830,10300,11220,0.08932,오파스넷
1768,2024-12-10,094840,-0.031,0.253,-0.105,0.173,463,1,2536249,1105020,1028582,8253,9507,7270,0.105,0.169,0.067,1264139,0.095,0.08,64,379,93230,121000,8510,7830,-0.07991,슈프리마에이치큐
1767,2024-12-10,045660,-0.078,0.285,-0.078,0.275,749,0,5190513,2379998,2508808,32236,38756,37600,0.028,0.184,0.011,2086680,0.09,0.08,91,369,94600,120500,44500,40900,-0.0809,에이텍
1766,2024-12-10,039240,0.064,0.3,-0.011,0.3,760,13,14961503,7265691,7136734,31376,36619,4335,0.047,0.098,0.006,2899021,0.092,0.08,72,379,93630,121000,4760,4380,-0.07983,경남스틸
1765,2024-12-10,032280,0.0,0.297,0.0,0.297,681,0,3000668,1313068,1634901,5275,6602,2230,0.085,0.184,-0.007,1332965,0.09,0.08,123,374,100200,120730,2640,2430,-0.07955,삼일
1764,2024-12-10,024940,0.093,0.192,0.029,0.138,274,12,8262010,4143325,3825749,26758,29144,7810,0.024,0.102,0.006,1261199,0.095,0.08,65,171,93300,102600,8620,9440,0.09513,PN풍년
1763,2024-12-10,018290,-0.007,0.003,-0.075,-0.067,1,704,1539446,864442,619264,18415,11924,34300,0.029,0.152,0.029,1407552,0.119,0.08,74,760,93730,153000,39500,42550,0.07722,브이티
1762,2024-12-10,004100,-0.071,0.033,-0.164,-0.099,43,394,8531921,4820726,3443227,9501,9702,3125,-0.072,0.029,-0.072,1609624,0.109,0.08,82,375,94130,120800,3220,3570,0.1087,태양금속
1761,2024-12-10,002900,-0.001,0.024,-0.035,-0.031,207,13,912543,439579,420930,1997,2405,4025,0.099,0.153,0.065,1886570,0.083,0.08,75,760,93800,153000,4640,4590,-0.01078,TYM
1760,2024-12-10,000890,0.011,0.193,-0.034,0.115,431,58,7215409,3866023,3015653,5550,13105,485,-0.01,0.049,-0.031,1291673,0.083,0.08,194,760,103730,153000,510,491,-0.03725,보해양조
1759,2024-12-09,224110,-0.054,0.282,-0.099,0.179,404,7,4348614,2093384,2103948,20881,22744,21800,-0.083,0.188,-0.129,1210084,0.086,0.08,396,760,121830,153000,25900,27050,0.0444,에이텍모빌리티
1758,2024-12-09,052400,-0.026,0.243,-0.077,0.127,160,7,2691023,1272394,1336901,13428,14351,21000,-0.057,0.145,-0.09,1003109,0.124,0.08,60,760,93030,153000,24100,26450,0.09751,코나아이
1757,2024-12-09,052020,-0.006,0.006,-0.046,-0.021,12,128,292780,217950,67015,680,465,4925,-0.188,-0.104,-0.2,1996209,0.121,0.08,207,760,104400,153000,4420,4475,0.01244,에스티큐브
1756,2024-12-09,045340,-0.027,0.257,-0.117,0.201,365,47,3171218,1569827,1539766,9814,10544,8600,-0.047,0.15,-0.047,1066449,0.121,0.08,210,681,104530,144100,9900,11100,0.12121,토탈소프트
1755,2024-12-09,039240,0.002,0.181,-0.0,0.11,318,6,5843228,3019387,2725893,8413,10179,3335,0.064,0.156,-0.011,3086332,0.115,0.08,82,754,94130,151730,3860,4300,0.11399,경남스틸
1754,2024-12-09,030350,0.0,0.3,-0.102,0.3,567,164,2795169,1365153,1247869,5444,7969,1244,0.149,0.149,-0.112,1426840,0.121,0.08,238,760,105930,153000,1431,1485,0.03774,드래곤플라이
1753,2024-12-09,025550,0.012,0.186,0.012,0.115,113,0,3067099,1522426,1420704,8194,9516,3245,0.029,0.125,0.029,1325578,0.093,0.08,66,760,93330,153000,3650,3780,0.03562,한국선재
1752,2024-12-09,024940,0.023,0.148,-0.029,-0.003,165,550,5347321,2742021,2374412,14638,15078,6860,0.093,0.134,0.029,1735286,0.102,0.08,183,760,103200,153000,7790,7810,0.00257,PN풍년
1751,2024-12-09,016920,-0.011,0.248,-0.09,0.134,405,1,9884298,4828805,4875431,11235,12218,1679,-0.047,0.189,-0.055,2471196,0.084,0.08,179,395,103000,121800,1998,2170,0.08609,카스
1750,2024-12-09,011080,0.0,0.245,-0.074,0.108,405,2,7245597,3559945,3561711,8898,12113,719,-0.075,0.124,-0.107,1852162,0.146,0.08,68,434,93430,123730,809,928,0.1471,형지I&C
1749,2024-12-09,008830,-0.046,-0.007,-0.087,-0.054,51,226,1747562,988154,642678,9499,8283,13430,-0.004,0.065,-0.032,1216766,0.1,0.08,69,760,93500,153000,14310,14470,0.01118,대동기어
1748,2024-12-09,377300,0.019,0.129,-0.026,0.061,632,38,8115117,4006525,3922641,44468,49511,30350,-0.041,0.053,-0.051,1236187,0.109,0.08,112,536,95630,132830,32000,29400,-0.08125,카카오페이
1747,2024-12-09,093240,0.0,0.254,-0.018,0.147,402,43,38022369,19562986,17762449,35297,37270,1583,-0.044,0.155,-0.089,10551940,0.116,0.08,91,307,94600,113400,1830,2040,0.11475,형지엘리트
1746,2024-12-09,013360,-0.002,0.283,-0.13,0.211,407,45,27744116,13309862,13780882,25082,30198,2785,-0.057,0.196,-0.079,7634769,0.079,0.079,133,416,100700,122830,3330,3590,0.07808,일성건설
1745,2024-12-09,010660,0.015,0.211,0.006,0.078,231,2,13375579,6798808,6338031,18533,20188,2915,-0.081,0.058,-0.098,1817194,0.173,0.08,80,760,94030,153000,3090,3335,0.07929,화천기계
1744,2024-12-09,001380,0.011,0.056,-0.135,-0.105,137,528,6937790,4167560,2638638,5104,5388,2095,0.074,0.107,0.007,3171481,0.1,0.08,188,760,103430,153000,2320,2180,-0.06034,SG글로벌
1743,2024-12-06,200350,-0.036,-0.022,-0.066,-0.057,42,754,484301,329297,126175,3056,3178,16910,-0.186,-0.138,-0.261,1435501,0.166,0.08,102,760,95130,153000,14580,15050,0.03224,아티스트스튜디오
1742,2024-12-06,173130,-0.087,0.124,-0.097,0.021,45,0,9356406,4742704,4195579,37951,39416,8830,0.038,0.114,0.008,2728397,0.106,0.08,60,79,93030,94000,9850,10890,0.10558,오파스넷
1741,2024-12-06,045660,0.255,0.3,0.191,0.3,6,247,5070327,2525066,2225820,29037,25285,24400,-0.039,0.055,-0.098,1139110,0.17,0.08,62,111,93130,95600,25800,30200,0.17054,에이텍
1740,2024-12-06,033320,0.002,0.056,-0.035,0.025,149,246,3594100,1979725,1441271,8320,8552,5330,0.054,0.169,0.038,11267229,0.102,0.08,646,760,142330,153000,6240,6100,-0.02244,제이씨현시스템
1739,2024-12-06,025950,0.298,0.298,0.228,0.298,101,268,1576099,907218,539509,11324,9721,35250,0.033,0.135,-0.031,1415399,0.137,0.08,60,176,93030,102830,40000,45500,0.1375,동신건설
1738,2024-12-06,093240,0.001,0.202,-0.077,0.016,16,0,48899031,25888751,21286055,45790,49278,1380,0.0,0.086,-0.018,3081922,0.106,0.08,100,175,95030,102800,1500,1660,0.10667,형지엘리트
1737,2024-12-06,084690,-0.085,-0.005,-0.148,-0.127,43,8,4950302,2703854,2049226,16193,15032,9470,0.013,0.086,-0.011,1022231,0.097,0.08,61,80,93100,94030,10290,11290,0.09718,대상홀딩스
1736,2024-12-06,015020,0.018,0.291,0.018,0.175,59,0,15884380,7834913,7210885,17070,18727,1001,-0.041,0.04,-0.091,1138762,0.144,0.08,60,123,93030,100200,1042,1192,0.14395,이스타코
1735,2024-12-06,013360,0.111,0.274,0.03,0.136,16,107,23476694,11610806,10474803,27259,31065,2300,-0.002,-0.002,-0.13,1857261,0.147,0.08,62,121,93130,100100,2300,2640,0.14783,일성건설
1734,2024-12-06,005690,0.002,0.023,-0.02,0.018,706,44,311421,140760,158890,719,706,4590,-0.009,0.111,-0.015,1208424,0.128,0.08,89,760,94500,153000,5110,5170,0.01174,파미셀
1733,2024-12-06,004100,-0.116,-0.024,-0.149,-0.133,45,108,6727099,3803519,2592390,12124,12230,3090,0.01,0.094,-0.003,1979943,0.097,0.08,60,81,93030,94100,3380,3710,0.09763,태양금속
1732,2024-12-06,002630,0.04,0.265,-0.0,0.048,27,105,26119435,13068267,11081502,12653,13812,630,-0.046,-0.016,-0.14,2859554,0.144,0.08,61,147,93100,101400,621,710,0.14332,오리엔트바이오
1731,2024-12-05,214610,-0.013,0.182,-0.059,0.119,621,1,4138534,1737356,2309563,4044,5718,1688,0.066,0.066,-0.04,1028144,0.11,0.08,78,114,93930,95730,1801,1657,-0.07996,미코바이오메드
1730,2024-12-05,137940,0.202,0.243,0.031,0.1,437,29,7231810,3793494,3145311,6077,6594,353,0.006,0.139,0.006,2635998,0.132,0.08,65,245,93300,110300,402,370,-0.0796,넥스트아이
1729,2024-12-05,083650,-0.046,-0.028,-0.227,-0.179,1,323,9525388,5512998,3719090,38135,32333,14680,0.023,0.028,-0.061,1321459,0.094,0.08,164,760,102230,153000,15110,14830,-0.01853,비에이치아이
1728,2024-12-05,052220,-0.002,0.299,-0.006,0.299,719,223,14520117,7331660,6908928,26924,30517,3085,-0.078,-0.018,-0.099,2514050,0.09,0.08,69,80,93500,94030,3030,3300,0.08911,iMBC
1727,2024-12-05,036090,-0.027,-0.005,-0.031,-0.018,567,0,1625593,1021155,525926,803,690,752,0.023,0.1,-0.003,3766497,0.103,0.08,370,760,120530,153000,828,777,-0.06159,위지트
1726,2024-12-05,003530,-0.031,-0.008,-0.053,-0.039,1,77,3732290,2314166,1206839,4102,4725,3715,0.043,0.132,0.013,8875121,0.117,0.08,107,760,95400,153000,4210,4275,0.01544,한화투자증권
1725,2024-12-04,475580,0.0,0.173,-0.025,0.147,732,34,18665583,9581242,8502040,79164,87760,11460,-0.026,0.051,-0.036,3972828,0.09,0.08,63,199,93200,104000,12060,11090,-0.08043,에이럭스
1724,2024-12-04,376930,0.057,0.108,0.003,0.006,0,745,6814253,3909436,2629252,22272,23266,3115,0.095,0.141,0.034,4480011,0.104,0.08,76,760,93830,153000,3560,3780,0.0618,노을
1723,2024-12-04,006050,0.002,0.04,-0.022,-0.006,1,533,683903,428876,242967,901,843,1905,0.0,0.047,-0.09,2302981,0.151,0.08,238,760,105930,153000,1996,2175,0.08968,국영지앤엠
1722,2024-12-04,035720,0.007,0.02,-0.002,0.019,654,28,3145243,1357864,1596644,19132,45351,42950,-0.017,0.061,-0.031,3151904,0.095,0.08,94,760,94730,153000,45600,46600,0.02193,카카오
1721,2024-12-04,033250,-0.01,0.008,-0.015,0.001,70,2,95957,55384,40010,158,81,1290,0.069,0.147,0.047,1293975,0.095,0.08,84,497,94230,130900,1480,1620,0.09459,체시스
1720,2024-12-04,004830,0.035,0.036,0.005,0.023,0,9,145410,56988,74786,404,636,6200,0.019,0.173,0.019,1623883,0.099,0.08,149,760,101500,153000,7280,7490,0.02885,덕성
1719,2024-12-03,900270,0.004,0.038,-0.023,-0.008,504,263,2000967,1074503,855893,362,620,258,0.012,0.163,0.004,6742657,0.109,0.08,64,689,93230,144500,300,333,0.11,헝셩그룹
1718,2024-12-03,464500,-0.041,-0.024,-0.099,-0.06,2,577,5142761,2670133,1952000,12034,12373,5060,-0.018,0.061,-0.024,2176889,0.087,0.08,69,760,93500,153000,5380,5110,-0.05019,아이언디바이스
1717,2024-12-03,270520,0.001,0.072,0.001,0.049,2,0,4761079,2475513,2019435,4447,4487,1725,0.023,0.144,0.023,6766662,0.118,0.08,93,760,94700,153000,1976,1994,0.00911,지오릿에너지
1716,2024-12-03,027360,0.004,0.071,-0.034,0.007,541,378,10951873,6050668,4610694,17134,19058,2830,0.018,0.18,0.012,10458271,0.093,0.08,61,248,93100,110430,3340,3070,-0.08084,아주IB투자
1715,2024-12-02,476080,-0.005,0.056,-0.081,-0.071,568,732,4150671,2358428,1698910,28107,27088,15320,0.008,0.104,0.001,1381062,0.102,0.08,126,690,100330,144530,16930,15570,-0.08033,M83
1714,2024-12-02,475580,-0.015,0.006,-0.06,-0.028,20,709,2587674,1237765,992155,8506,9971,9320,-0.018,0.101,-0.02,3805429,0.124,0.08,173,760,102700,153000,10270,9990,-0.02726,에이럭스
1713,2024-12-02,376930,0.123,0.172,-0.076,-0.063,20,703,17999596,10035670,6952248,33100,34734,2885,0.04,0.14,0.035,4518151,0.102,0.08,179,706,103000,145330,3290,3030,-0.07903,노을
1712,2024-12-02,356680,0.017,0.049,-0.025,0.004,44,696,2417399,1382195,940138,4899,5014,5280,0.057,0.125,0.027,2492367,0.096,0.08,65,760,93300,153000,5950,6060,0.01849,엑스게이트
1711,2024-12-02,057680,0.006,0.007,-0.043,-0.006,447,26,474491,283613,171426,787,706,1205,0.043,0.133,0.035,1252640,0.095,0.08,122,173,100130,102700,1366,1257,-0.0798,티사이언티픽
1710,2024-12-02,008830,-0.044,-0.005,-0.073,-0.042,488,305,1214173,702158,440169,5454,5166,11210,0.021,0.091,0.004,1109246,0.087,0.08,253,367,110700,120400,12240,13310,0.08742,대동기어
1709,2024-11-29,464500,0.024,0.191,0.014,0.123,663,6,2894912,1496879,1312646,9698,13292,4145,-0.002,0.18,-0.006,2780065,0.093,0.08,505,689,131300,144500,4890,5350,0.09407,아이언디바이스
1708,2024-11-29,450520,0.023,0.299,-0.037,0.299,66,10,7095911,3797584,2659560,13435,14456,4210,0.05,0.069,-0.011,2215460,0.08,0.08,110,164,95530,102230,4500,4140,-0.08,인스웨이브시스템즈
1707,2024-11-29,357880,-0.093,0.189,-0.109,-0.006,168,5,34303619,17692416,15208822,54559,58845,3135,-0.016,0.042,-0.038,1954014,0.083,0.08,283,323,112200,114200,3270,3540,0.08257,비트나인
1706,2024-11-29,239340,0.114,0.254,0.044,0.206,37,7,14879852,7650346,6522385,34510,42587,2490,-0.036,0.1,-0.042,2499656,0.149,0.08,93,760,94700,153000,2740,2700,-0.0146,이스트에이드
1705,2024-11-29,225190,-0.006,0.049,-0.007,0.002,117,5,3113425,1600385,1359532,3682,4774,2740,0.002,0.172,0.002,8962476,0.101,0.08,73,760,93700,153000,3210,3470,0.081,LK삼양
1704,2024-11-29,065950,-0.016,0.002,-0.016,-0.005,561,0,28234,13819,10543,77,111,2120,0.071,0.177,0.028,1816482,0.094,0.08,79,364,94000,120230,2500,2300,-0.08,웰크론
1703,2024-11-29,027360,-0.006,0.019,-0.017,-0.006,557,442,1503029,821342,443845,1330,1823,2605,0.027,0.09,0.008,2716639,0.082,0.08,78,760,93930,153000,2840,2810,-0.01056,아주IB투자
1702,2024-11-29,024740,-0.06,0.009,-0.063,-0.058,90,0,2651574,1554727,887017,3221,3508,2680,0.026,0.127,0.024,4641572,0.1,0.08,628,760,141430,153000,3020,2980,-0.01325,한일단조
1701,2024-11-29,012690,0.0,0.024,-0.009,0.017,600,3,156483,60982,90100,1954,604,2710,0.037,0.199,0.02,3222920,0.076,0.076,67,760,93400,153000,3250,3080,-0.05231,모나리자
1700,2024-11-29,003490,-0.0,0.01,-0.008,0.008,718,98,942442,306423,576510,3597,8221,25450,0.022,0.022,-0.069,1946432,0.097,0.08,735,760,150800,153000,26000,25950,-0.00192,대한항공
1699,2024-11-29,001470,0.002,0.013,-0.094,-0.07,1,428,23449940,13658863,9217649,12266,15644,1151,-0.121,-0.015,-0.13,10660786,0.133,0.08,134,695,100730,144800,1135,1044,-0.08018,삼부토건
1698,2024-11-28,394800,0.019,0.185,-0.017,0.019,146,10,43218108,22877094,18977888,102288,114247,5830,0.027,0.141,0.015,10068609,0.123,0.08,72,211,93630,104600,6660,6130,-0.07958,쓰리빌리언
1697,2024-11-28,357880,0.041,0.298,0.031,0.298,730,1,17731683,9224146,8108473,31796,33958,3155,-0.093,0.059,-0.109,9079030,0.189,0.08,117,642,95900,142130,3340,3070,-0.08084,비트나인
1696,2024-11-28,351870,-0.002,0.299,-0.01,0.299,752,0,4364576,2301303,1944290,28425,27625,12770,0.061,0.108,0.018,1674269,0.088,0.08,98,693,94930,144700,14160,13030,-0.0798,차이커뮤니케이션
1695,2024-11-28,208640,0.0,0.171,0.0,0.024,127,0,21852269,11785529,9619810,12932,15865,384,0.0,0.005,-0.078,1235848,0.09,0.08,373,760,120700,153000,386,375,-0.0285,썸에이지
1694,2024-11-28,203650,0.0,0.002,-0.023,-0.023,40,759,153517,117255,28256,455,417,3180,0.028,0.132,0.025,2560008,0.104,0.08,225,760,105300,153000,3600,3350,-0.06944,드림시큐리티
1693,2024-11-28,187220,0.011,0.283,-0.0,0.19,257,1,11370346,5440039,5556082,50780,72387,3750,-0.011,0.088,-0.04,1264367,0.133,0.08,359,484,120000,130230,4080,3750,-0.08088,디티앤씨
1692,2024-11-28,002140,-0.007,0.021,-0.012,-0.004,191,11,692506,288522,205062,880,833,2810,0.06,0.157,0.053,5420567,0.098,0.08,107,512,95400,131630,3250,2990,-0.08,고려산업
1691,2024-11-27,464080,-0.037,0.052,-0.06,0.026,759,14,4438332,1838982,2126319,10443,13564,8430,-0.005,0.044,-0.039,2650347,0.086,0.08,349,553,115500,133700,8810,8100,-0.08059,에스오에스랩
1690,2024-11-27,357880,-0.015,0.146,-0.069,0.043,80,16,12352340,6800622,5186549,32175,34284,2430,0.041,0.179,0.031,4491021,0.092,0.08,702,730,145130,150530,2870,3130,0.09059,비트나인
1689,2024-11-27,315640,0.014,0.021,-0.044,-0.007,111,7,1136633,632166,439390,4647,5171,7150,0.032,0.126,0.024,1743753,0.1,0.08,60,613,93030,140700,8060,7410,-0.08065,딥노이드
1688,2024-11-27,234920,0.037,0.298,0.005,0.298,164,0,1443709,729191,565170,6985,6803,5230,0.08,0.136,0.011,1368845,0.123,0.08,317,714,113900,145730,5950,5470,-0.08067,자이글
1687,2024-11-27,193250,0.019,0.028,-0.065,0.006,2,503,895221,409057,302902,578,709,467,0.056,0.161,0.034,1471091,0.109,0.08,289,313,112500,113700,543,500,-0.07919,링크드
1686,2024-11-27,049630,0.0,0.009,-0.021,0.002,12,270,311783,216504,90136,153,208,653,0.006,0.141,-0.0,1844288,0.129,0.08,200,219,104030,105000,746,686,-0.08043,재영솔루텍
1685,2024-11-27,002410,-0.03,0.171,-0.077,0.012,125,32,13185427,7390442,5426858,28171,29032,3370,0.012,0.034,-0.062,1250532,0.103,0.08,94,544,94730,133230,3490,3210,-0.08023,범양건영
1684,2024-11-26,900340,0.145,0.298,0.101,0.298,393,126,18238127,9584698,8333047,21252,27090,3090,0.136,0.168,0.079,5775383,0.082,0.08,81,497,94100,130900,3610,3320,-0.08033,윙입푸드
1683,2024-11-26,459100,-0.037,0.102,-0.048,-0.04,27,1,5796239,3125815,2345630,33824,36973,13410,0.066,0.14,0.048,3955873,0.088,0.08,463,760,125200,153000,15310,15870,0.03658,위츠
1682,2024-11-26,394800,0.02,0.165,0.015,0.115,374,1,33599219,17498930,15159817,79974,93138,4400,-0.003,0.143,-0.02,9069441,0.126,0.08,60,336,93030,114830,5040,5680,0.12698,쓰리빌리언
1681,2024-11-26,306620,0.0,0.026,-0.017,-0.01,250,715,373369,145493,210425,437,927,2065,0.097,0.177,0.068,1598937,0.096,0.08,663,760,143200,153000,2430,2500,0.02881,네온테크
1680,2024-11-26,219420,0.0,0.032,0.0,0.021,466,0,135610,65872,63402,464,677,4610,0.063,0.18,0.018,1354977,0.091,0.08,61,267,93100,111400,5450,5950,0.09174,링크제니시스
1679,2024-11-26,208640,-0.011,0.073,-0.045,-0.037,22,4,8053875,4294714,3375229,3229,4336,341,0.012,0.1,0.003,2594809,0.096,0.08,240,247,110030,110400,375,411,0.096,썸에이지
1678,2024-11-26,158430,0.019,0.069,0.01,0.031,96,43,3251419,1657841,1427341,7857,8505,5400,0.009,0.098,-0.011,1851620,0.11,0.08,558,760,133930,153000,5940,5720,-0.03704,아톤
1677,2024-11-26,101670,-0.002,0.015,-0.04,0.0,214,120,2197833,1424638,692087,2981,3730,3005,0.015,0.181,-0.007,6087184,0.092,0.08,259,760,111000,153000,3550,3515,-0.00986,하이드로리튬
1676,2024-11-26,024940,0.036,0.139,-0.299,-0.293,337,742,18479554,9779481,7851389,64433,70652,6680,0.022,0.114,-0.006,2449752,0.12,0.08,346,760,115330,153000,7450,7320,-0.01745,PN풍년
1675,2024-11-25,394800,0.008,0.146,-0.031,0.012,260,190,29460070,15774079,12645245,58305,61444,3945,0.02,0.1,0.015,4844508,0.084,0.08,117,760,95900,153000,4340,4400,0.01382,쓰리빌리언
