,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1674,2024-11-25,270520,-0.014,0.072,-0.027,0.059,557,0,6307489,2709781,3344842,5338,6502,1450,0.097,0.172,0.028,8024386,0.1,0.08,102,580,95130,135030,1701,1565,-0.07995,지오릿에너지
1673,2024-11-25,014940,0.0,0.057,-0.012,0.054,145,26,2450529,1117518,1214976,4302,4881,4985,-0.001,0.133,-0.003,2890588,0.136,0.08,63,760,93200,153000,5660,5380,-0.04947,오리엔탈정공
1672,2024-11-25,007390,-0.017,-0.017,-0.245,-0.191,0,575,6683121,4041586,2476858,23873,25362,21250,0.035,0.137,0.024,1243335,0.11,0.08,85,760,94300,153000,24200,24600,0.01653,네이처셀
1671,2024-11-25,082740,0.0,0.063,-0.014,0.035,330,12,1721220,665281,1018676,8863,11360,16690,0.005,0.095,-0.005,1092504,0.101,0.08,60,760,93030,153000,18300,17480,-0.04481,한화엔진
1670,2024-11-25,007110,0.0,0.003,-0.028,-0.025,4,655,2683590,1903166,676799,2596,1852,1393,0.052,0.184,0.04,11339567,0.088,0.08,60,760,93030,153000,1651,1704,0.0321,일신석재
1669,2024-11-22,356680,0.053,0.11,-0.041,-0.04,0,725,3192270,2019120,1059113,8764,7833,4865,0.067,0.141,0.04,2303111,0.097,0.08,72,469,93630,125500,5560,5110,-0.08094,엑스게이트
1668,2024-11-22,208640,0.014,0.014,-0.067,-0.045,0,599,4904803,2838539,1791765,1831,3463,340,0.0,0.132,-0.035,5584079,0.139,0.08,98,137,94930,100900,385,439,0.14026,썸에이지
1667,2024-11-22,101670,0.006,0.203,-0.029,0.191,756,56,8820481,4358392,4134209,10865,13445,2870,-0.028,0.068,-0.042,1837741,0.115,0.08,64,760,93230,153000,3070,3005,-0.02117,하이드로리튬
1666,2024-11-22,083650,0.01,0.021,-0.036,-0.021,11,444,2496744,1437316,956586,14304,10035,16900,0.026,0.104,0.02,2099438,0.082,0.08,81,760,94100,153000,18670,19100,0.02303,비에이치아이
1665,2024-11-22,008830,0.096,0.3,0.014,0.3,592,47,6533118,3031517,3187011,27375,26807,10800,0.05,0.102,-0.01,4575572,0.113,0.08,185,760,103300,153000,11910,11560,-0.02939,대동기어
1664,2024-11-22,006050,-0.004,0.227,-0.015,0.17,753,38,8911013,4045152,4492970,9314,11459,2240,-0.022,0.049,-0.034,1295305,0.085,0.08,283,616,112200,140830,2350,2160,-0.08085,국영지앤엠
1663,2024-11-22,009810,-0.007,0.298,-0.023,0.142,191,42,29330108,18129884,9230274,6689,6788,345,-0.035,0.113,-0.035,2257374,0.153,0.08,76,760,93830,153000,384,384,0.0,플레이그램
1662,2024-11-22,002410,0.113,0.3,0.101,0.3,490,4,11843692,5796602,5525270,17848,17162,3165,0.15,0.164,0.025,8386200,0.106,0.08,156,613,101830,140700,3690,3390,-0.0813,범양건영
1661,2024-11-21,459100,0.059,2.727,0.016,1.295,281,1,123710964,65998884,55543831,625991,637964,14690,0.069,0.157,-0.03,8867415,0.113,0.08,86,512,94330,131630,17020,15660,-0.07991,위츠
1660,2024-11-21,394800,-0.028,0.299,-0.051,0.192,519,86,52136112,28940535,22304872,100609,111060,3850,0.003,0.081,-0.025,7067374,0.108,0.08,114,327,95730,114400,4160,4610,0.10817,쓰리빌리언
1659,2024-11-21,365330,-0.043,0.024,-0.055,-0.023,385,64,10468785,5325966,3973251,24598,25821,8490,0.072,0.092,0.009,7944350,0.082,0.08,508,701,131430,145100,9280,8540,-0.07974,에스와이스틸텍
1658,2024-11-21,299900,0.036,0.12,-0.028,0.097,717,16,6782674,2959675,3172939,8082,9273,1603,0.033,0.054,-0.03,2404225,0.087,0.08,65,760,93300,153000,1692,1565,-0.07506,위지윅스튜디오
1657,2024-11-21,217730,-0.01,0.236,-0.014,0.143,174,1,4285446,2153761,2024481,6671,8047,2260,0.002,0.111,0.002,1391125,0.108,0.08,62,83,93130,94200,2510,2780,0.10757,강스템바이오텍
1656,2024-11-21,196170,0.069,0.076,-0.068,-0.068,1,760,1722984,897743,612395,43527,40926,350500,-0.019,-0.011,-0.204,1829022,0.242,0.08,423,760,123200,153000,347000,346500,-0.00144,알테오젠
1655,2024-11-21,163280,-0.006,0.034,-0.043,-0.025,424,72,543656,338613,181278,2683,2661,10240,0.055,0.19,0.054,1295165,0.084,0.08,62,527,93130,132400,12190,11210,-0.08039,에어레인
1654,2024-11-21,008830,0.002,0.01,-0.027,0.005,728,74,159371,93053,53503,855,595,8310,0.096,0.165,0.014,1070427,0.106,0.08,577,592,134900,135630,9690,10720,0.1063,대동기어
1653,2024-11-21,001840,-0.019,-0.002,-0.052,-0.043,0,101,605830,362596,211793,968,932,2555,0.037,0.166,0.027,1670381,0.106,0.08,501,760,131100,153000,2980,2950,-0.01007,이화공영
1652,2024-11-21,053690,-0.001,0.004,-0.031,-0.019,9,104,87900,50969,34921,758,837,15690,0.007,0.178,-0.005,1184922,0.094,0.08,64,760,93230,153000,18500,19740,0.06703,한미글로벌
1651,2024-11-21,001470,-0.073,-0.044,-0.142,-0.101,124,60,44483729,24216932,19022786,21101,28712,980,0.085,0.153,0.043,21565117,0.106,0.08,490,574,130530,134730,1131,1251,0.1061,삼부토건
1650,2024-11-21,000490,-0.002,0.071,-0.026,0.065,749,105,573526,204779,290705,1948,1826,9900,0.068,0.111,-0.019,1867236,0.133,0.08,592,760,135630,153000,11010,11700,0.06267,대동
1649,2024-11-20,474610,-0.058,0.016,-0.298,-0.292,3,687,18066059,9906503,7441392,60136,66310,5860,-0.019,0.058,-0.053,1330043,0.117,0.08,155,282,101800,112130,6210,5710,-0.08052,알에프시스템즈
1648,2024-11-20,299660,0.021,0.041,-0.053,-0.046,1,710,1012743,677202,276049,2854,2734,5380,0.024,0.175,0.024,2199011,0.096,0.08,360,643,120030,142200,6330,6940,0.09637,셀리드
1647,2024-11-20,270520,-0.009,0.0,-0.059,-0.036,1,651,1649289,1047432,531517,1706,1427,1215,0.0,0.161,-0.01,3895694,0.11,0.08,65,760,93300,153000,1412,1402,-0.00708,지오릿에너지
1646,2024-11-20,145170,0.006,0.029,-0.043,-0.027,12,638,746630,362559,197520,5253,4111,15520,0.009,0.139,0.009,1668937,0.128,0.08,69,457,93500,124900,17690,16270,-0.08027,노브랜드
1645,2024-11-20,001470,-0.056,-0.043,-0.222,-0.162,9,683,53335475,30008292,22135286,23593,28801,1090,-0.073,-0.049,-0.14,12435356,0.107,0.08,124,760,100230,153000,1038,980,-0.05588,삼부토건
1644,2024-11-20,001380,-0.001,0.049,-0.01,0.046,150,15,8090040,3973343,3510548,11689,14089,3735,-0.005,0.094,-0.009,4509899,0.104,0.08,72,760,93630,153000,4090,4005,-0.02078,SG글로벌
1643,2024-11-20,000890,-0.005,0.078,-0.005,0.045,508,0,1944064,901273,1013055,731,1527,441,0.0,0.116,0.0,2911292,0.116,0.08,207,301,104400,113100,492,549,0.11585,보해양조
1642,2024-11-19,365330,0.012,0.044,-0.028,0.011,6,125,18240692,8897964,8078269,43276,48368,8280,-0.022,0.058,-0.025,4360665,0.086,0.08,-1,-1,-1,-1,8770,-1,-1.0,에스와이스틸텍
1641,2024-11-19,027360,-0.015,0.118,-0.073,-0.018,628,695,29984814,15076191,13253277,35494,39823,3035,0.016,0.054,-0.036,5794931,0.094,0.08,92,554,94630,133730,3200,2940,-0.08125,아주IB투자
1640,2024-11-18,394800,-0.027,-0.015,-0.206,-0.198,2,757,9537171,5352480,3206181,16682,18271,3290,0.033,0.053,-0.056,1520259,0.116,0.08,211,661,104600,143100,3470,3190,-0.08069,쓰리빌리언
1639,2024-11-18,388790,-0.051,0.018,-0.066,0.011,124,20,1008868,485255,445017,1713,1982,3300,0.053,0.103,0.002,3038806,0.101,0.08,377,760,120900,153000,3640,3750,0.03022,라이콤
1638,2024-11-18,328130,-0.019,0.118,-0.023,0.118,760,77,1838428,693759,1029039,12435,15879,48200,0.129,0.185,0.077,2452857,0.087,0.08,77,673,93900,143700,57200,62200,0.08741,루닛
1637,2024-11-18,278650,-0.015,0.03,-0.021,0.028,1,140,292318,117615,156097,473,1232,2050,0.0,0.195,-0.01,1482003,0.079,0.079,104,760,95230,153000,2450,2345,-0.04286,HLB바이오스텝
1636,2024-11-18,225190,-0.068,-0.034,-0.11,-0.049,752,249,8140231,3953310,3193827,9099,12517,3205,0.031,0.105,0.003,8926211,0.101,0.08,70,434,93530,123730,3540,3260,-0.0791,LK삼양
1635,2024-11-18,115450,0.003,0.014,-0.013,0.004,172,10,490893,250878,212821,1587,1682,9510,0.0,0.157,-0.018,2365875,0.114,0.08,65,760,93300,153000,11010,11220,0.01907,HLB테라퓨틱스
1634,2024-11-18,083650,-0.016,-0.002,-0.076,-0.062,42,552,3097055,1848943,1109388,13629,15220,14820,-0.016,0.066,-0.03,1352400,0.099,0.08,147,760,101400,153000,15820,16130,0.0196,비에이치아이
1633,2024-11-18,024850,-0.009,0.011,-0.039,-0.004,0,127,394478,219235,165485,674,619,2790,0.0,0.138,-0.007,1392938,0.132,0.08,104,760,95230,153000,3180,3065,-0.03616,HLB이노베이션
1632,2024-11-18,001380,0.013,0.299,-0.0,0.299,759,21,6700092,2758613,3394492,6246,7656,3060,0.085,0.183,0.026,9464758,0.09,0.08,189,760,103500,153000,3620,3570,-0.01381,SG글로벌
1631,2024-11-15,219550,0.028,0.03,-0.194,-0.159,2,467,8647045,4797881,3642513,3758,3703,626,-0.011,0.038,-0.088,1399184,0.138,0.08,221,621,105100,141100,651,741,0.13825,디와이디
1630,2024-11-15,145170,0.179,0.3,0.062,0.3,615,413,2998781,1527805,1377662,22717,23727,15210,-0.022,0.155,-0.047,2617728,0.115,0.08,85,760,94300,153000,17590,16720,-0.04946,노브랜드
1629,2024-11-15,086520,0.004,0.024,-0.079,-0.079,6,760,1483780,872315,524710,18458,14518,68600,-0.039,-0.019,-0.098,1093807,0.087,0.08,611,760,140600,153000,67400,65300,-0.03116,에코프로
1628,2024-11-15,056080,-0.0,-0.0,-0.08,-0.047,0,14,1050512,597507,391147,3323,2825,5700,0.025,0.146,0.014,2024293,0.124,0.08,88,760,94430,153000,6540,6470,-0.0107,유진로봇
1627,2024-11-15,051980,0.015,0.017,-0.074,-0.068,4,758,2081832,1159705,881301,4520,5144,8550,-0.129,-0.022,-0.191,2733096,0.208,0.08,75,760,93800,153000,8370,8560,0.0227,중앙첨단소재
1626,2024-11-15,010170,0.002,0.069,0.002,0.059,62,0,136037,85825,47811,1273,198,995,-0.196,-0.146,-0.285,1249584,0.195,0.08,309,404,113500,122230,851,783,-0.07991,대한광통신
1625,2024-11-15,001840,0.043,0.299,0.032,0.168,48,0,10496912,6191653,3705279,17179,17624,3100,0.0,0.006,-0.098,1987527,0.116,0.08,551,760,133600,153000,3120,3090,-0.00962,이화공영
1624,2024-11-15,168490,0.097,0.175,-0.165,0.044,348,118,150984166,80924674,62639791,29169,45819,215,-0.051,0.07,-0.112,11621749,0.204,0.08,60,171,93030,102600,230,212,-0.07826,한국패러랠
1623,2024-11-15,013360,0.045,0.28,-0.029,0.131,70,12,13291929,6923407,6050986,20520,22219,1759,-0.02,-0.02,-0.116,1162651,0.109,0.08,524,546,132230,133330,1726,1914,0.10892,일성건설
1622,2024-11-14,100790,0.018,0.282,-0.012,0.248,486,2,32098623,14990139,15809745,67944,98256,7000,-0.009,-0.004,-0.086,3059302,0.089,0.08,411,760,132600,163000,6980,6840,-0.02006,미래에셋벤처투자
1621,2024-11-14,090710,0.015,0.3,0.015,0.3,78,0,45807355,21910371,23524020,38126,44445,1539,0.056,0.069,-0.035,15398885,0.108,0.08,157,617,111900,150900,1648,1516,-0.0801,휴림로봇
1620,2024-11-14,037440,-0.023,-0.006,-0.142,-0.105,0,474,2427534,1516567,777187,6975,6249,5530,0.005,0.089,0.005,1420948,0.083,0.08,72,104,103630,105230,6030,6530,0.08292,희림
1619,2024-11-14,030520,0.006,0.073,0.006,0.012,23,0,2128172,1079917,1000800,11837,14334,19520,0.019,0.104,0.019,1439829,0.083,0.08,82,536,104130,142830,21600,23400,0.08333,한글과컴퓨터
1618,2024-11-14,168490,0.101,0.296,0.063,0.296,14,5,19622461,8856269,8924666,1976,1712,206,0.097,0.141,-0.116,25472562,0.131,0.08,343,435,125200,133800,235,216,-0.08085,한국패러랠
1617,2024-11-14,011200,-0.012,0.063,-0.012,0.062,724,0,3116458,1362946,1490017,13706,15347,17020,0.01,0.078,-0.02,1702967,0.1,0.08,63,760,103200,163000,18360,17620,-0.04031,HMM
1616,2024-11-14,007110,0.001,0.018,-0.094,-0.081,0,673,9434268,5560854,3556669,9641,8864,1562,-0.003,0.07,-0.024,3576264,0.096,0.08,62,760,103130,163000,1674,1638,-0.02151,일신석재
1615,2024-11-13,900340,0.017,0.017,-0.061,-0.058,0,701,695293,472318,165771,1054,879,1996,0.047,0.135,0.032,1421497,0.1,0.08,152,760,101630,153000,2270,2345,0.03304,윙입푸드
1614,2024-11-13,388050,-0.005,0.158,-0.051,0.061,677,13,12298354,6152629,5644153,41489,46448,9150,0.042,0.157,0.038,8713457,0.113,0.08,117,714,95900,145730,10600,9750,-0.08019,지투파워
1613,2024-11-13,289930,0.001,0.169,-0.044,0.01,508,734,13912350,7556923,6168040,74788,87404,10900,0.012,0.091,-0.005,1370738,0.096,0.08,167,361,102400,120100,11900,10950,-0.07983,웨이비스
1612,2024-11-13,158430,0.001,0.001,-0.09,-0.047,0,78,258176,155531,97378,869,1043,3980,-0.0,0.156,-0.0,1646289,0.116,0.08,104,760,95230,153000,4600,4510,-0.01957,아톤
1611,2024-11-13,119850,-0.012,0.299,-0.038,0.299,278,106,1658810,829635,606545,3343,2274,6730,0.085,0.144,0.027,3617776,0.114,0.08,63,760,93200,153000,7710,7590,-0.01556,지엔씨에너지
1610,2024-11-13,100790,-0.002,0.0,-0.082,-0.044,0,75,3247626,1909639,1174532,6026,7809,5610,0.018,0.111,-0.012,5198977,0.125,0.08,100,445,95030,124300,6240,7020,0.125,미래에셋벤처투자
1609,2024-11-13,057680,0.154,0.18,0.001,0.019,5,745,8369936,4705122,2998091,7321,6762,1430,-0.015,0.043,-0.041,1138659,0.088,0.08,77,760,93900,153000,1493,1477,-0.01072,티사이언티픽
1608,2024-11-13,037270,0.034,0.051,-0.154,-0.142,1,468,10658664,6401409,3929094,26371,25608,4140,0.01,0.11,0.01,2586207,0.099,0.08,62,760,93130,153000,4600,4315,-0.06196,YG PLUS
1607,2024-11-12,469750,0.002,0.046,-0.046,-0.038,1,709,5527584,3324891,1958405,7395,7115,1665,-0.014,0.068,-0.016,2025292,0.086,0.08,102,157,95130,101900,1781,1638,-0.08029,아이비젼웍스
1606,2024-11-12,466100,0.002,0.212,-0.032,0.124,466,119,20978824,10636894,9820694,82474,91713,9170,-0.02,0.16,-0.023,7177759,0.111,0.08,60,110,93030,95530,10650,9800,-0.07981,클로봇
1605,2024-11-12,209640,0.03,0.11,-0.008,0.11,760,576,5528775,2528863,2563762,30716,33037,18210,-0.005,0.046,-0.036,1579792,0.085,0.08,570,622,134530,141130,19070,17540,-0.08023,와이제이링크
1604,2024-11-12,005870,0.001,0.042,-0.004,0.042,756,503,518785,258320,243780,1151,1431,8230,0.005,0.153,-0.002,1948584,0.118,0.08,62,760,93130,153000,9500,9670,0.01789,휴니드
1603,2024-11-11,475960,0.053,0.291,-0.014,0.204,694,26,16824538,8553242,7527155,80859,83332,12120,0.05,0.149,0.027,2626501,0.119,0.08,62,707,93130,145400,13940,15600,0.11908,토모큐브
1602,2024-11-11,219550,-0.0,0.221,-0.008,0.168,587,44,12864166,6106480,6403125,7138,9438,860,0.051,0.151,0.017,5666360,0.119,0.08,216,760,104830,153000,991,984,-0.00706,디와이디
1601,2024-11-11,049180,0.006,0.086,-0.05,-0.042,413,720,6290192,3748111,2451571,9587,9852,2610,0.008,0.092,-0.027,1241409,0.122,0.08,71,760,93600,153000,2850,2730,-0.04211,셀루메드
1600,2024-11-11,041440,0.001,0.041,-0.024,0.018,290,124,4067048,1907611,1550019,9279,10810,9200,0.065,0.15,0.035,5305523,0.111,0.08,73,760,93700,153000,10590,10040,-0.05194,현대에버다임
1599,2024-11-08,475960,-0.234,-0.126,-0.372,-0.371,57,718,17658100,10141212,6532428,124754,96367,10070,0.053,0.111,-0.014,2095802,0.127,0.08,91,631,94600,141600,11200,12620,0.12679,토모큐브
1598,2024-11-08,378800,-0.004,-0.004,-0.085,-0.082,0,185,2016989,1380317,556249,3474,4360,4145,0.024,0.125,0.005,1537909,0.12,0.08,71,277,93600,111900,4670,5230,0.11991,샤페론
1597,2024-11-08,368770,0.087,0.105,0.011,0.043,35,71,3560960,1818314,1628193,14486,16929,4700,-0.013,0.123,-0.017,1412456,0.143,0.08,60,760,93030,153000,5290,5350,0.01134,파이버프로
1596,2024-11-08,340360,0.054,0.299,0.023,0.27,526,1,8791428,4318976,4169236,10863,11715,2160,0.053,0.185,0.035,3023547,0.088,0.08,66,760,93330,153000,2560,2520,-0.01562,다보링크
1595,2024-11-08,225190,0.085,0.208,0.038,0.103,85,37,24253454,12524118,10834518,52552,67427,2465,-0.0,0.069,-0.024,2141789,0.096,0.08,63,760,93200,153000,2640,2615,-0.00947,LK삼양
1594,2024-11-08,101670,-0.041,-0.033,-0.11,-0.076,0,660,7649426,3806899,2616089,12934,13605,2485,0.068,0.139,0.014,5706719,0.123,0.08,63,760,93200,153000,2830,3000,0.06007,하이드로리튬
1593,2024-11-08,073570,-0.018,0.02,-0.131,-0.131,0,760,3426910,1913281,1191113,6321,4915,1950,0.031,0.103,0.018,1780987,0.083,0.08,60,72,93030,93630,2150,2330,0.08372,리튬포어스
1592,2024-11-08,065170,0.004,0.149,-0.026,0.061,248,17,6619406,3398008,3074676,9359,10218,243,-0.004,0.078,-0.004,1019356,0.083,0.08,107,518,95400,131930,262,241,-0.08015,비엘팜텍
1591,2024-11-08,079900,-0.045,0.05,-0.06,0.025,191,127,2730421,1310682,1327480,16590,17698,26400,0.028,0.112,0.006,1046275,0.105,0.08,154,513,101730,131700,29400,27000,-0.08163,전진건설로봇
1590,2024-11-08,012690,0.001,0.041,-0.001,0.029,68,19,836825,376739,446655,949,1283,4045,-0.061,-0.049,-0.219,1684190,0.217,0.08,384,427,121230,123400,3850,3540,-0.08052,모나리자
1589,2024-11-08,002360,-0.015,0.079,-0.042,-0.035,643,21,6926365,3683117,3092526,3301,6371,528,0.008,0.097,0.0,1949772,0.097,0.08,281,760,112100,153000,580,564,-0.02759,SH에너지화학
1588,2024-11-08,001470,0.141,0.282,0.027,0.074,19,747,88193023,45519609,38035389,32102,42212,754,0.001,0.158,-0.065,19348709,0.113,0.08,277,730,111900,150530,874,973,0.11327,삼부토건
1587,2024-11-07,474170,-0.012,0.077,-0.034,0.039,77,11,6894258,3480519,2825291,31319,29407,11270,0.18,0.198,0.047,3128514,0.076,0.076,707,760,145400,153000,13510,13650,0.01036,루미르
1586,2024-11-07,466100,0.006,0.073,-0.062,-0.058,92,758,4110470,2339358,1642442,15748,16006,7580,0.024,0.107,0.004,2103109,0.102,0.08,64,143,93230,101200,8400,7730,-0.07976,클로봇
1585,2024-11-07,388050,0.042,0.225,0.032,0.17,227,1,14215844,7343873,6577255,55094,62075,8530,-0.011,0.086,-0.023,4091764,0.112,0.08,125,760,100300,153000,9270,8620,-0.07012,지투파워
1584,2024-11-07,255220,-0.0,0.298,-0.033,0.292,728,5,48461953,20661680,24986080,34011,44606,3140,-0.059,0.018,-0.073,9261233,0.098,0.08,61,172,93100,102630,3200,3510,0.09688,SG
1583,2024-11-07,209640,0.027,0.3,0.006,0.3,680,299,10519714,5403838,4916563,50745,53953,14700,0.1,0.168,0.02,3727666,0.103,0.08,506,760,131330,153000,17190,16750,-0.0256,와이제이링크
1582,2024-11-07,036000,-0.014,0.069,-0.112,-0.084,117,740,7961163,4648997,3173160,19345,22867,2870,-0.002,0.063,-0.056,1021190,0.125,0.08,76,448,93830,124430,3050,2810,-0.07869,예림당
1581,2024-11-07,168490,-0.006,0.037,-0.155,-0.149,113,722,20211234,12198208,7569207,2578,8375,137,0.007,0.066,-0.036,2726169,0.106,0.08,282,760,112130,153000,146,140,-0.0411,한국패러랠
1580,2024-11-07,042660,0.004,0.016,-0.027,0.007,618,467,924202,519230,371276,7750,8177,27800,0.013,0.108,0.0,2034698,0.108,0.08,97,760,94900,153000,30800,33850,0.09903,한화오션
1579,2024-11-06,474170,-0.0,0.197,-0.006,0.074,317,0,18344239,9530651,8564554,79168,86526,10850,-0.012,0.069,-0.034,2213219,0.107,0.08,73,559,93700,134000,11610,10680,-0.0801,루미르
1578,2024-11-06,469750,-0.004,0.023,-0.021,0.002,433,117,770269,467170,276031,1563,3927,1348,0.01,0.148,0.003,3255137,0.122,0.08,60,560,93030,134030,1550,1426,-0.08,아이비젼웍스
1577,2024-11-06,437730,-0.03,-0.024,-0.077,-0.045,1,292,1018582,607998,328678,6646,5576,11750,-0.02,0.098,-0.03,1398589,0.132,0.08,63,413,93200,122700,12910,11880,-0.07978,삼현
1576,2024-11-06,388050,0.017,0.043,-0.021,0.001,101,169,1224120,676680,468139,4164,4208,7290,0.042,0.155,0.032,3254850,0.116,0.08,113,760,95700,153000,8430,8530,0.01186,지투파워
1575,2024-11-06,365330,0.03,0.032,-0.054,-0.02,0,353,5367825,2974241,2021697,8879,9188,4730,-0.015,0.039,-0.052,1527540,0.096,0.08,60,409,93030,122500,4920,5390,0.09553,에스와이스틸텍
1574,2024-11-06,307870,-0.056,-0.02,-0.113,-0.101,49,647,1103481,691856,367106,1761,1598,1142,0.033,0.179,0.021,1130371,0.094,0.08,250,474,110530,125730,1347,1239,-0.08018,비투엔
1573,2024-11-06,255220,0.012,0.048,-0.056,-0.022,2,349,5981228,3351757,2385606,6585,6351,2430,-0.0,0.078,-0.033,2135972,0.115,0.08,85,429,94300,123500,2620,2920,0.1145,SG
1572,2024-11-06,039980,-0.0,0.011,-0.015,-0.011,8,128,597720,334387,229500,791,778,2320,0.019,0.11,0.015,3010075,0.093,0.08,155,760,101800,153000,2580,2575,-0.00194,폴라리스AI
1571,2024-11-06,007370,-0.007,0.022,-0.023,0.018,57,129,136791,68403,63047,380,514,5650,0.03,0.126,-0.016,2065827,0.144,0.08,73,305,93700,113300,6370,5860,-0.08006,진양제약
1570,2024-11-06,168490,0.022,0.141,-0.158,-0.125,7,751,34999526,21990588,11811228,7531,10419,161,-0.006,0.0,-0.093,4628962,0.103,0.08,108,320,95430,114030,161,148,-0.08075,한국패러랠
1569,2024-11-06,001470,-0.002,0.079,-0.018,0.061,574,1,5362310,2211773,2958272,2090,3149,540,0.004,0.135,-0.02,5620535,0.134,0.08,60,608,93030,140430,614,697,0.13518,삼부토건
1568,2024-11-05,282880,0.007,0.3,-0.0,0.3,759,23,2725962,1336112,1327280,23495,27914,17690,0.015,0.088,0.0,1649791,0.088,0.08,65,353,93300,115700,19260,17720,-0.07996,코윈테크
1567,2024-11-05,222080,0.005,0.03,-0.008,0.019,522,81,454372,198234,242873,1636,4807,8910,0.0,0.183,-0.034,2510362,0.089,0.08,61,760,93100,153000,10550,11260,0.0673,씨아이에스
1566,2024-11-05,219550,0.013,0.242,-0.032,0.185,719,227,10058732,4470588,5160130,3845,5116,706,0.016,0.126,0.016,4683641,0.109,0.08,537,708,132900,145430,796,883,0.1093,디와이디
1565,2024-11-05,158430,0.0,0.036,-0.011,0.027,2,83,47619,24961,18331,181,337,4160,0.026,0.125,0.012,1435610,0.112,0.08,99,356,95000,115830,4680,4310,-0.07906,아톤
1564,2024-11-05,131400,0.0,0.05,-0.014,0.026,119,4,445379,234985,193018,658,811,2135,0.0,0.192,-0.009,4070306,0.08,0.08,291,760,112600,153000,2550,2405,-0.05686,이브이첨단소재
1563,2024-11-05,065170,0.009,0.279,-0.009,0.113,623,29,10904497,5644505,4790319,5340,5995,247,0.0,0.097,-0.028,1674852,0.129,0.08,60,604,93030,140230,271,249,-0.08118,비엘팜텍
1562,2024-11-05,004870,0.018,0.107,0.0,0.017,39,528,11623696,6533807,4880933,9210,10517,839,0.023,0.024,-0.057,1742823,0.086,0.08,131,760,100600,153000,860,822,-0.04419,티웨이홀딩스
1561,2024-11-04,474170,-0.017,0.283,-0.021,0.236,678,0,17275391,8885668,8007821,77829,84549,10100,0.014,0.072,-0.012,2482811,0.085,0.08,60,121,93030,100100,10840,9970,-0.08026,루미르
