,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
8128,2025-01-08,122630,-1.5,111100,15355,1.63,2.53,1.6,2.27,225,202,1849918,1789724,4176,6680,0.433,0.533,276,111830,15400,0.00293,379,121000,15380,0.00163,379,121000,15380,0.00163,379,121000,15380,0.00163,379,121000,15380,0.00163
8127,2025-01-08,122630,-1.5,110100,15315,0.37,2.53,0.3,2.17,225,182,2100207,2600622,5092,10762,0.483,0.583,256,110830,15360,0.00294,275,111800,15390,0.0049,282,112130,15420,0.00686,359,120000,15355,0.00261,359,120000,15355,0.00261
8126,2025-01-08,122630,-1.5,105100,15315,-0.13,2.1,-0.13,2.03,218,160,1450583,2059114,3724,8814,0.5,0.661,224,105230,15360,0.00294,225,105300,15390,0.0049,282,112130,15420,0.00686,339,115000,15370,0.00359,339,115000,15370,0.00359
8125,2025-01-08,122630,-1.5,104100,15255,0.07,1.93,-0.2,1.8,197,152,1185149,1685126,3134,7073,0.517,0.627,217,104900,15300,0.00295,223,105200,15330,0.00492,224,105230,15360,0.00688,225,105300,15390,0.00885,282,112130,15420,0.01082
8124,2025-01-08,122630,-1.5,103100,15060,-0.57,0.27,-0.6,0.27,175,126,623300,704810,1907,3049,0.6,0.661,184,103230,15100,0.00266,185,103300,15130,0.00465,185,103300,15160,0.00664,186,103330,15190,0.00863,193,103700,15220,0.01062
8123,2025-01-08,122630,-1.5,102100,14985,-0.1,0.17,-0.6,-0.1,143,113,821998,699988,3379,2592,0.533,0.533,168,102430,15020,0.00234,178,102930,15050,0.00434,184,103230,15080,0.00634,184,103230,15110,0.00834,185,103300,15140,0.01034
8122,2025-01-08,122630,-1.5,101100,15015,0.4,0.4,-0.6,0.07,80,113,853217,620704,3889,2300,0.4,0.433,180,103030,15060,0.003,184,103230,15090,0.005,184,103230,15120,0.00699,185,103300,15150,0.00899,186,103330,15180,0.01099
8121,2025-01-08,122630,-1.5,100100,14915,0.57,0.57,-0.6,-0.53,60,113,1097482,922902,4379,2684,0.333,0.383,127,100400,14950,0.00235,134,100730,14980,0.00436,138,100930,15010,0.00637,169,102500,15040,0.00838,184,103230,15070,0.01039
8120,2025-01-08,122630,-1.5,95100,14995,0.0,0.57,-0.1,0.03,60,41,1090635,1065935,3556,3219,0.417,0.45,140,101030,15030,0.00233,180,103030,15060,0.00433,184,103230,15090,0.00634,184,103230,15120,0.00834,185,103300,15150,0.01034
8119,2025-01-08,122630,-1.5,94100,15065,-0.7,0.57,-0.97,0.4,60,21,1730131,1825742,4958,5137,0.5,0.533,184,103230,15110,0.00299,185,103300,15140,0.00498,186,103330,15170,0.00697,186,103330,15200,0.00896,193,103700,15230,0.01095
8118,2025-01-08,122630,-1.5,93100,15090,-1.5,0.47,-1.5,0.33,30,0,2172347,2308942,6202,6016,0.5,0.492,179,103000,15045,-0.00298,179,103000,15045,-0.00298,179,103000,15045,-0.00298,179,103000,15045,-0.00298,179,103000,15045,-0.00298
8117,2025-01-07,122630,2.37,142100,15040,0.63,0.7,0.23,0.6,634,601,659519,421818,2728,1692,0.433,0.533,759,152000,15035,-0.00033,759,152000,15035,-0.00033,759,152000,15035,-0.00033,759,152000,15035,-0.00033,759,152000,15035,-0.00033
8116,2025-01-07,122630,2.37,141100,15050,0.77,0.9,0.23,0.57,576,601,714672,399369,2723,1832,0.467,0.534,739,151000,15035,-0.001,739,151000,15035,-0.001,739,151000,15035,-0.001,739,151000,15035,-0.001,739,151000,15035,-0.001
8115,2025-01-07,122630,2.37,140100,15010,1.0,1.0,0.3,0.3,540,599,672791,251749,2643,1337,0.4,0.491,610,140530,15050,0.00266,719,150000,15005,-0.00033,719,150000,15005,-0.00033,719,150000,15005,-0.00033,719,150000,15005,-0.00033
8114,2025-01-07,122630,2.37,135100,15060,0.94,1.1,0.63,0.77,526,558,422283,319458,1646,1230,0.533,0.509,699,145000,15015,-0.00299,699,145000,15015,-0.00299,699,145000,15015,-0.00299,699,145000,15015,-0.00299,699,145000,15015,-0.00299
8113,2025-01-07,122630,2.37,134100,15075,0.94,1.1,0.63,0.74,526,558,380105,303950,1839,1098,0.5,0.492,679,144000,15050,-0.00166,679,144000,15050,-0.00166,679,144000,15050,-0.00166,679,144000,15050,-0.00166,679,144000,15050,-0.00166
8112,2025-01-07,122630,2.37,133100,15115,1.0,1.1,0.74,0.97,526,484,338440,436691,1798,1278,0.6,0.542,659,143000,15025,-0.00595,659,143000,15025,-0.00595,659,143000,15025,-0.00595,659,143000,15025,-0.00595,659,143000,15025,-0.00595
8111,2025-01-07,122630,2.37,132100,15105,1.14,1.3,0.74,0.94,466,484,401129,417955,1900,1615,0.517,0.542,639,142000,15055,-0.00331,639,142000,15055,-0.00331,639,142000,15055,-0.00331,639,142000,15055,-0.00331,639,142000,15055,-0.00331
8110,2025-01-07,122630,2.37,131100,15100,1.0,1.3,0.74,1.0,466,484,379863,500962,1697,1807,0.55,0.61,619,141000,15050,-0.00331,619,141000,15050,-0.00331,619,141000,15050,-0.00331,619,141000,15050,-0.00331,619,141000,15050,-0.00331
8109,2025-01-07,122630,2.37,130100,15115,0.7,1.3,0.7,0.97,466,420,355511,507109,1239,2300,0.533,0.617,599,140000,15010,-0.00695,599,140000,15010,-0.00695,599,140000,15010,-0.00695,599,140000,15010,-0.00695,599,140000,15010,-0.00695
8108,2025-01-07,122630,2.37,125100,15135,0.87,1.1,0.53,1.07,451,408,417729,553215,1883,2240,0.467,0.633,579,135000,15080,-0.00363,579,135000,15080,-0.00363,579,135000,15080,-0.00363,579,135000,15080,-0.00363,579,135000,15080,-0.00363
8107,2025-01-07,122630,2.37,124100,15115,1.0,1.2,0.53,1.0,385,408,678778,600021,3081,2447,0.433,0.559,466,125330,15160,0.00298,559,134000,15075,-0.00265,559,134000,15075,-0.00265,559,134000,15075,-0.00265,559,134000,15075,-0.00265
8106,2025-01-07,122630,2.37,123100,15075,1.24,1.27,0.53,0.7,365,408,803419,581593,3490,1961,0.383,0.475,434,123730,15120,0.00299,465,125300,15150,0.00498,539,133000,15110,0.00232,539,133000,15110,0.00232,539,133000,15110,0.00232
8105,2025-01-07,122630,2.37,122100,15095,1.57,1.57,0.63,0.94,340,397,1214715,743728,4039,1946,0.417,0.431,461,125100,15140,0.00298,519,132000,15105,0.00066,519,132000,15105,0.00066,519,132000,15105,0.00066,519,132000,15105,0.00066
8104,2025-01-07,122630,2.37,121100,15115,1.64,1.77,0.97,1.04,336,377,1086020,783766,3080,1582,0.417,0.407,466,125330,15160,0.00298,499,131000,15115,0.0,499,131000,15115,0.0,499,131000,15115,0.0,499,131000,15115,0.0
8103,2025-01-07,122630,2.37,120100,15150,2.14,2.14,1.04,1.27,300,347,1296986,726308,4195,1482,0.333,0.339,479,130000,15110,-0.00264,479,130000,15110,-0.00264,479,130000,15110,-0.00264,479,130000,15110,-0.00264,479,130000,15110,-0.00264
8102,2025-01-07,122630,2.37,115100,15200,2.21,2.21,1.54,1.54,280,315,713440,433785,2858,1074,0.35,0.35,459,125000,15125,-0.00493,459,125000,15125,-0.00493,459,125000,15125,-0.00493,459,125000,15125,-0.00493,459,125000,15125,-0.00493
8101,2025-01-07,122630,2.37,114100,15215,2.1,2.21,1.54,1.6,276,315,600990,263178,2847,959,0.4,0.424,439,124000,15115,-0.00657,439,124000,15115,-0.00657,439,124000,15115,-0.00657,439,124000,15115,-0.00657,439,124000,15115,-0.00657
8100,2025-01-07,122630,2.37,113100,15285,2.37,2.37,2.0,2.1,240,284,325997,222690,1364,844,0.433,0.491,408,122430,15040,-0.01603,408,122430,15040,-0.01603,408,122430,15040,-0.01603,408,122430,15040,-0.01603,408,122430,15040,-0.01603
8099,2025-01-07,122630,2.37,112100,15295,2.21,2.41,2.07,2.21,239,266,405513,374280,1445,1647,0.467,0.544,399,122000,15105,-0.01242,399,122000,15105,-0.01242,399,122000,15105,-0.01242,399,122000,15105,-0.01242,399,122000,15105,-0.01242
8098,2025-01-07,122630,2.37,111100,15280,2.14,2.41,1.94,2.21,239,205,445090,515462,1276,1891,0.433,0.517,379,121000,15120,-0.01047,379,121000,15120,-0.01047,379,121000,15120,-0.01047,379,121000,15120,-0.01047,379,121000,15120,-0.01047
8097,2025-01-07,122630,2.37,110100,15320,2.0,2.41,1.84,2.41,239,194,486075,600545,2023,2329,0.467,0.583,359,120000,15155,-0.01077,359,120000,15155,-0.01077,359,120000,15155,-0.01077,359,120000,15155,-0.01077,359,120000,15155,-0.01077
8096,2025-01-07,122630,2.37,105100,15295,2.1,2.31,1.84,2.14,168,194,621059,732745,2265,1683,0.483,0.508,339,115000,15195,-0.00654,339,115000,15195,-0.00654,339,115000,15195,-0.00654,339,115000,15195,-0.00654,339,115000,15195,-0.00654
8095,2025-01-07,122630,2.37,104100,15285,2.37,2.57,1.84,2.1,144,194,823896,806142,3040,2029,0.433,0.508,319,114000,15205,-0.00523,319,114000,15205,-0.00523,319,114000,15205,-0.00523,319,114000,15205,-0.00523,319,114000,15205,-0.00523
8094,2025-01-07,122630,2.37,103100,15265,2.61,2.61,2.0,2.04,120,177,914131,799864,3106,2054,0.417,0.466,222,105130,15310,0.00295,299,113000,15280,0.00098,299,113000,15280,0.00098,299,113000,15280,0.00098,299,113000,15280,0.00098
8093,2025-01-07,122630,2.37,102100,15280,2.64,2.71,2.04,2.14,105,156,859100,636148,3592,2890,0.383,0.525,226,105330,15320,0.00262,279,112000,15295,0.00098,279,112000,15295,0.00098,279,112000,15295,0.00098,279,112000,15295,0.00098
8092,2025-01-07,122630,2.37,101100,15320,2.07,2.71,2.07,2.31,87,80,934352,971739,3589,4402,0.483,0.542,259,111000,15295,-0.00163,259,111000,15295,-0.00163,259,111000,15295,-0.00163,259,111000,15295,-0.00163,259,111000,15295,-0.00163
8091,2025-01-07,122630,2.37,100100,15350,2.31,2.71,2.04,2.47,87,79,1113005,1132477,3802,4581,0.5,0.5,239,110000,15325,-0.00163,239,110000,15325,-0.00163,239,110000,15325,-0.00163,239,110000,15325,-0.00163,239,110000,15325,-0.00163
8090,2025-01-07,122630,2.37,95100,15360,1.87,2.71,1.87,2.54,87,40,1413459,1545404,4106,6026,0.517,0.517,219,105000,15285,-0.00488,219,105000,15285,-0.00488,219,105000,15285,-0.00488,219,105000,15285,-0.00488,219,105000,15285,-0.00488
8089,2025-01-07,122630,2.37,94100,15285,2.27,2.51,1.5,2.04,57,32,1950842,1545419,6057,5778,0.4,0.5,82,94130,15330,0.00294,87,94400,15360,0.00491,199,104000,15280,-0.00033,199,104000,15280,-0.00033,199,104000,15280,-0.00033
8088,2025-01-07,122630,2.37,93100,15305,2.37,3.14,1.5,2.34,4,32,3689806,3432090,9651,12067,0.417,0.6,85,94300,15350,0.00294,105,95300,15380,0.0049,179,103000,15270,-0.00229,179,103000,15270,-0.00229,179,103000,15270,-0.00229
8087,2025-01-06,122630,0.76,142100,14995,4.07,4.62,3.93,4.28,622,591,764914,983246,2097,4926,0.5,0.542,759,152000,14965,-0.002,759,152000,14965,-0.002,759,152000,14965,-0.002,759,152000,14965,-0.002,759,152000,14965,-0.002
8086,2025-01-06,122630,0.76,141100,15030,4.07,4.45,3.93,4.45,617,574,732203,903043,1523,4217,0.533,0.552,739,151000,14965,-0.00432,739,151000,14965,-0.00432,739,151000,14965,-0.00432,739,151000,14965,-0.00432,739,151000,14965,-0.00432
8085,2025-01-06,122630,0.76,140100,14975,4.0,4.17,3.93,4.0,555,574,515218,755149,1325,2442,0.533,0.561,616,140830,15010,0.00234,621,141100,15040,0.00434,719,150000,14965,-0.00067,719,150000,14965,-0.00067,719,150000,14965,-0.00067
8084,2025-01-06,122630,0.76,135100,14960,3.86,4.17,3.79,4.03,555,532,631749,897367,1269,2623,0.5,0.625,614,140730,15000,0.00267,620,141030,15030,0.00468,699,145000,14995,0.00234,699,145000,14995,0.00234,699,145000,14995,0.00234
8083,2025-01-06,122630,0.76,134100,14965,3.72,4.17,3.55,4.1,555,503,629832,1076879,1864,3029,0.5,0.632,614,140730,15000,0.00234,620,141030,15030,0.00434,679,144000,15015,0.00334,679,144000,15015,0.00334,679,144000,15015,0.00334
8082,2025-01-06,122630,0.76,133100,14950,4.0,4.03,3.55,3.89,481,503,570373,811724,2101,3763,0.45,0.576,606,140330,14990,0.00268,617,140900,15020,0.00468,622,141130,15050,0.00669,659,143000,14995,0.00301,659,143000,14995,0.00301
8081,2025-01-06,122630,0.76,132100,14935,3.62,4.03,3.55,3.89,481,503,420575,692003,1892,4129,0.45,0.617,548,133430,14970,0.00234,614,140730,15000,0.00435,620,141030,15030,0.00636,639,142000,14995,0.00402,639,142000,14995,0.00402
8080,2025-01-06,122630,0.76,131100,14915,3.72,4.03,3.58,3.76,481,453,300504,416976,1201,3684,0.483,0.683,536,132830,14950,0.00235,553,133700,14980,0.00436,616,140830,15010,0.00637,619,141000,15020,0.00704,619,141000,15020,0.00704
8079,2025-01-06,122630,0.76,130100,14955,3.72,3.86,3.58,3.86,479,453,158204,283005,789,2219,0.533,0.763,599,140000,14955,0.0,599,140000,14955,0.0,599,140000,14955,0.0,599,140000,14955,0.0,599,140000,14955,0.0
8078,2025-01-06,122630,0.76,125100,14905,3.62,3.79,3.51,3.65,431,406,198249,301218,1026,1864,0.55,0.729,480,130030,14940,0.00235,548,133430,14970,0.00436,579,135000,14960,0.00369,579,135000,14960,0.00369,579,135000,14960,0.00369
8077,2025-01-06,122630,0.76,124100,14915,3.62,3.79,3.51,3.76,387,406,234290,365676,1012,2075,0.567,0.695,480,130030,14950,0.00235,553,133700,14980,0.00436,559,134000,14970,0.00369,559,134000,14970,0.00369,559,134000,14970,0.00369
8076,2025-01-06,122630,0.76,123100,14915,3.93,3.93,3.51,3.72,360,406,313924,470032,1363,3071,0.533,0.633,480,130030,14950,0.00235,539,133000,14940,0.00168,539,133000,14940,0.00168,539,133000,14940,0.00168,539,133000,14940,0.00168
8075,2025-01-06,122630,0.76,122100,14900,3.72,3.93,3.58,3.62,360,376,262298,456823,1214,3370,0.583,0.683,480,130030,14940,0.00268,519,132000,14940,0.00268,519,132000,14940,0.00268,519,132000,14940,0.00268,519,132000,14940,0.00268
8074,2025-01-06,122630,0.76,121100,14905,3.65,3.93,3.51,3.65,360,331,209419,441170,1320,3447,0.617,0.683,480,130030,14940,0.00235,499,131000,14920,0.00101,499,131000,14920,0.00101,499,131000,14920,0.00101,499,131000,14920,0.00101
8073,2025-01-06,122630,0.76,120100,14945,3.65,3.82,3.51,3.76,349,331,196545,371419,1200,2546,0.65,0.717,479,130000,14935,-0.00067,479,130000,14935,-0.00067,479,130000,14935,-0.00067,479,130000,14935,-0.00067,479,130000,14935,-0.00067
8072,2025-01-06,122630,0.76,115100,14915,3.72,3.79,3.51,3.69,311,331,391221,425777,1496,2418,0.55,0.672,360,120030,14950,0.00235,459,125000,14905,-0.00067,459,125000,14905,-0.00067,459,125000,14905,-0.00067,459,125000,14905,-0.00067
8071,2025-01-06,122630,0.76,114100,14905,3.62,3.79,3.58,3.72,311,272,517806,655878,1656,3174,0.567,0.724,360,120030,14940,0.00235,439,124000,14920,0.00101,439,124000,14920,0.00101,439,124000,14920,0.00101,439,124000,14920,0.00101
8070,2025-01-06,122630,0.76,113100,14905,3.48,3.76,3.2,3.65,266,248,712907,776593,2126,3557,0.5,0.672,360,120030,14940,0.00235,419,123000,14915,0.00067,419,123000,14915,0.00067,419,123000,14915,0.00067,419,123000,14915,0.00067
8069,2025-01-06,122630,0.76,112100,14910,3.2,3.76,3.2,3.69,266,220,769333,1294661,2373,5186,0.65,0.729,360,120030,14950,0.00268,399,122000,14900,-0.00067,399,122000,14900,-0.00067,399,122000,14900,-0.00067,399,122000,14900,-0.00067
8068,2025-01-06,122630,0.76,111100,14900,3.06,3.65,2.82,3.51,238,202,838040,1266383,2634,4545,0.6,0.644,360,120030,14940,0.00268,379,121000,14905,0.00034,379,121000,14905,0.00034,379,121000,14905,0.00034,379,121000,14905,0.00034
8067,2025-01-06,122630,0.76,110100,14880,3.2,3.65,2.82,3.65,238,202,917506,1793952,3164,5945,0.717,0.644,265,111300,14920,0.00269,359,120000,14920,0.00269,359,120000,14920,0.00269,359,120000,14920,0.00269,359,120000,14920,0.00269
8066,2025-01-06,122630,0.76,105100,14835,2.71,3.44,2.71,3.2,185,160,1020936,1486551,3199,5117,0.583,0.633,226,105330,14870,0.00236,231,105600,14900,0.00438,287,112400,14930,0.0064,339,115000,14910,0.00506,339,115000,14910,0.00506
8065,2025-01-06,122630,0.76,104100,14820,2.23,3.44,2.23,3.06,185,140,1256905,1933572,3847,8367,0.633,0.717,223,105200,14860,0.0027,231,105600,14890,0.00472,265,111300,14920,0.00675,319,114000,14915,0.00641,319,114000,14915,0.00641
8064,2025-01-06,122630,0.76,103100,14840,0.94,3.13,0.94,3.03,156,120,1642803,2305189,3808,10352,0.633,0.814,185,103300,14880,0.0027,238,105930,14910,0.00472,299,113000,14905,0.00438,299,113000,14905,0.00438,299,113000,14905,0.00438
8063,2025-01-06,122630,0.76,102100,14770,0.76,3.13,0.7,2.71,156,104,1405202,2170040,3528,10163,0.667,0.797,169,102500,14810,0.00271,180,103030,14840,0.00474,185,103300,14870,0.00677,231,105600,14900,0.0088,279,112000,14910,0.00948
8062,2025-01-06,122630,0.76,101100,14705,0.31,2.23,0.31,2.23,137,80,1125926,1734433,2599,7300,0.617,0.746,144,101230,14740,0.00238,148,101430,14770,0.00442,150,101530,14800,0.00646,156,101830,14830,0.0085,182,103130,14860,0.01054
8061,2025-01-06,122630,0.76,100100,14520,0.83,1.04,0.24,0.9,117,79,766798,872531,3861,3561,0.5,0.567,123,100200,14560,0.00275,125,100300,14590,0.00482,127,100400,14620,0.00689,129,100500,14650,0.00895,131,100600,14680,0.01102
8060,2025-01-06,122630,0.76,95100,14490,0.52,1.08,0.24,0.8,52,79,922266,1183634,4445,4002,0.533,0.55,117,95900,14530,0.00276,123,100200,14560,0.00483,125,100300,14590,0.0069,127,100400,14620,0.00897,127,100400,14640,0.01035
8059,2025-01-06,122630,0.76,94100,14425,0.76,1.08,0.24,0.24,52,79,1149706,1317963,5336,4213,0.533,0.533,85,94300,14460,0.00243,93,94700,14490,0.00451,108,95430,14520,0.00659,123,100200,14550,0.00867,123,100200,14580,0.01075
8058,2025-01-06,122630,0.76,93100,14500,0.76,1.22,0.35,0.97,2,8,1730226,2233073,5011,6569,0.583,0.633,121,100100,14540,0.00276,123,100200,14570,0.00483,125,100300,14600,0.0069,127,100400,14630,0.00897,129,100500,14650,0.01034
8057,2025-01-03,122630,0.07,142100,14390,4.34,4.45,3.72,3.94,584,614,857251,506290,3227,1648,0.333,0.35,759,152000,14375,-0.00104,759,152000,14375,-0.00104,759,152000,14375,-0.00104,759,152000,14375,-0.00104,759,152000,14375,-0.00104
8056,2025-01-03,122630,0.07,141100,14370,4.09,4.45,3.72,3.9,584,614,1112422,795589,3953,2783,0.4,0.517,696,144830,14410,0.00278,739,151000,14400,0.00209,739,151000,14400,0.00209,739,151000,14400,0.00209,739,151000,14400,0.00209
8055,2025-01-03,122630,0.07,140100,14395,5.21,5.28,3.9,4.23,541,569,1523782,858419,4444,3092,0.333,0.5,719,150000,14395,0.0,719,150000,14395,0.0,719,150000,14395,0.0,719,150000,14395,0.0,719,150000,14395,0.0
8054,2025-01-03,122630,0.07,135100,14425,5.13,5.28,3.9,4.3,539,569,1340166,900826,3914,3303,0.467,0.567,699,145000,14400,-0.00173,699,145000,14400,-0.00173,699,145000,14400,-0.00173,699,145000,14400,-0.00173,699,145000,14400,-0.00173
8053,2025-01-03,122630,0.07,134100,14385,4.92,5.28,4.09,4.27,539,558,1114744,790802,3098,2810,0.45,0.533,562,134130,14420,0.00243,585,135300,14450,0.00452,679,144000,14375,-0.0007,679,144000,14375,-0.0007,679,144000,14375,-0.0007
8052,2025-01-03,122630,0.07,133100,14555,4.81,5.28,4.74,5.28,539,483,463162,878503,1350,3524,0.583,0.65,659,143000,14360,-0.0134,659,143000,14360,-0.0134,659,143000,14360,-0.0134,659,143000,14360,-0.0134,659,143000,14360,-0.0134
8051,2025-01-03,122630,0.07,132100,14540,4.56,5.13,4.52,5.13,519,461,468890,1006492,1229,3831,0.533,0.603,639,142000,14375,-0.01135,639,142000,14375,-0.01135,639,142000,14375,-0.01135,639,142000,14375,-0.01135,639,142000,14375,-0.01135
8050,2025-01-03,122630,0.07,131100,14515,4.48,4.95,4.41,4.92,498,446,335975,824768,872,3189,0.6,0.638,524,132230,14550,0.00241,619,141000,14370,-0.00999,619,141000,14370,-0.00999,619,141000,14370,-0.00999,619,141000,14370,-0.00999
8049,2025-01-03,122630,0.07,130100,14495,4.63,4.77,4.37,4.74,474,437,292524,530131,874,1801,0.533,0.561,503,131200,14530,0.00241,527,132400,14560,0.00448,599,140000,14415,-0.00552,599,140000,14415,-0.00552,599,140000,14415,-0.00552
8048,2025-01-03,122630,0.07,125100,14455,4.45,4.63,4.37,4.59,404,437,295109,290682,830,1266,0.533,0.569,474,125730,14490,0.00242,501,131100,14520,0.0045,524,132230,14550,0.00657,579,135000,14425,-0.00208,579,135000,14425,-0.00208
8047,2025-01-03,122630,0.07,124100,14450,4.45,4.63,4.37,4.41,391,437,362885,346510,987,1364,0.5,0.5,474,125730,14490,0.00277,501,131100,14520,0.00484,524,132230,14550,0.00692,559,134000,14420,-0.00208,559,134000,14420,-0.00208
8046,2025-01-03,122630,0.07,123100,14470,4.45,4.63,4.41,4.59,391,375,417224,642793,1005,2765,0.5,0.542,491,130600,14510,0.00276,503,131200,14540,0.00484,539,133000,14560,0.00622,539,133000,14560,0.00622,539,133000,14560,0.00622
8045,2025-01-03,122630,0.07,122100,14445,4.23,4.63,4.16,4.48,391,342,399263,633027,1154,2539,0.55,0.633,470,125530,14480,0.00242,491,130600,14510,0.0045,503,131200,14540,0.00658,519,132000,14540,0.00658,519,132000,14540,0.00658
8044,2025-01-03,122630,0.07,121100,14445,4.3,4.56,4.16,4.41,368,342,391599,545575,1136,2265,0.433,0.583,470,125530,14480,0.00242,491,130600,14510,0.0045,499,131000,14510,0.0045,499,131000,14510,0.0045,499,131000,14510,0.0045
8043,2025-01-03,122630,0.07,120100,14440,4.41,4.41,4.16,4.37,300,342,309633,276529,927,948,0.483,0.559,470,125530,14480,0.00277,479,130000,14485,0.00312,479,130000,14485,0.00312,479,130000,14485,0.00312,479,130000,14485,0.00312
8042,2025-01-03,122630,0.07,115100,14410,4.41,4.41,4.19,4.23,280,288,322341,239238,993,719,0.4,0.424,360,120030,14450,0.00278,459,125000,14465,0.00382,459,125000,14465,0.00382,459,125000,14465,0.00382,459,125000,14465,0.00382
8041,2025-01-03,122630,0.07,114100,14430,4.12,4.41,4.09,4.3,279,263,423326,395376,1121,1116,0.483,0.458,391,121600,14470,0.00277,439,124000,14440,0.00069,439,124000,14440,0.00069,439,124000,14440,0.00069,439,124000,14440,0.00069
8040,2025-01-03,122630,0.07,113100,14440,4.34,4.41,4.09,4.27,279,263,639214,561782,1417,1485,0.483,0.533,419,123000,14465,0.00173,419,123000,14465,0.00173,419,123000,14465,0.00173,419,123000,14465,0.00173,419,123000,14465,0.00173
8039,2025-01-03,122630,0.07,112100,14440,4.05,4.41,4.05,4.41,279,220,644903,798141,1317,2605,0.583,0.683,399,122000,14450,0.00069,399,122000,14450,0.00069,399,122000,14450,0.00069,399,122000,14450,0.00069,399,122000,14450,0.00069
8038,2025-01-03,122630,0.07,111100,14400,3.98,4.37,3.65,4.19,232,208,600956,746365,1518,2871,0.567,0.7,275,111800,14440,0.00278,379,121000,14440,0.00278,379,121000,14440,0.00278,379,121000,14440,0.00278,379,121000,14440,0.00278
8037,2025-01-03,122630,0.07,110100,14430,3.9,4.37,3.65,4.34,232,208,567317,762802,1768,3025,0.567,0.683,359,120000,14435,0.00035,359,120000,14435,0.00035,359,120000,14435,0.00035,359,120000,14435,0.00035,359,120000,14435,0.00035
8036,2025-01-03,122630,0.07,105100,14395,4.34,4.41,3.65,3.98,162,208,832738,633232,2569,2392,0.433,0.542,232,105630,14430,0.00243,339,115000,14415,0.00139,339,115000,14415,0.00139,339,115000,14415,0.00139,339,115000,14415,0.00139
8035,2025-01-03,122630,0.07,104100,14380,3.9,4.48,3.72,3.9,156,181,1174246,1048321,3085,4773,0.433,0.61,223,105200,14420,0.00278,319,114000,14425,0.00313,319,114000,14425,0.00313,319,114000,14425,0.00313,319,114000,14425,0.00313
8034,2025-01-03,122630,0.07,103100,14365,3.76,4.48,3.51,4.01,156,125,1566927,1391159,3325,5719,0.4,0.61,217,104900,14400,0.00244,232,105630,14430,0.00452,299,113000,14420,0.00383,299,113000,14420,0.00383,299,113000,14420,0.00383
8033,2025-01-03,122630,0.07,102100,14430,3.22,4.48,3.22,4.34,156,100,1464410,1875152,2883,7300,0.55,0.717,279,112000,14440,0.00069,279,112000,14440,0.00069,279,112000,14440,0.00069,279,112000,14440,0.00069,279,112000,14440,0.00069
8032,2025-01-03,122630,0.07,101100,14375,3.29,3.87,3.15,3.83,121,93,1771629,1983119,3155,6350,0.533,0.61,152,101630,14410,0.00243,155,101800,14440,0.00452,259,111000,14410,0.00243,259,111000,14410,0.00243,259,111000,14410,0.00243
8031,2025-01-03,122630,0.07,100100,14345,2.89,3.72,2.89,3.72,119,60,2170425,2299161,3337,7474,0.5,0.61,148,101430,14380,0.00244,152,101630,14410,0.00453,155,101800,14440,0.00662,239,110000,14430,0.00593,239,110000,14430,0.00593
8030,2025-01-03,122630,0.07,95100,14275,2.68,3.51,2.42,3.18,91,44,2568175,2308577,4003,7670,0.383,0.576,105,95300,14310,0.00245,117,95900,14340,0.00455,121,100100,14370,0.00665,151,101600,14400,0.00876,152,101630,14430,0.01086
8029,2025-01-03,122630,0.07,94100,14285,1.84,3.33,1.77,3.33,79,22,2801467,2825600,4708,10308,0.417,0.65,91,94600,14320,0.00245,120,100030,14350,0.00455,148,101430,14380,0.00665,152,101630,14410,0.00875,155,101800,14440,0.01085
8028,2025-01-03,122630,0.07,93100,14225,0.07,2.82,0.07,2.75,58,0,3225315,3697394,6111,12397,0.517,0.683,62,93130,14260,0.00246,78,93930,14290,0.00457,91,94600,14320,0.00668,120,100030,14350,0.00879,148,101430,14380,0.0109
8027,2025-01-02,122630,-0.79,142100,13710,-1.62,-1.44,-1.83,-1.47,516,489,304015,245036,1278,959,0.517,0.576,525,142300,13750,0.00292,543,143200,13770,0.00438,554,143730,13800,0.00656,613,150700,13830,0.00875,639,152000,13825,0.00839
8026,2025-01-02,122630,-0.79,141100,13680,-1.69,-1.55,-1.83,-1.69,450,489,286706,213515,1397,888,0.483,0.561,521,142100,13720,0.00292,524,142230,13740,0.00439,543,143200,13770,0.00658,554,143730,13800,0.00877,613,150700,13830,0.01096
8025,2025-01-02,122630,-0.79,140100,13695,-1.94,-1.55,-1.94,-1.72,450,420,364518,288749,1649,1017,0.55,0.649,521,142100,13730,0.00256,540,143030,13760,0.00475,550,143530,13790,0.00694,599,150000,13785,0.00657,599,150000,13785,0.00657
8024,2025-01-02,122630,-0.79,135100,13690,-1.58,-1.55,-1.94,-1.65,401,420,569191,376812,3965,1153,0.517,0.586,521,142100,13730,0.00292,525,142300,13750,0.00438,548,143430,13780,0.00657,579,145000,13785,0.00694,579,145000,13785,0.00694
8023,2025-01-02,122630,-0.79,134100,13675,-1.55,-1.47,-1.94,-1.72,382,420,602098,360762,4003,1080,0.55,0.617,508,141430,13710,0.00256,524,142230,13740,0.00475,543,143200,13770,0.00695,550,143530,13790,0.00841,559,144000,13780,0.00768
