,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
3886,2024-04-18,304360,0,2,0.0448,0.1306,0.0075,0.1194,30000,1998734,-1,0.0783,32350,6,0.1433,34,0.0167,9,0.085,0.006213484188073659
3885,2024-04-18,300080,0,2,0.0042,0.1843,0.0042,0.1292,26650,260275,-1,-0.0131,26300,7,0.0169,11,-0.0206,5,0.0056,0.0
3884,2024-04-18,237820,0,2,0.1346,0.2447,0.0903,0.1199,6820,7810928,-1,-0.066,6370,5,-0.0323,22,-0.0821,2,-0.0469,0.0
3883,2024-04-18,232140,0,2,0.0194,0.2116,0.0145,0.1761,7280,7564810,-1,-0.0165,7160,0,0.0783,59,-0.0316,1,0.0769,0.0
3882,2024-04-18,220180,0,2,0.0261,0.1997,0.0104,0.1005,4215,3447730,-1,0.0095,4255,0,0.0724,18,0.0083,0,0.0427,0.0
3881,2024-04-18,166480,0,2,0.0664,0.1756,0.0591,0.1192,12300,1300122,-1,0.0195,12540,6,0.0358,1,-0.0163,5,0.0187,-0.0007846983815597008
3880,2024-04-18,160980,0,2,0.0539,0.1804,0.0293,0.1412,19480,1278674,-1,-0.0092,19300,3,0.0036,59,-0.0416,14,0.0026,0.0
3879,2024-04-18,112290,0,2,0.0277,0.1442,0.0055,0.1405,30850,5159116,-1,0.0373,32000,10,0.0438,0,-0.0373,37,-0.0081,-0.05
3878,2024-04-18,110990,0,2,0.0,0.2979,0.0,0.2979,28100,3953276,52,0.0552,29650,8,0.0943,4,0.0036,13,0.0463,-0.008434420015162924
3877,2024-04-18,109670,0,2,-0.0068,0.2365,-0.0068,0.1441,25400,1181992,-1,0.0,25400,0,0.0748,54,-0.0138,21,0.0512,0.0
3876,2024-04-18,096630,0,2,-0.0043,0.1207,-0.0043,0.1207,1810,2097135,-1,-0.0094,1793,0,-0.0083,2,-0.0298,4,-0.016,0.0
3875,2024-04-18,089970,0,2,0.007,0.1341,0.0021,0.1013,15770,514016,-1,0.0,15770,0,0.0476,52,-0.0235,2,0.0374,0.0
3874,2024-04-18,083450,0,2,0.0245,0.1295,0.014,0.1039,47300,1153887,-1,-0.0116,46750,14,-0.0011,1,-0.0328,31,-0.0169,0.0
3873,2024-04-18,069540,0,2,-0.0021,0.2309,-0.0082,0.1876,2880,6676876,-1,0.0417,3000,0,0.0417,0,-0.026,11,-0.0035,-0.05
3872,2024-04-18,062970,0,2,0.005,0.2993,0.0025,0.2993,2605,3251907,635,-0.0077,2585,0,0.0288,11,-0.0653,2,0.0,0.0
3871,2024-04-18,036200,0,2,0.022,0.249,0.0188,0.2238,11700,28747178,-1,-0.0205,11460,2,-0.0034,19,-0.0248,2,-0.012,0.0
3870,2024-04-18,016100,0,2,0.0,0.2506,0.0,0.1499,2570,1687593,-1,-0.0195,2520,2,0.0331,33,-0.0409,9,0.0078,0.0
3869,2024-04-18,33637L,0,1,0.0,0.2443,-0.0182,0.1002,7250,1189893,-1,-0.0359,6990,0,0.0952,22,-0.0372,0,0.0248,0.0
3868,2024-04-18,241590,0,1,0.0406,0.1257,0.0327,0.1126,8500,3490854,-1,0.0388,8830,0,0.1059,45,0.0188,2,0.0718,0.031767423950712415
3867,2024-04-18,115390,0,1,0.0095,0.131,0.0095,0.116,8180,1274923,-1,0.0636,8700,0,0.066,0,0.0611,6,0.0623,-0.0012222640090260306
3866,2024-04-17,317120,0,2,0.2987,0.2987,0.2987,0.2987,5130,662339,4,-0.0887,4675,1,0.0916,41,-0.0906,0,-0.0283,0.0
3865,2024-04-17,313760,0,2,0.0109,0.2171,-0.0176,0.1682,8610,336907,-1,-0.0012,8600,0,0.0197,21,-0.0325,6,-0.0093,0.0
3864,2024-04-17,304360,0,2,0.0242,0.2978,-0.0194,0.2978,26800,4382392,409,0.0149,27200,5,0.1381,15,0.0056,34,0.0373,0.022071140013794732
3863,2024-04-17,215200,0,2,0.1493,0.2042,0.104,0.1456,60600,754706,-1,0.0017,60700,1,0.0165,3,-0.0149,31,-0.0033,0.0
3862,2024-04-17,166480,0,2,0.0,0.2487,-0.0131,0.1067,10990,769945,-1,0.0209,11220,6,0.1374,55,0.0209,0,0.1192,0.09628758938191795
3861,2024-04-17,138070,0,2,-0.0033,0.3,-0.045,0.3,3900,26806906,588,-0.0308,3780,0,0.041,24,-0.0551,15,-0.0359,0.0
3860,2024-04-17,129920,0,2,-0.0019,0.25,-0.028,0.1138,5970,8302540,-1,-0.0335,5770,0,-0.0034,0,-0.0553,44,-0.0436,0.0
3859,2024-04-17,121890,0,2,0.0,0.2409,-0.0159,0.1114,2445,1978797,-1,-0.0225,2390,0,-0.0061,25,-0.0389,12,-0.0225,0.0
3858,2024-04-17,066790,0,2,-0.018,0.2102,-0.0225,0.1141,3710,43066978,-1,0.0108,3750,13,0.1105,29,0.0081,0,0.0768,0.06529481598733677
3857,2024-04-17,019570,0,2,0.0212,0.1288,-0.0121,0.1136,735,2080041,-1,0.0,735,0,0.0,0,-0.0299,59,-0.0299,0.0
3856,2024-04-17,550081,2,1,0.0263,0.1275,0.0263,0.1053,6720,5320,-1,0.0,6720,0,0.0,0,0.0,0,0.0,0.0
3855,2024-04-17,530109,2,1,0.0987,0.134,0.0946,0.1094,6745,296673,-1,-0.0608,6335,0,-0.0593,32,-0.0638,3,-0.0608,0.0
3854,2024-04-17,510025,2,1,0.0976,0.1325,0.0921,0.1088,3975,31411,-1,0.0,3975,0,0.0,0,-0.0604,13,-0.0579,0.0
3853,2024-04-17,500076,2,1,0.0829,0.1296,0.0829,0.1042,6730,88735,-1,-0.0661,6285,0,-0.0557,37,-0.0661,0,-0.0579,0.0
3852,2024-04-17,372910,0,1,0.0,0.2988,-0.0022,0.2988,6020,8782063,713,0.0698,6440,0,0.1196,1,-0.0648,44,-0.0432,-0.1
3851,2024-04-17,084695,0,1,-0.0021,0.1418,-0.0021,0.1047,15820,70503,-1,-0.0341,15280,0,-0.0341,0,-0.0341,0,-0.0341,0.0
3850,2024-04-17,008110,0,1,0.1509,0.2996,0.1509,0.2996,11800,664398,18,0.0508,12400,0,0.1551,4,-0.0678,44,-0.0398,0.09
3849,2024-04-17,006220,0,1,0.0564,0.228,0.027,0.1732,14770,39836062,-1,0.063,15700,5,0.0894,0,0.0169,19,0.0305,-0.030573847601128912
3848,2024-04-17,004835,0,1,0.0,0.3,0.0,0.3,12740,505938,156,0.1334,14440,0,0.2998,19,0.1044,2,0.2535,0.09
3847,2024-04-17,004830,0,1,0.0014,0.2753,-0.0123,0.1575,8450,14899209,-1,0.0118,8550,7,0.2118,29,0.0107,0,0.1385,0.15
3846,2024-04-17,004105,0,1,-0.0087,0.1272,-0.0087,0.1272,3900,47616,-1,-0.0103,3860,0,-0.0103,0,-0.0103,0,-0.0103,0.0
3845,2024-04-16,452160,0,2,-0.0133,0.2982,-0.0183,0.2982,20550,4383939,574,-0.0453,19620,0,-0.0365,0,-0.1309,54,-0.1275,0.0
3844,2024-04-16,440110,0,2,-0.0148,0.2693,-0.0268,0.1312,19830,2971752,-1,-0.0217,19400,7,-0.0202,0,-0.062,3,-0.0343,0.0
3843,2024-04-16,430690,0,2,-0.003,0.2718,-0.0329,0.2226,16370,2130643,-1,-0.0238,15980,2,-0.0165,2,-0.0489,30,-0.0391,0.0
3842,2024-04-16,419080,0,2,-0.0187,0.2379,-0.0252,0.1103,15400,6039380,-1,-0.0292,14950,0,-0.024,2,-0.0584,54,-0.0519,0.0
3841,2024-04-16,411080,0,2,-0.0635,0.1526,-0.0835,0.1325,14100,15579379,-1,-0.0284,13700,1,-0.0071,8,-0.0426,44,-0.0298,0.0
3840,2024-04-16,357880,0,2,-0.0149,0.2994,-0.1342,0.2994,5230,4324328,301,0.0153,5310,3,0.0707,8,-0.0249,11,-0.0019,-0.01694080567320011
3839,2024-04-16,206650,0,2,0.0464,0.1864,0.0207,0.1516,13900,4919930,-1,0.0058,13980,4,0.0108,1,-0.0345,17,-0.0216,0.0
3838,2024-04-16,199820,0,2,0.0408,0.124,0.0308,0.1082,13320,2147291,-1,-0.024,13000,0,0.0203,16,-0.0503,49,-0.036,0.0
3837,2024-04-16,156100,0,2,-0.0247,0.116,-0.0309,0.1136,9020,221811,-1,0.0022,9040,0,0.0177,1,-0.0177,3,-0.0033,0.0
3836,2024-04-16,128660,0,2,0.0377,0.2428,0.0181,0.1689,3875,11692528,-1,0.0194,3950,0,0.0206,0,-0.04,29,-0.031,-0.05
3835,2024-04-16,097800,0,2,0.0338,0.1517,0.0157,0.1014,1336,5141119,-1,0.0,1336,0,0.0913,29,-0.0127,0,0.0269,0.0
3834,2024-04-16,095610,0,2,-0.0082,0.1878,-0.0082,0.1694,28650,5833835,-1,-0.0401,27500,1,0.0541,24,-0.0401,0,-0.0017,0.0
3833,2024-04-16,082660,0,2,0.0227,0.2273,-0.0038,0.1591,306,11721369,-1,-0.0033,305,0,0.0588,53,-0.0196,0,0.0229,0.0
3832,2024-04-16,069540,0,2,-0.007,0.2993,-0.0162,0.2993,2800,7972061,635,-0.0018,2795,0,-0.0018,0,-0.1286,15,-0.125,0.0
3831,2024-04-16,040350,0,2,0.0,0.2299,-0.0115,0.2,522,8171066,-1,0.0345,540,0,0.0517,0,-0.0517,31,-0.0383,-0.05
3830,2024-04-16,036810,0,2,-0.0248,0.2496,-0.0248,0.1434,32300,5830817,-1,0.0,32300,5,0.0279,6,-0.048,48,-0.0248,0.0
3829,2024-04-16,024840,0,2,0.1395,0.298,0.1335,0.298,2130,28744112,99,0.061,2260,4,0.1127,53,-0.0047,56,0.007,-0.0508953817153629
3828,2024-04-16,025820,0,1,0.0456,0.2158,0.0386,0.1526,6570,37274104,-1,0.0335,6790,7,0.0396,3,-0.0122,22,-0.0076,-0.039767779390420976
3827,2024-04-16,024900,0,1,0.0598,0.3,0.0467,0.2435,5720,20241840,693,0.0315,5900,2,0.0332,0,-0.0437,59,-0.0437,-0.05
3826,2024-04-16,008110,0,1,0.0,0.299,0.0,0.299,9080,62019,5,0.1498,10440,0,0.2996,14,0.1399,1,0.2996,0.09
3825,2024-04-16,006345,0,1,0.1751,0.2994,0.1186,0.2994,5750,3049814,133,0.1913,6850,0,0.2609,4,0.1078,29,0.1652,-0.02190883908335428
3824,2024-04-16,006340,0,1,0.0189,0.1279,0.0189,0.1279,2690,8557781,-1,0.0279,2765,3,0.1599,12,-0.0112,39,0.0446,0.01624671660667376
3823,2024-04-16,004090,0,1,0.1066,0.2631,0.1066,0.1602,18830,14568590,-1,0.086,20450,0,0.1896,43,0.0621,0,0.1418,0.09
3822,2024-04-16,003160,0,1,0.0063,0.217,-0.0084,0.1959,22650,14318397,-1,-0.0265,22050,5,-0.0243,0,-0.0773,41,-0.0552,0.0
3821,2024-04-15,445090,0,2,0.0356,0.1798,0.0281,0.1292,60300,1538710,-1,-0.0216,59000,9,0.0066,16,-0.0365,42,-0.0182,0.0
3820,2024-04-15,443670,0,2,0.0211,0.3,0.0211,0.3,19110,8935062,609,0.0267,19620,1,0.1277,59,0.0078,5,0.1277,0.0983734294341092
3819,2024-04-15,378340,0,2,0.016,0.178,-0.012,0.11,27750,1852804,-1,-0.0342,26800,3,-0.0252,0,-0.0541,10,-0.0342,0.0
3818,2024-04-15,351320,0,2,0.0046,0.2824,0.0046,0.1389,2460,4943271,-1,-0.0285,2390,0,0.1077,15,-0.0488,5,0.0142,0.0
3817,2024-04-15,313760,0,2,0.0067,0.2407,-0.1094,0.1448,6800,454352,-1,0.1206,7620,0,0.1765,1,0.0235,5,0.0662,-0.0485454220953061
3816,2024-04-15,304360,0,2,0.023,0.2981,0.0137,0.2826,20650,3377674,671,-0.0073,20500,4,0.0896,50,-0.0145,0,0.0896,0.0
3815,2024-04-15,265520,0,2,0.0085,0.2286,0.0085,0.1902,27850,7803253,-1,-0.0162,27400,0,-0.0036,2,-0.0575,44,-0.0395,0.0
3814,2024-04-15,241770,0,2,0.0,0.3,-0.0082,0.3,11050,2661183,684,-0.0045,11000,0,-0.0045,0,-0.0787,6,-0.0489,0.0
3813,2024-04-15,234690,0,2,0.0065,0.1356,0.0054,0.1098,10310,372636,-1,-0.001,10300,0,-0.001,0,-0.0417,34,-0.0388,0.0
3812,2024-04-15,175140,0,2,0.0135,0.1667,0.0034,0.1667,5180,982055,-1,0.0367,5370,0,0.0811,7,0.0019,11,0.0135,-0.02237870164946454
3811,2024-04-15,058450,0,2,0.0,0.2989,0.0,0.1868,5400,3218496,6,0.0481,5660,0,0.0481,0,-0.0333,47,-0.0222,-0.05
3810,2024-04-15,053030,0,2,0.0189,0.1231,-0.0025,0.1157,13600,1585289,-1,-0.0243,13270,7,0.0103,0,-0.0485,42,-0.0441,0.0
3809,2024-04-15,045660,0,2,-0.0075,0.1788,-0.0434,0.1122,14870,2087713,-1,-0.0249,14500,0,-0.0242,1,-0.0572,5,-0.0471,0.0
3808,2024-04-15,039740,0,2,0.0,0.3,-0.0053,0.3,3705,2745233,622,-0.0324,3585,0,-0.031,0,-0.0823,35,-0.0499,0.0
3807,2024-04-15,032980,0,2,-0.0074,0.2194,-0.0196,0.1029,900,1853582,-1,0.0156,914,0,0.1667,58,0.0156,0,0.1611,0.14326506498621505
3806,2024-04-15,016100,0,2,0.0193,0.2289,0.012,0.1783,2445,1811917,-1,-0.0245,2385,1,-0.0061,17,-0.0695,59,-0.0695,0.0
3805,2024-04-15,019175,0,1,-0.0102,0.2566,-0.0102,0.1059,27150,189130,-1,-0.0313,26300,0,-0.0055,0,-0.0792,9,-0.0608,0.0
3804,2024-04-15,006345,0,1,0.0675,0.2996,0.0675,0.2996,4425,2444145,16,0.2158,5380,0,0.2746,9,0.0949,18,0.148,0.0
3803,2024-04-15,004770,0,1,0.0,0.285,0.0,0.2187,2480,38936278,-1,-0.0383,2385,0,0.0081,14,-0.0605,1,-0.0262,0.0
3802,2024-04-15,001820,0,1,0.0101,0.22,-0.0076,0.1454,45300,2115155,-1,0.0044,45500,3,0.0364,24,-0.0121,10,0.0143,0.0
3801,2024-04-15,000500,0,1,0.0559,0.281,0.028,0.1891,44650,6495507,-1,0.0101,45100,13,0.0213,13,-0.0246,34,0.0,-0.009999009999010045
3800,2024-04-12,452160,0,2,0.0162,0.254,-0.0619,0.1478,16310,9959477,-1,-0.0282,15850,0,0.0196,20,-0.0558,53,-0.049,0.0
3799,2024-04-12,411080,0,2,0.0364,0.224,0.0364,0.1129,12220,12062626,-1,0.0434,12750,1,0.0949,21,0.0147,11,0.0442,0.0007667241709794492
3798,2024-04-12,408900,0,2,-0.0423,0.2441,-0.0493,0.1115,9470,10028498,-1,0.0169,9630,2,0.1785,9,0.0158,0,0.094,0.15
3797,2024-04-12,371950,0,2,-0.0032,0.299,-0.0177,0.299,8080,3190905,546,0.0965,8860,1,0.1077,0,-0.0408,31,0.0099,-0.1
3796,2024-04-12,299900,0,2,-0.0108,0.1104,-0.013,0.1104,2565,2220648,-1,0.0058,2580,5,0.0097,1,-0.0175,20,-0.0078,0.0
3795,2024-04-12,171010,0,2,-0.02,0.1364,-0.0436,0.1236,6180,3374663,-1,0.165,7200,3,0.2023,2,0.1084,55,0.1214,-0.03742489270386273
3794,2024-04-12,109670,0,2,0.0113,0.2077,-0.0045,0.1422,25300,798287,-1,0.0,25300,0,0.0099,4,-0.0494,55,-0.0415,0.0
3793,2024-04-12,089030,0,2,-0.0104,0.1553,-0.0104,0.145,38700,2634134,-1,-0.0026,38600,14,-0.0026,0,-0.0349,47,-0.0258,0.0
3792,2024-04-12,089010,0,2,-0.0388,0.1066,-0.0581,0.1047,28500,3361977,-1,0.0281,29300,7,0.0456,1,-0.0158,14,0.0105,-0.01711895729987356
3791,2024-04-12,058450,0,2,0.0229,0.2226,0.0229,0.1578,4550,980307,-1,0.2088,5500,0,0.2989,1,0.1451,0,0.2923,0.06
3790,2024-04-12,049950,0,2,0.0136,0.1797,0.0136,0.1119,32800,2813509,-1,-0.0213,32100,3,-0.0122,2,-0.029,13,-0.0274,0.0
3789,2024-04-12,043590,0,2,-0.0099,0.18,-0.0181,0.1339,1380,1091019,-1,0.0312,1423,1,0.0399,12,0.0043,22,0.0072,-0.023273855702094504
3788,2024-04-12,038460,0,2,-0.0098,0.2983,-0.0293,0.2983,5310,14109998,701,0.0772,5720,4,0.1582,18,0.0753,0,0.0979,0.01921648718900859
3787,2024-04-12,025870,0,2,0.0146,0.2143,0.0146,0.2143,8330,534078,-1,-0.0396,8000,1,-0.0048,4,-0.09,11,-0.072,0.0
3786,2024-04-12,006580,0,2,0.2991,0.2991,0.2991,0.2991,11380,13476,0,0.2996,14790,0,0.2996,0,0.2996,0,0.2996,0.0
3785,2024-04-12,271980,0,1,0.0099,0.2298,-0.0155,0.154,18580,2931484,-1,-0.0371,17890,0,-0.0226,0,-0.0576,56,-0.056,0.0
3784,2024-04-12,163560,0,1,0.0,0.285,-0.0235,0.2288,9400,8620183,-1,0.0053,9450,0,0.0479,11,-0.0362,36,-0.0128,0.0
3783,2024-04-12,015020,0,1,0.0259,0.2992,0.0259,0.1554,892,27189972,572,-0.0471,850,0,-0.0291,4,-0.0964,53,-0.0897,0.0
3782,2024-04-12,009470,0,1,-0.0156,0.1237,-0.0964,0.112,42700,1019636,-1,0.0176,43450,12,0.034,1,-0.0164,24,0.0141,-0.0034394654088051313
3781,2024-04-12,007460,0,1,-0.0325,0.184,-0.0325,0.1604,1823,42927432,-1,-0.0016,1820,3,0.0313,4,-0.0483,58,-0.0428,0.0
3780,2024-04-12,003160,0,1,-0.0191,0.1739,-0.0306,0.1197,17580,18079263,-1,0.0097,17750,5,0.0666,53,0.0034,3,0.0552,0.0
3779,2024-04-11,452160,0,2,-0.0428,0.2997,-0.0437,0.2166,14210,6391019,582,0.0084,14330,0,0.019,1,-0.0633,26,-0.0464,0.0
3778,2024-04-11,448710,0,2,-0.0102,0.2143,-0.0265,0.1714,28700,2215836,-1,-0.0122,28350,2,0.0105,3,-0.0714,48,-0.061,0.0
3777,2024-04-11,411080,0,2,0.0063,0.2789,-0.0084,0.1558,10980,9804050,-1,0.01,11090,1,0.2222,59,0.01,0,0.2213,0.15
3776,2024-04-11,389260,0,2,0.0021,0.2567,0.0021,0.1502,16310,5705122,-1,0.0668,17400,3,0.0779,0,-0.0392,54,-0.0392,-0.09936257967754025
3775,2024-04-11,389020,0,2,-0.001,0.1887,-0.0546,0.1598,112500,3358652,-1,-0.0231,109900,10,0.0453,17,-0.04,1,-0.0124,0.0
3774,2024-04-11,219550,0,2,0.2904,0.2904,0.1164,0.1164,815,12563374,4,0.0,815,2,0.0,0,-0.0552,10,-0.0135,0.0
3773,2024-04-11,217730,0,2,0.007,0.264,-0.028,0.1636,2490,12990608,-1,-0.0201,2440,0,0.1305,37,-0.0622,3,0.0442,0.0
3772,2024-04-11,110990,0,2,0.0497,0.1713,0.0398,0.116,20200,1802373,-1,-0.0153,19890,7,-0.0025,7,-0.052,35,-0.0356,0.0
3771,2024-04-11,101490,0,2,0.0145,0.1422,0.0133,0.1024,45750,1385475,-1,0.0044,45950,3,0.0328,57,-0.0208,6,0.0306,0.0
3770,2024-04-11,101360,0,2,0.024,0.2375,0.024,0.2056,60400,2081031,-1,-0.0199,59200,5,0.0778,12,-0.0298,1,0.0132,0.0
3769,2024-04-11,099220,0,2,0.0337,0.2991,0.0337,0.2423,1620,95599011,725,0.0969,1777,2,0.1389,0,-0.029,55,-0.0167,-0.1
3768,2024-04-11,045660,0,2,0.0067,0.1167,0.0067,0.102,16530,852969,-1,-0.0926,15000,0,-0.0841,0,-0.1827,29,-0.1597,0.0
3767,2024-04-11,038460,0,2,0.0054,0.2095,-0.0122,0.1129,4090,6431998,-1,-0.0134,4035,4,0.0269,59,-0.0293,17,0.0147,0.0
3766,2024-04-11,036810,0,2,0.0832,0.2391,0.0811,0.1601,27900,9869977,-1,-0.043,26700,5,-0.0072,14,-0.0466,0,-0.0233,0.0
3765,2024-04-11,025950,0,2,0.0351,0.1601,0.0351,0.136,25900,578927,-1,-0.083,23750,0,-0.0734,0,-0.2085,20,-0.1795,0.0
3764,2024-04-11,010170,0,2,0.0,0.2998,0.0,0.122,1205,22105027,256,-0.0282,1171,0,0.0324,27,-0.0415,1,-0.0207,0.0
3763,2024-04-11,006580,0,2,0.0935,0.2997,0.0935,0.2997,8760,55007,5,0.2991,11380,0,0.2991,0,0.2991,0,0.2991,0.0
3762,2024-04-11,570069,2,1,0.0821,0.1097,0.0806,0.1017,17975,4179,-1,-0.0192,17630,0,-0.0192,0,-0.0206,28,-0.0206,0.0
3761,2024-04-11,33637L,0,1,0.0,0.2996,-0.0281,0.2996,6940,764007,712,0.0576,7340,0,0.1571,3,-0.1311,29,-0.0951,0.09
3760,2024-04-11,33637K,0,1,-0.0017,0.2956,-0.0118,0.2956,3835,2957998,760,-0.0222,3750,0,0.0143,3,-0.1525,31,-0.1317,0.0
3759,2024-04-11,336370,0,1,0.0131,0.2998,-0.0111,0.2998,19900,8157100,721,0.0427,20750,0,0.0879,3,-0.0623,36,-0.0377,-0.05
3758,2024-04-11,322000,0,1,-0.021,0.1723,-0.0378,0.1197,26650,1402861,-1,-0.015,26250,5,-0.0131,0,-0.0863,56,-0.0788,0.0
3757,2024-04-11,084695,0,1,-0.0139,0.2508,-0.0139,0.1951,18870,136706,-1,-0.1786,15500,0,-0.1786,0,-0.1786,0,-0.1786,0.0
3756,2024-04-11,013360,0,1,0.0,0.2119,0.0,0.1377,1380,5384678,-1,0.0109,1395,0,0.1471,9,-0.0688,41,-0.0507,-0.05
3755,2024-04-11,012510,0,1,-0.0143,0.2029,-0.0143,0.1784,57800,3978748,-1,-0.026,56300,5,-0.0121,2,-0.0709,53,-0.064,0.0
3754,2024-04-11,008500,0,1,0.0008,0.2998,-0.0023,0.2998,16780,75492,53,0.2217,20500,0,0.2992,7,0.1442,4,0.2992,0.0
3753,2024-04-11,000500,0,1,0.0351,0.212,0.0351,0.1038,37750,3943662,-1,-0.0212,36950,12,0.0384,9,-0.0331,1,-0.0106,0.0
3752,2024-04-09,452160,0,2,0.0072,0.2999,0.0072,0.1955,11680,2198726,735,-0.0471,11130,0,0.0146,50,-0.0479,0,0.0043,0.0
3751,2024-04-09,408900,0,2,0.0,0.2995,0.0,0.2995,10110,415378,5,0.0692,10810,3,0.2364,32,-0.0801,7,0.1553,-0.1
3750,2024-04-09,376290,0,2,-0.0016,0.2456,-0.0174,0.1173,3525,2171582,-1,-0.0071,3500,1,-0.0071,0,-0.0454,8,-0.0255,0.0
3749,2024-04-09,365270,0,2,0.0241,0.2522,0.0029,0.1993,20400,4836426,-1,-0.049,19400,0,-0.0392,2,-0.0804,34,-0.0623,0.0
3748,2024-04-09,204270,0,2,0.1591,0.2982,0.1573,0.2982,22200,20283650,27,-0.0563,20950,2,-0.0293,11,-0.0676,39,-0.0473,0.0
3747,2024-04-09,199820,0,2,0.001,0.3,-0.0192,0.3,13520,6768517,459,-0.0303,13110,0,0.0052,2,-0.0658,35,-0.051,0.0
3746,2024-04-09,155650,0,2,0.011,0.1655,0.003,0.1655,5810,3351538,-1,-0.0516,5510,0,-0.0465,0,-0.0809,51,-0.0757,0.0
3745,2024-04-09,115450,0,2,0.0377,0.279,0.0181,0.1949,16490,22301935,-1,0.04,17150,0,0.0424,1,-0.0934,44,-0.0697,-0.05
3744,2024-04-09,087260,0,2,0.1587,0.254,0.127,0.1633,2565,14902725,-1,0.0136,2600,3,0.0468,33,-0.0136,21,0.0058,-0.007695343330702431
3743,2024-04-09,086890,0,2,0.0132,0.1647,0.0103,0.1265,7660,2156100,-1,0.0091,7730,1,0.0209,1,-0.0209,14,-0.0091,0.0
3742,2024-04-09,083500,0,2,0.0,0.2997,0.0,0.1461,15220,10207157,24,-0.0473,14500,6,-0.042,0,-0.0756,13,-0.0512,0.0
3741,2024-04-09,065570,0,2,0.0,0.1339,-0.0179,0.1232,3145,443613,-1,0.0,3145,0,0.0016,4,-0.0445,1,-0.0079,0.0
3740,2024-04-09,047920,0,2,0.025,0.1676,-0.0107,0.1301,31700,2622981,-1,0.0678,33850,3,0.1009,2,0.0016,46,0.0189,-0.045795092713991514
3739,2024-04-09,040910,0,2,0.0383,0.2683,-0.0088,0.2486,11400,15574747,-1,-0.0579,10740,0,-0.0526,2,-0.0868,18,-0.0728,0.0
3738,2024-04-09,037950,0,2,0.0278,0.2455,0.0278,0.1585,1623,95730389,-1,0.0123,1643,7,0.0154,1,-0.0209,18,0.0062,-0.006025881655635668
3737,2024-04-09,032800,0,2,0.1212,0.2593,0.0269,0.1818,351,102380235,-1,-0.0256,342,2,-0.0228,0,-0.0769,24,-0.057,0.0
3736,2024-04-09,013810,0,2,0.0077,0.2197,0.0077,0.1494,4500,14773960,-1,-0.0222,4400,1,-0.0122,0,-0.0511,24,-0.0278,0.0
3735,2024-04-09,580026,2,1,0.0,0.1137,0.0,0.1007,18535,1205,-1,0.0,18535,0,0.0089,1,0.0,0,0.0089,0.0
3734,2024-04-09,510017,2,1,0.0,0.149,0.0,0.149,11295,6610,-1,0.0155,11470,0,0.0186,56,0.0146,44,0.0146,-0.0008862629246677578
3733,2024-04-09,210980,0,1,0.0008,0.2367,0.0008,0.1105,13370,14237481,-1,-0.0449,12770,0,-0.0314,8,-0.0613,28,-0.0464,0.0
3732,2024-04-09,009470,0,1,0.0088,0.155,0.0088,0.1082,37900,1648876,-1,0.004,38050,11,0.004,0,-0.0369,28,-0.0132,0.0
3731,2024-04-09,003280,0,1,-0.0193,0.1696,-0.0357,0.1339,3810,85515062,-1,-0.0643,3565,17,-0.0499,0,-0.1024,20,-0.0866,0.0
3730,2024-04-09,002420,0,1,0.0,0.2993,-0.009,0.2993,7250,786434,48,0.171,8490,0,0.2814,3,0.0841,22,0.1697,0.06
3729,2024-04-08,457550,0,2,-0.0306,0.2446,-0.0306,0.1097,30850,7805992,-1,-0.0081,30600,5,0.0292,23,-0.0243,57,-0.0194,0.0
3728,2024-04-08,451220,0,2,-0.0435,0.2981,-0.0704,0.2112,29250,8780937,592,-0.0393,28100,27,0.0034,19,-0.0581,44,-0.0444,0.0
3727,2024-04-08,448710,0,2,0.0275,0.1648,0.0206,0.1007,24050,1195630,-1,-0.0229,23500,2,-0.0229,0,-0.0707,30,-0.0478,0.0
3726,2024-04-08,443670,0,2,-0.0141,0.1851,-0.0141,0.1429,16240,6367630,-1,-0.0166,15970,0,-0.0154,0,-0.0764,56,-0.0745,0.0
3725,2024-04-08,408900,0,2,0.2988,0.2988,0.2988,0.2988,7780,22874,4,0.2995,10110,3,0.2995,0,0.2995,0,0.2995,0.0
3724,2024-04-08,405640,0,2,-0.0071,0.1315,-0.0085,0.1132,3935,709480,-1,0.0013,3940,0,0.0432,9,-0.0203,52,-0.014,0.0
3723,2024-04-08,402490,0,2,-0.0096,0.1015,-0.0192,0.1015,28750,676606,-1,-0.0417,27550,1,-0.0226,2,-0.0626,49,-0.0574,0.0
3722,2024-04-08,377330,0,2,0.0,0.2994,-0.0174,0.1119,7650,2228048,679,0.0,7650,0,0.0013,0,-0.068,25,-0.0641,0.0
3721,2024-04-08,255440,0,2,-0.0202,0.2834,-0.0202,0.1566,12040,3221336,-1,0.0341,12450,0,0.0764,1,-0.005,59,-0.005,-0.03781065660961225
3720,2024-04-08,204270,0,2,0.0027,0.2062,0.0027,0.1601,17100,11640032,-1,0.1404,19500,2,0.2982,23,0.1404,0,0.2164,0.09
3719,2024-04-08,161580,0,2,-0.0067,0.2546,-0.0067,0.1005,32850,23009961,-1,0.0654,35000,6,0.0868,1,-0.0381,58,-0.0289,-0.08851135723671855
