,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1506,2024-07-18,089030,0.003,0.003,-0.159,-0.147,0,758,3507120,2082592,1316147,47618,21013,52700,-0.06,-0.006,-0.08,1258549,0.08,0.08,198,760,103930,153000,52600,53500,0.01711,테크윙
1505,2024-07-18,079970,0.005,0.028,-0.033,-0.028,2,161,2580874,1900557,574435,451,841,205,-0.0,0.005,-0.146,1308046,0.177,0.08,712,760,145630,153000,207,196,-0.05314,투비소프트
1504,2024-07-18,054180,0.0,0.0,-0.07,-0.051,0,4,1079708,730786,329530,616,692,608,0.005,0.145,-0.035,1680634,0.124,0.08,393,760,121700,153000,698,670,-0.04011,메디콕스
1503,2024-07-18,051980,0.0,0.216,-0.049,0.125,500,31,12316838,5932953,6174810,35770,42635,12480,-0.037,0.04,-0.054,1384720,0.099,0.08,90,760,94530,153000,13000,12310,-0.05308,중앙첨단소재
1502,2024-07-18,048550,0.0,0.198,-0.006,0.056,670,141,12921673,6697834,5700411,14007,14904,1970,-0.02,0.041,-0.038,1688749,0.082,0.08,424,760,123230,153000,2055,2010,-0.0219,SM C&C
1501,2024-07-18,038530,-0.011,-0.007,-0.061,-0.05,0,109,1251253,772762,430168,675,1057,265,-0.011,0.109,-0.015,1663824,0.126,0.08,114,230,95730,105530,295,271,-0.08136,케이바이오
1500,2024-07-18,092790,0.027,0.066,0.008,0.014,100,8,2922354,1638059,1148940,10030,10235,9970,-0.011,0.044,-0.047,1017248,0.096,0.08,131,760,100600,153000,10430,10120,-0.02972,넥스틸
1499,2024-07-17,378800,0.0,0.052,-0.047,-0.038,8,553,1548438,957403,544040,2420,2160,1770,0.0,0.081,-0.039,1745946,0.125,0.08,92,166,94630,102330,1916,2155,0.12474,샤페론
1498,2024-07-17,294140,-0.0,0.042,-0.101,-0.101,19,760,935854,592347,300427,4292,3702,4100,0.009,0.163,0.009,1078566,0.108,0.08,650,760,142530,153000,4775,4500,-0.05759,레몬
1497,2024-07-17,276730,-0.029,-0.029,-0.207,-0.203,0,737,15163576,9616123,5032888,17173,14690,1395,-0.006,-0.004,-0.093,4071126,0.098,0.08,183,760,103200,153000,1391,1360,-0.02229,제주맥주
1496,2024-07-17,255220,0.012,0.086,-0.018,0.018,94,63,43675004,24212426,17989195,40601,39313,1911,0.014,0.091,0.007,9687569,0.083,0.08,102,731,95130,150600,2090,1923,-0.0799,SG
1495,2024-07-17,060230,-0.248,-0.188,-0.3,-0.3,13,140,6260003,3569770,2196670,3746,4844,1043,-0.001,0.044,-0.037,2058798,0.085,0.08,251,324,110600,114230,1091,1184,0.08524,소니드
1494,2024-07-17,051980,-0.034,-0.013,-0.097,-0.068,0,153,5276825,3243006,1900890,9576,10989,11090,0.0,0.048,-0.049,1042723,0.101,0.08,91,125,94600,100300,11640,12830,0.10223,중앙첨단소재
1493,2024-07-17,049180,0.038,0.252,0.023,0.085,13,1,4898686,2806063,1967675,11763,12545,1620,0.052,0.105,0.018,1132693,0.085,0.08,118,760,95930,153000,1793,1703,-0.0502,셀루메드
1492,2024-07-17,018290,-0.01,-0.002,-0.053,-0.011,5,81,842192,512697,316154,7354,5755,30950,0.039,0.131,0.036,1774591,0.092,0.08,122,760,100130,153000,35050,35400,0.00999,브이티
1491,2024-07-17,071970,0.014,0.224,0.006,0.093,130,6,4891870,2618948,2147417,26824,27755,19100,0.009,0.188,0.008,3383126,0.083,0.08,478,760,125930,153000,22750,21500,-0.05495,STX중공업
1490,2024-07-17,071950,-0.014,0.015,-0.112,-0.098,35,170,3521767,2139332,1256839,2438,2308,943,0.0,0.09,-0.049,1456252,0.146,0.08,153,760,101700,153000,1030,1011,-0.01845,코아스
1489,2024-07-17,004100,-0.023,-0.0,-0.097,-0.083,4,155,3610823,2131105,1320932,4545,5227,3170,0.011,0.099,-0.0,3442482,0.099,0.08,101,760,95100,153000,3490,3510,0.00573,태양금속
1488,2024-07-16,376180,0.003,0.016,-0.01,-0.003,21,497,22269,15478,6131,143,98,3105,0.003,0.167,0.003,1548719,0.103,0.08,102,760,95130,153000,3630,3765,0.03719,피코그램
1487,2024-07-16,310210,0.039,0.047,-0.044,-0.014,0,595,551374,303546,174408,5675,4051,79100,-0.121,-0.08,-0.154,1044862,0.088,0.08,96,760,94830,153000,73000,75300,0.03151,보로노이
1486,2024-07-16,214260,0.003,0.297,-0.064,0.238,633,39,3770668,1939072,1642604,36214,36645,19660,0.043,0.183,0.043,1028822,0.088,0.08,158,608,101930,140430,23300,25400,0.09013,라파스
1485,2024-07-16,115530,-0.0,0.059,-0.028,0.033,433,3,1000407,367402,628691,341,387,436,0.005,0.133,-0.0,1637746,0.133,0.08,279,760,112000,153000,495,530,0.07071,씨엔플러스
1484,2024-07-16,109610,0.035,0.097,0.021,0.074,428,1,9145052,4195817,4589413,13848,18340,5090,0.02,0.136,0.006,9702712,0.129,0.08,90,121,94530,100100,5800,5340,-0.07931,에스와이
1483,2024-07-16,065420,0.0,0.285,-0.016,0.172,300,5,18624282,8699592,9420947,8592,14112,218,-0.005,0.138,-0.046,5000040,0.129,0.08,573,715,134700,145800,249,229,-0.08032,에스아이리소스
1482,2024-07-15,294140,0.003,0.3,0.003,0.2,32,0,6291168,3670243,2473330,27591,24290,4085,0.01,0.193,0.004,2094788,0.08,0.08,526,760,132330,153000,4880,4560,-0.06557,레몬
1481,2024-07-15,255220,-0.0,0.035,-0.01,0.022,59,417,1797489,883462,852697,1500,2036,1472,0.043,0.135,0.036,7705428,0.095,0.08,92,295,94630,112800,1673,1833,0.09564,SG
1480,2024-07-15,065420,0.0,0.011,-0.032,-0.021,2,129,857154,680828,160375,128,126,186,0.0,0.102,-0.016,1250329,0.12,0.08,179,293,103000,112700,206,232,0.12621,에스아이리소스
1479,2024-07-15,130660,-0.036,0.01,-0.132,-0.073,448,611,8529010,4625914,3526263,31894,30017,14380,0.015,0.156,-0.004,6557489,0.113,0.08,92,760,94630,153000,16660,15910,-0.04502,한전산업
1478,2024-07-12,365330,-0.004,0.013,-0.047,-0.02,55,366,1088672,692130,315473,2189,2107,2715,0.002,0.068,-0.015,1218095,0.084,0.08,93,760,94700,153000,2905,2915,0.00344,에스와이스틸텍
1477,2024-07-12,276730,0.06,0.254,0.04,0.161,231,4,22172376,10179647,11533776,25536,31235,1610,0.012,0.148,0.009,8098644,0.122,0.08,637,760,141900,153000,1851,1842,-0.00486,제주맥주
1476,2024-07-12,054670,-0.005,0.3,-0.005,0.236,650,0,4891307,2555827,1791915,17050,14877,9600,0.065,0.075,-0.029,1683335,0.107,0.08,201,760,104100,153000,10340,10560,0.02128,대한뉴팜
1475,2024-07-12,038880,-0.008,0.043,-0.008,0.034,552,0,935406,312756,594299,338,778,242,-0.012,0.107,-0.016,1870997,0.126,0.08,195,760,103800,153000,269,253,-0.05948,아이에이
1474,2024-07-12,454910,0.019,0.077,0.014,0.066,502,0,2032864,746092,1227303,24880,31591,85300,0.114,0.179,0.081,5347621,0.091,0.08,98,760,94930,153000,100800,105700,0.04861,두산로보틱스
1473,2024-07-11,900100,-0.005,0.264,-0.041,0.13,164,26,10571961,5659148,4701226,24813,27891,1408,0.022,0.136,0.009,1864598,0.126,0.08,452,760,124630,153000,1603,1570,-0.02059,애머릿지
1472,2024-07-11,418420,0.002,0.027,-0.016,0.0,448,396,60011,32844,24681,317,316,4810,0.046,0.187,0.034,1375614,0.083,0.08,142,663,101130,143200,5730,5270,-0.08028,라온텍
1471,2024-07-11,276730,-0.0,0.094,-0.092,-0.009,13,580,5211189,2992605,2091370,4305,4372,1387,0.06,0.197,0.04,5647456,0.076,0.076,121,760,100100,153000,1663,1610,-0.03187,제주맥주
1470,2024-07-11,147830,-0.006,0.042,-0.033,-0.003,3,532,4925543,2259125,1472528,12658,11919,9810,0.066,0.171,0.051,13032802,0.1,0.08,123,495,100200,130800,11510,10590,-0.07993,제룡산업
1469,2024-07-11,066790,-0.0,0.018,-0.029,-0.027,8,29,3282044,1928450,1249431,4124,5220,2680,0.019,0.09,0.002,3418699,0.088,0.08,90,232,94530,105630,2925,3185,0.08889,씨씨에스
1468,2024-07-10,225570,-0.012,0.014,-0.051,-0.033,10,601,2627769,1460822,1000615,8843,10174,20800,-0.039,-0.039,-0.132,2827498,0.107,0.08,586,760,135330,153000,20050,21850,0.08978,넥슨게임즈
1467,2024-07-10,217730,0.016,0.049,-0.023,0.028,662,242,2608030,1471205,1080946,2912,3285,2000,0.005,0.098,0.0,1657041,0.097,0.08,91,760,94600,153000,2200,2120,-0.03636,강스템바이오텍
1466,2024-07-10,189860,0.036,0.299,0.013,0.299,583,0,7409484,3708268,3588235,21735,27687,7130,-0.015,-0.007,-0.084,1606298,0.084,0.08,310,760,113530,153000,7100,7140,0.00563,서전기전
1465,2024-07-10,054090,0.008,0.011,-0.005,-0.003,168,759,179799,105343,69262,425,493,1330,0.027,0.167,0.02,2559819,0.103,0.08,242,760,110130,153000,1555,1512,-0.02765,삼진엘앤디
1464,2024-07-10,024840,-0.006,0.014,-0.02,-0.004,232,61,1191323,662008,437169,1791,1551,2455,0.033,0.138,0.028,9097772,0.107,0.08,121,547,100100,133400,2800,3100,0.10714,KBI메탈
1463,2024-07-10,019990,0.02,0.06,-0.066,0.06,520,259,2819734,1244584,1019051,6383,7767,8480,0.116,0.195,0.074,5338791,0.078,0.078,102,530,95130,132530,10150,9360,-0.07783,에너토크
1462,2024-07-10,004100,-0.006,0.012,-0.006,0.01,83,0,157660,89211,59666,265,296,2540,0.01,0.12,0.002,1312362,0.118,0.08,121,460,100100,125030,2850,3190,0.1193,태양금속
1461,2024-07-09,452160,0.021,0.042,-0.068,-0.068,27,760,2487997,1252067,652885,11511,10105,12830,0.114,0.159,0.062,3296428,0.091,0.08,91,553,94600,133700,14890,13700,-0.07992,제이엔비
1460,2024-07-09,255220,-0.014,0.1,-0.014,0.071,511,0,3760615,1372655,2272666,2518,4133,1427,-0.033,0.001,-0.075,1390911,0.083,0.08,93,760,94700,153000,1431,1429,-0.0014,SG
1459,2024-07-09,043100,0.003,0.067,-0.032,-0.027,69,11,3023999,1694107,1216293,1246,5000,362,0.003,0.155,0.003,4970897,0.115,0.08,104,760,95230,153000,419,430,0.02625,솔고바이오
1458,2024-07-09,032820,0.024,0.235,0.014,0.209,453,6,68520048,32103938,34509811,47054,62954,2340,0.038,0.162,0.034,61749297,0.108,0.08,507,760,131400,153000,2725,2825,0.0367,우리기술
1457,2024-07-09,130660,0.018,0.089,0.001,0.046,331,26,1551277,832943,693835,5328,5833,11290,0.023,0.15,0.012,3199237,0.12,0.08,351,507,115600,131400,13000,14580,0.12154,한전산업
1456,2024-07-09,009810,0.026,0.026,-0.188,-0.053,0,103,26956837,14844207,11482498,6992,12090,575,0.009,0.05,-0.061,3519472,0.119,0.08,109,760,95500,153000,606,570,-0.05941,플레이그램
1455,2024-07-09,007460,0.001,0.106,-0.015,0.01,175,5,20366319,9877284,9982950,12265,12996,1319,0.008,0.086,-0.023,7852693,0.112,0.08,122,760,100130,153000,1435,1483,0.03345,에이프로젠
1454,2024-07-09,003060,0.13,0.29,0.116,0.127,175,753,20395148,10921197,8478377,37392,40269,1555,-0.257,-0.121,-0.273,17183276,0.21,0.08,290,760,112530,153000,1369,1300,-0.0504,에이프로젠바이오로직
1453,2024-07-09,001380,0.012,0.042,-0.002,0.035,191,2,485931,245122,197966,683,906,2495,0.02,0.146,0.01,3921935,0.123,0.08,96,760,94830,153000,2865,2770,-0.03316,SG글로벌
1452,2024-07-08,147830,0.0,0.02,-0.037,-0.014,13,450,1545008,893459,531472,5446,5359,8960,-0.016,0.077,-0.022,1943208,0.102,0.08,92,760,94630,153000,9670,9460,-0.02172,제룡산업
1451,2024-07-08,046210,0.212,0.3,0.183,0.3,402,95,8417780,4509955,3658431,15636,16393,4290,0.137,0.154,0.043,5033550,0.106,0.08,184,760,103230,153000,4955,4740,-0.04339,HLB파나진
1450,2024-07-08,043650,-0.015,0.131,-0.016,0.03,172,0,2498617,1396434,1060213,11957,12499,6270,0.019,0.104,0.014,1193716,0.088,0.08,193,760,103700,153000,6940,6750,-0.02738,국순당
1449,2024-07-08,032820,0.0,0.008,-0.02,0.0,19,135,5190316,2918915,1773706,3740,4142,1935,0.024,0.096,0.014,7016056,0.081,0.08,102,159,95130,102000,2125,2300,0.08235,우리기술
1448,2024-07-08,007460,0.157,0.158,0.039,0.085,21,719,24647644,13013579,10696512,15495,19202,1306,0.001,0.079,-0.015,6548610,0.095,0.08,144,760,101230,153000,1411,1319,-0.0652,에이프로젠
1447,2024-07-05,079970,-0.008,0.025,-0.055,-0.021,26,2,342552,195827,140735,107,235,233,-0.0,0.18,-0.0,1479012,0.089,0.08,92,760,94630,153000,276,261,-0.05435,투비소프트
1446,2024-07-05,053030,-0.006,0.013,-0.031,-0.027,21,681,757082,487074,241757,5127,3625,15530,-0.012,0.154,-0.017,2674719,0.116,0.08,101,760,95100,153000,17950,18250,0.01671,바이넥스
1445,2024-07-04,900100,0.299,0.299,0.213,0.299,5,5,911020,653036,69082,993,188,1419,0.08,0.17,-0.084,8747748,0.101,0.08,555,738,133800,150930,1663,1530,-0.07998,애머릿지
1444,2024-07-04,298380,0.035,0.13,-0.052,0.114,756,28,3957600,1539618,2217259,17181,26454,26900,0.011,0.097,0.004,3300295,0.093,0.08,264,760,111230,153000,29550,29700,0.00508,에이비엘바이오
1443,2024-07-04,225570,0.189,0.211,0.054,0.144,74,528,13677089,6742188,5817946,57772,56439,17900,0.045,0.072,-0.008,3375745,0.081,0.08,578,760,134930,153000,19220,19200,-0.00104,넥슨게임즈
1442,2024-07-04,131030,-0.024,0.093,-0.038,0.041,496,4,4036953,2031493,1857038,12834,13426,7380,-0.007,0.111,-0.023,1807051,0.137,0.08,103,760,95200,153000,8220,8200,-0.00243,옵투스제약
1441,2024-07-04,099220,-0.0,0.3,-0.02,0.249,625,170,22220081,11382737,7770735,17742,21657,1757,-0.033,0.063,-0.044,10121106,0.112,0.08,92,312,94630,113630,1871,1721,-0.08017,SDN
1440,2024-07-04,092870,-0.035,-0.011,-0.07,-0.024,2,178,1383882,692946,474087,6358,6656,22350,0.078,0.085,-0.038,1374242,0.128,0.08,617,740,140900,151030,24300,22350,-0.08025,엑시콘
1439,2024-07-04,047920,0.199,0.3,0.114,0.3,85,31,4638375,2973906,1539889,17625,13309,23300,0.071,0.191,0.045,6321632,0.081,0.08,318,760,113930,153000,27800,27800,0.0,HLB제약
1438,2024-07-04,028300,0.235,0.299,0.113,0.299,408,29,12341010,5269637,6609718,81941,98400,76800,0.021,0.098,-0.022,5322025,0.123,0.08,381,760,121100,153000,84500,82100,-0.0284,HLB
1437,2024-07-04,009810,0.03,0.03,-0.243,-0.217,0,758,3209311,1896845,999789,1619,1302,900,-0.2,-0.167,-0.299,15485198,0.189,0.08,105,530,95300,132530,752,692,-0.07979,플레이그램
1436,2024-07-04,007460,-0.001,0.048,-0.007,0.036,50,15,2377963,1024304,1309408,1471,2040,1130,-0.009,0.069,-0.011,2310511,0.081,0.08,103,760,95200,153000,1210,1204,-0.00496,에이프로젠
1435,2024-07-04,003160,-0.004,0.019,-0.105,-0.058,16,516,2659480,1602498,1015995,26509,12995,22900,0.057,0.1,0.017,2436361,0.082,0.08,427,597,123400,135900,25250,27350,0.08317,디아이
1434,2024-07-03,464080,-0.02,-0.019,-0.108,-0.1,0,430,1927103,1130540,670229,7376,7337,9490,0.024,0.137,0.022,2026864,0.112,0.08,126,760,100330,153000,10810,10530,-0.0259,에스오에스랩
1433,2024-07-03,278650,-0.004,0.002,-0.028,0.002,760,73,377522,214364,136532,566,504,2320,0.114,0.149,0.026,1572594,0.12,0.08,90,760,94530,153000,2670,2800,0.04869,HLB바이오스텝
1432,2024-07-03,240600,0.005,0.286,0.005,0.232,436,0,5707798,2986889,2577036,30996,36154,10900,0.032,0.119,-0.027,1750338,0.151,0.08,392,760,121630,153000,12220,11900,-0.02619,유진테크놀로지
1431,2024-07-03,140430,-0.011,0.006,-0.057,-0.019,17,387,476663,267504,169663,1398,1727,4695,0.0,0.133,0.0,1367165,0.133,0.08,108,760,95430,153000,5340,5120,-0.0412,카티스
1430,2024-07-03,054210,0.009,0.029,-0.021,-0.016,10,177,442571,259633,167834,1453,1424,9160,0.026,0.146,0.002,1591798,0.123,0.08,94,760,94730,153000,10520,9900,-0.05894,이랜텍
1429,2024-07-03,017510,0.0,0.067,-0.043,-0.021,90,477,5011768,2743918,2034379,18221,17753,7890,0.077,0.106,0.005,1731384,0.101,0.08,257,760,110900,153000,8750,8170,-0.06629,세명전기
1428,2024-07-02,389470,0.024,0.3,0.019,0.3,362,0,3032639,1409646,1587123,18884,20705,14350,0.017,0.068,-0.032,2974287,0.104,0.08,344,386,115230,121330,15360,16960,0.10417,인벤티지랩
1427,2024-07-02,388790,-0.024,0.051,-0.029,-0.018,240,3,7658881,4194897,3060577,20775,21990,4515,-0.0,0.02,-0.057,1198227,0.081,0.08,505,573,131300,134700,4610,4240,-0.08026,라이콤
1426,2024-07-02,240600,-0.002,0.007,-0.046,-0.008,249,757,102563,65862,27962,488,888,8850,0.005,0.198,0.005,1269172,0.075,0.075,164,760,102230,153000,10620,10900,0.02637,유진테크놀로지
1425,2024-07-02,171010,-0.01,0.289,-0.01,0.18,681,0,6394108,2949714,2610559,16771,17915,5560,0.099,0.131,0.022,5154288,0.107,0.08,220,760,105030,153000,6310,6010,-0.04754,램테크놀러지
1424,2024-07-02,054180,0.002,0.26,0.002,0.212,703,0,6187221,3026104,2974035,5245,8409,635,0.009,0.131,0.0,1932674,0.131,0.08,297,760,112900,153000,720,769,0.06806,메디콕스
1423,2024-07-02,017510,0.008,0.009,-0.087,-0.087,0,760,2550657,1543601,746258,7414,6917,8060,0.0,0.065,-0.019,1534780,0.085,0.08,90,407,94530,122400,8600,7910,-0.08023,세명전기
1422,2024-07-02,006340,0.015,0.04,-0.078,-0.078,12,760,18733702,11268988,6589549,24860,26316,4075,-0.009,0.097,-0.018,12734487,0.117,0.08,188,760,103430,153000,4475,4260,-0.04804,대원전선
1421,2024-07-02,006220,0.01,0.011,-0.003,0.002,0,165,122447,81470,35478,591,540,11130,0.009,0.121,0.002,2388515,0.119,0.08,95,194,94800,103730,12500,11500,-0.08,제주은행
1420,2024-07-02,004090,0.0,0.01,-0.038,-0.037,2,747,464030,308961,112914,2821,2186,17340,0.026,0.177,0.026,6516235,0.094,0.08,105,264,95300,111230,20450,18810,-0.0802,한국석유
1419,2024-07-01,452160,0.0,0.299,0.0,0.299,742,0,4220112,1969247,2059894,22216,25258,12160,0.002,0.041,-0.044,1664761,0.09,0.08,152,760,101630,153000,12680,12590,-0.0071,제이엔비
1418,2024-07-01,276730,0.0,0.058,-0.04,0.045,713,11,1746908,735609,975501,1296,1588,1574,0.0,0.07,-0.015,1544391,0.086,0.08,153,598,101700,135930,1687,1552,-0.08002,제주맥주
1417,2024-07-01,255220,-0.001,0.006,-0.007,-0.007,55,757,258917,170040,70374,238,282,1286,0.026,0.128,0.026,1067946,0.099,0.08,182,760,103130,153000,1453,1388,-0.04474,SG
1416,2024-07-01,208640,0.025,0.242,0.009,0.071,571,0,18346598,9389689,8498116,19630,22969,345,0.0,0.139,-0.006,4044098,0.13,0.08,137,533,100900,132700,394,362,-0.08122,썸에이지
1415,2024-07-01,087010,-0.002,0.065,-0.037,0.061,752,8,2232743,1040246,1111389,19627,19673,49350,0.001,0.165,-0.003,1934505,0.103,0.08,116,760,95830,153000,57700,58300,0.0104,펩트론
1414,2024-07-01,067390,0.078,0.13,-0.078,-0.046,0,235,29700350,16313607,10905970,17413,19667,663,-0.023,-0.018,-0.095,1823022,0.085,0.08,472,760,125630,153000,653,667,0.02144,아스트
1413,2024-07-01,062970,-0.016,0.009,-0.099,-0.097,284,716,540452,288226,236051,947,940,2880,-0.177,-0.017,-0.191,1140477,0.215,0.08,129,760,100500,153000,2835,3085,0.08818,피피아이
1412,2024-07-01,054180,0.0,0.122,-0.054,0.122,756,5,1234854,434059,693558,744,1312,524,0.002,0.164,0.002,1871268,0.104,0.08,435,760,123800,153000,612,635,0.03758,메디콕스
1411,2024-07-01,024940,0.0,0.0,-0.015,-0.009,0,146,64588,40402,18065,219,255,4390,0.008,0.159,0.008,1170313,0.108,0.08,98,760,94930,153000,5110,4810,-0.05871,PN풍년
1410,2024-07-01,336370,0.006,0.024,-0.006,0.018,427,97,545615,251327,242041,3542,3103,18240,0.013,0.058,-0.03,1664865,0.09,0.08,97,108,94900,95430,19330,21100,0.09157,솔루스첨단소재
1409,2024-06-28,900340,-0.005,0.04,-0.022,0.025,727,8,1028215,391828,566202,1002,1265,2060,0.041,0.177,0.019,5180939,0.094,0.08,116,760,95830,153000,2430,2385,-0.01852,윙입푸드
1408,2024-06-28,900300,0.0,0.074,-0.074,-0.056,40,314,38325754,22881278,14652526,34496,57384,102,-0.0,0.029,-0.049,8973012,0.082,0.08,377,760,120900,153000,106,103,-0.0283,오가닉티코스메틱
1407,2024-06-28,208640,-0.022,0.036,-0.116,-0.111,16,759,4319904,2516736,1664319,8145,9051,322,0.025,0.158,0.009,3039521,0.111,0.08,525,760,132300,153000,374,345,-0.07754,썸에이지
1406,2024-06-28,199820,0.0,0.13,-0.026,0.058,197,16,5145573,2697292,2290573,20006,21961,9250,0.016,0.159,0.011,4623649,0.111,0.08,512,760,131630,153000,10740,10050,-0.06425,제일일렉트릭
1405,2024-06-28,160190,1.571,2.043,1.079,1.166,444,749,48231291,26259804,20751378,457267,298248,15160,-0.044,0.104,-0.091,5115753,0.167,0.08,95,670,94800,143530,16760,15420,-0.07995,하이젠알앤엠
1404,2024-06-28,049080,-0.003,0.298,-0.003,0.24,741,0,21058872,11074701,9360825,22066,25241,883,-0.001,0.019,-0.061,1957484,0.086,0.08,159,493,102000,130700,902,830,-0.07982,기가레인
1403,2024-06-28,152550,0.007,0.043,-0.024,-0.024,11,760,6325062,3984538,2204838,6387,9962,410,0.029,0.141,0.002,13449948,0.128,0.08,146,760,101330,153000,469,439,-0.06397,한국ANKOR유전
1402,2024-06-28,017810,-0.01,0.01,-0.026,-0.021,23,668,206795,128196,73909,2156,1959,13970,0.058,0.158,0.031,1338785,0.112,0.08,681,760,144100,153000,16210,15900,-0.01912,풀무원
1401,2024-06-28,014710,0.003,0.005,-0.04,-0.038,0,295,285440,163207,110947,960,1126,5800,0.019,0.121,0.019,1471400,0.1,0.08,112,760,95630,153000,6520,6430,-0.0138,사조씨푸드
1400,2024-06-28,005880,-0.004,0.004,-0.032,-0.032,43,747,6889830,3821567,2455726,4941,5296,2390,0.031,0.146,0.025,31134133,0.118,0.08,90,760,94530,153000,2745,2895,0.05464,대한해운
1399,2024-06-27,371950,-0.012,0.064,-0.012,0.011,581,0,855551,436809,383950,5004,5470,15290,-0.007,0.16,-0.007,1165386,0.11,0.08,167,760,102400,153000,17770,16450,-0.07428,풍원정밀
1398,2024-06-27,030350,0.022,0.074,-0.036,0.002,165,54,3837193,2150112,1626913,4078,7474,417,0.007,0.091,-0.026,1266737,0.121,0.08,94,760,94730,153000,456,434,-0.04825,드래곤플라이
1397,2024-06-26,207760,0.0,0.008,-0.048,-0.045,1,159,1337220,758375,441045,1183,1693,2310,0.011,0.089,0.004,1113055,0.084,0.08,471,760,125600,153000,2520,2555,0.01389,미스터블루
1396,2024-06-26,149980,0.0,0.03,-0.018,0.028,741,195,176380,95809,73415,698,848,9200,-0.001,0.108,-0.003,1258199,0.111,0.08,103,760,95200,153000,10210,10510,0.02938,하이로닉
1395,2024-06-26,107640,0.063,0.3,0.062,0.3,656,2,5677462,2752817,2724685,54758,62996,44200,0.027,0.04,-0.089,1314663,0.142,0.08,260,286,111030,112330,46000,42300,-0.08043,한중엔시에스
1394,2024-06-26,095190,0.006,0.079,0.005,0.071,379,0,747136,226037,488858,914,1449,3320,0.017,0.172,0.008,2716227,0.1,0.08,97,273,94900,111700,3895,3580,-0.08087,이엠코리아
1393,2024-06-26,066910,0.0,0.0,-0.258,-0.235,0,717,2894438,1877971,851297,3067,3119,2165,-0.009,0.039,-0.098,1321117,0.153,0.08,523,760,132200,153000,2255,2305,0.02217,손오공
1392,2024-06-26,092200,0.032,0.098,0.015,0.074,485,28,2190678,766259,1335463,3812,6144,5670,0.041,0.169,0.034,4091965,0.1,0.08,91,760,94600,153000,6650,6290,-0.05414,디아이씨
1391,2024-06-26,082640,0.0,0.078,-0.003,0.038,215,0,1892173,811014,1055444,3848,5598,6640,0.01,0.098,0.006,1137856,0.091,0.08,128,456,100430,124830,7310,6720,-0.08071,동양생명
1390,2024-06-26,006660,-0.035,0.236,-0.053,0.156,449,88,16075142,8659697,7185980,90429,93151,17300,-0.003,0.121,-0.026,3496933,0.149,0.08,98,760,94930,153000,19430,19460,0.00154,삼성공조
1389,2024-06-25,347740,0.007,0.007,-0.018,-0.007,0,205,124913,90789,29935,273,280,2830,0.002,0.145,0.002,2288223,0.125,0.08,459,760,125000,153000,3245,3115,-0.04006,피엔케이피부임상연구
1388,2024-06-25,017510,0.003,0.022,-0.038,-0.038,30,508,2144074,1279388,723259,5266,4614,5550,-0.02,0.061,-0.029,1040283,0.093,0.08,180,191,103030,103600,5910,6470,0.09475,세명전기
1387,2024-06-25,378850,-0.021,0.028,-0.031,-0.024,84,11,1128485,498479,340571,2394,2590,4590,0.05,0.152,0.03,3019657,0.115,0.08,98,405,94930,122300,5310,4880,-0.08098,화승알앤에이
1386,2024-06-24,453450,0.007,0.298,-0.001,0.166,555,18,9212623,4959581,4078125,90214,94319,47000,-0.008,0.081,-0.011,1337028,0.092,0.08,106,760,95330,153000,51000,49750,-0.02451,그리드위즈
1385,2024-06-24,337930,-0.009,0.002,-0.029,-0.024,56,713,194314,124681,61580,617,503,5660,0.053,0.163,0.034,1599034,0.106,0.08,176,760,102830,153000,6600,6330,-0.04091,브랜드엑스코퍼레이션
1384,2024-06-24,152550,0.0,0.062,-0.103,-0.099,70,737,34803378,20045865,13973819,12153,16929,462,-0.004,0.022,-0.063,7214012,0.09,0.08,151,760,101600,153000,473,444,-0.06131,한국ANKOR유전
1383,2024-06-21,900300,-0.0,0.031,-0.07,-0.047,1,416,16416340,10183678,5691153,24209,35037,123,-0.0,0.008,-0.081,7421472,0.097,0.08,132,760,100630,153000,125,121,-0.032,오가닉티코스메틱
1382,2024-06-21,452280,0.01,0.261,-0.003,0.199,610,47,17815817,9262250,8114067,79423,84980,11870,-0.02,0.061,-0.029,2635613,0.092,0.08,513,613,131700,140700,12610,11600,-0.0801,한선엔지니어링
1381,2024-06-21,340360,0.006,0.158,0.006,0.158,756,0,3685372,1531911,1892933,4139,5262,2895,0.036,0.036,-0.05,1686593,0.091,0.08,349,760,115500,153000,3005,3220,0.07155,다보링크
1380,2024-06-21,297890,0.0,0.015,-0.021,0.004,18,344,2279157,1257697,925430,5976,5376,9500,-0.016,-0.012,-0.088,1563063,0.084,0.08,448,760,124430,153000,9410,9190,-0.02338,HB솔루션
1379,2024-06-21,200130,0.005,0.011,-0.004,-0.004,170,727,54996,29586,24250,763,1088,15620,0.025,0.174,0.021,1097804,0.097,0.08,101,760,95100,153000,18370,18510,0.00762,콜마비앤에이치
1378,2024-06-21,198440,-0.026,0.008,-0.091,-0.091,3,751,8429577,4682828,2962205,17463,19753,2300,0.007,0.193,0.007,14175475,0.079,0.079,93,207,94700,104400,2750,2530,-0.08,고려시멘트
