,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
7238,2024-11-22,233740,-0.21,115100,7220,-0.55,-0.34,-1.1,-0.89,301,286,1767167,1618635,5966,2714,0.483,0.4,343,115200,7240,0.00277,353,115700,7260,0.00554,360,120030,7270,0.00693,459,125000,7150,-0.0097,459,125000,7150,-0.0097
7237,2024-11-22,233740,-0.21,114100,7235,0.21,0.41,-1.1,-0.69,262,286,2162033,1721866,7468,2775,0.433,0.367,353,115700,7260,0.00346,360,120030,7270,0.00484,439,124000,7185,-0.00691,439,124000,7185,-0.00691,439,124000,7185,-0.00691
7236,2024-11-22,233740,-0.21,113100,7235,0.96,0.96,-1.1,-0.55,240,286,2496830,1902529,8059,2796,0.433,0.317,301,113100,7260,0.00346,360,120030,7270,0.00484,419,123000,7215,-0.00276,419,123000,7215,-0.00276,419,123000,7215,-0.00276
7235,2024-11-22,233740,-0.21,112100,7240,0.21,1.1,-0.48,-0.48,239,279,1865001,1543630,4618,2757,0.4,0.35,301,113100,7260,0.00276,371,120600,7280,0.00552,399,122000,7235,-0.00069,399,122000,7235,-0.00069,399,122000,7235,-0.00069
7234,2024-11-22,233740,-0.21,111100,7290,0.21,1.1,0.0,0.14,239,201,1946364,2196192,3169,3695,0.517,0.417,379,121000,7260,-0.00412,379,121000,7260,-0.00412,379,121000,7260,-0.00412,379,121000,7260,-0.00412,379,121000,7260,-0.00412
7233,2024-11-22,233740,-0.21,110100,7345,0.34,1.1,-0.41,1.1,239,194,1918238,2185143,3840,3816,0.55,0.5,280,112030,7230,-0.01566,280,112030,7230,-0.01566,280,112030,7230,-0.01566,280,112030,7230,-0.01566,280,112030,7230,-0.01566
7232,2024-11-22,233740,-0.21,105100,7295,-0.34,0.82,-0.41,0.21,208,194,1893759,2126275,4345,3330,0.617,0.533,234,105730,7320,0.00343,235,105800,7330,0.0048,239,110000,7350,0.00754,239,110000,7360,0.00891,339,115000,7210,-0.01165
7231,2024-11-22,233740,-0.21,104100,7290,-0.14,0.55,-0.48,0.14,172,143,1956868,1821290,6069,2957,0.55,0.5,207,104400,7310,0.00274,207,104400,7330,0.00549,239,110000,7340,0.00686,239,110000,7360,0.0096,319,114000,7225,-0.00892
7230,2024-11-22,233740,-0.21,103100,7300,1.17,1.31,-0.48,0.21,121,143,2298371,1971134,6740,3137,0.5,0.467,207,104400,7320,0.00274,239,110000,7340,0.00548,239,110000,7350,0.00685,299,113000,7235,-0.0089,299,113000,7235,-0.0089
7229,2024-11-22,233740,-0.21,102100,7250,0.62,1.31,-0.48,-0.27,121,143,2605088,1995507,7595,3461,0.367,0.417,163,102200,7270,0.00276,166,102330,7290,0.00552,168,102430,7300,0.0069,173,102700,7320,0.00966,207,104400,7330,0.01103
7228,2024-11-22,233740,-0.21,101100,7265,1.51,1.65,-0.14,0.07,81,137,2763001,1826786,7631,3117,0.367,0.4,148,101430,7290,0.00344,149,101500,7300,0.00482,173,102700,7320,0.00757,207,104400,7330,0.00895,239,110000,7350,0.0117
7227,2024-11-22,233740,-0.21,100100,7360,1.51,2.27,0.41,1.03,72,102,2409625,2244786,6169,4296,0.483,0.517,143,101200,7240,-0.0163,143,101200,7240,-0.0163,143,101200,7240,-0.0163,143,101200,7240,-0.0163,143,101200,7240,-0.0163
7226,2024-11-22,233740,-0.21,95100,7320,1.79,2.27,0.82,0.82,72,92,3120174,2448852,6964,4450,0.5,0.517,105,95300,7340,0.00273,108,95430,7360,0.00546,109,95500,7370,0.00683,219,105000,7290,-0.0041,219,105000,7290,-0.0041
7225,2024-11-22,233740,-0.21,94100,7390,0.76,2.27,0.48,1.79,72,21,3692962,4116330,6798,8390,0.567,0.617,135,100800,7270,-0.01624,135,100800,7270,-0.01624,135,100800,7270,-0.01624,135,100800,7270,-0.01624,135,100800,7270,-0.01624
7224,2024-11-22,233740,-0.21,93100,7390,-0.21,2.06,-1.24,1.17,31,8,5241953,5245028,10945,9599,0.533,0.533,65,93300,7410,0.00271,72,93630,7430,0.00541,72,93630,7440,0.00677,135,100800,7270,-0.01624,135,100800,7270,-0.01624
7223,2024-11-21,233740,-0.07,142100,7305,0.62,1.03,-0.21,0.34,598,619,1224247,1011139,3734,2217,0.5,0.483,646,142330,7330,0.00342,649,142500,7340,0.00479,759,152000,7290,-0.00205,759,152000,7290,-0.00205,759,152000,7290,-0.00205
7222,2024-11-21,233740,-0.07,141100,7255,0.96,1.24,-0.21,-0.21,564,619,1470345,855562,4700,1818,0.367,0.383,622,141130,7280,0.00345,622,141130,7290,0.00482,627,141400,7310,0.00758,632,141630,7320,0.00896,649,142500,7340,0.01172
7221,2024-11-21,233740,-0.07,140100,7285,1.58,1.72,0.21,1.03,551,589,1396835,894119,3154,1802,0.433,0.373,627,141400,7310,0.00343,632,141630,7320,0.0048,649,142500,7340,0.00755,719,150000,7295,0.00137,719,150000,7295,0.00137
7220,2024-11-21,233740,-0.07,135100,7305,1.93,2.0,0.41,0.62,529,575,1735114,1384255,3728,2422,0.367,0.373,598,135930,7330,0.00342,600,140030,7340,0.00479,699,145000,7300,-0.00068,699,145000,7300,-0.00068,699,145000,7300,-0.00068
7219,2024-11-21,233740,-0.07,134100,7330,0.9,2.0,0.9,1.03,529,500,1884937,2045450,3196,3581,0.433,0.458,564,134230,7350,0.00273,679,144000,7310,-0.00273,679,144000,7310,-0.00273,679,144000,7310,-0.00273,679,144000,7310,-0.00273
7218,2024-11-21,233740,-0.07,133100,7375,0.69,2.0,0.62,1.38,529,481,1854777,2562694,3082,4328,0.517,0.583,613,140700,7260,-0.01559,613,140700,7260,-0.01559,613,140700,7260,-0.01559,613,140700,7260,-0.01559,613,140700,7260,-0.01559
7217,2024-11-21,233740,-0.07,132100,7400,-0.14,1.79,-0.21,1.72,516,468,1513049,2135429,2658,3873,0.55,0.644,576,134830,7280,-0.01622,576,134830,7280,-0.01622,576,134830,7280,-0.01622,576,134830,7280,-0.01622,576,134830,7280,-0.01622
7216,2024-11-21,233740,-0.07,131100,7330,0.48,1.17,-0.21,0.96,492,451,1402258,1579756,3459,3152,0.483,0.559,503,131200,7350,0.00273,503,131200,7370,0.00546,505,131300,7380,0.00682,520,132030,7400,0.00955,530,132530,7410,0.01091
7215,2024-11-21,233740,-0.07,130100,7310,0.07,0.69,-0.21,0.62,445,451,1673223,1613690,3579,4072,0.433,0.559,485,130300,7330,0.00274,503,131200,7350,0.00547,503,131200,7360,0.00684,505,131300,7380,0.00958,506,131330,7390,0.01094
7214,2024-11-21,233740,-0.07,125100,7245,-0.28,0.69,-0.28,0.07,445,400,1617566,1621599,3568,4078,0.45,0.567,462,125130,7270,0.00345,473,125700,7280,0.00483,476,125830,7300,0.00759,477,125900,7310,0.00897,485,130300,7330,0.01173
7213,2024-11-21,233740,-0.07,124100,7290,-1.1,0.62,-1.17,0.62,438,381,2026039,2273159,3249,6291,0.483,0.633,443,124200,7310,0.00274,485,130300,7330,0.00549,486,130330,7340,0.00686,503,131200,7360,0.0096,503,131200,7370,0.01097
7212,2024-11-21,233740,-0.07,123100,7265,-1.72,0.21,-1.72,0.14,393,360,1575402,1808778,2710,4905,0.517,0.633,437,123900,7290,0.00344,438,123930,7300,0.00482,439,124000,7320,0.00757,485,130300,7330,0.00895,503,131200,7350,0.0117
7211,2024-11-21,233740,-0.07,122100,7245,-1.45,0.21,-1.86,-0.34,393,357,1620111,1764883,2812,4378,0.55,0.55,405,122300,7270,0.00345,423,123200,7280,0.00483,438,123930,7300,0.00759,438,123930,7310,0.00897,485,130300,7330,0.01173
7210,2024-11-21,233740,-0.07,121100,7180,-1.79,-1.03,-1.86,-1.03,379,357,825769,999229,1746,1835,0.6,0.55,384,121230,7200,0.00279,386,121330,7220,0.00557,387,121400,7230,0.00696,389,121500,7250,0.00975,390,121530,7260,0.01114
7209,2024-11-21,233740,-0.07,120100,7140,-1.65,-1.24,-1.86,-1.72,331,314,829085,865466,2222,1406,0.567,0.467,366,120330,7160,0.0028,379,121000,7180,0.0056,379,121000,7190,0.007,385,121300,7210,0.0098,386,121330,7220,0.0112
7208,2024-11-21,233740,-0.07,115100,7150,-1.38,-1.1,-1.86,-1.31,286,314,725029,771265,2359,1611,0.467,0.441,351,115600,7170,0.0028,379,121000,7190,0.00559,384,121230,7200,0.00699,386,121330,7220,0.00979,387,121400,7230,0.01119
7207,2024-11-21,233740,-0.07,114100,7135,-0.96,-0.96,-1.86,-1.72,260,314,854333,703133,3005,1333,0.383,0.356,330,114530,7160,0.0035,331,114600,7170,0.00491,379,121000,7190,0.00771,384,121230,7200,0.00911,386,121330,7220,0.01191
7206,2024-11-21,233740,-0.07,113100,7140,-1.1,-0.9,-1.72,-1.65,258,277,1175426,1050660,3175,2423,0.367,0.39,318,113930,7160,0.0028,379,121000,7180,0.0056,379,121000,7190,0.007,385,121300,7210,0.0098,386,121330,7220,0.0112
7205,2024-11-21,233740,-0.07,112100,7160,-1.79,-0.9,-1.86,-1.58,258,221,1364124,1304579,2869,2949,0.467,0.517,285,112300,7180,0.00279,384,121230,7200,0.00559,385,121300,7210,0.00698,387,121400,7230,0.00978,388,121430,7240,0.01117
7204,2024-11-21,233740,-0.07,111100,7185,-2.13,-0.9,-2.13,-1.1,258,200,1865127,2041238,3146,4610,0.533,0.6,379,121000,7185,0.0,379,121000,7185,0.0,379,121000,7185,0.0,379,121000,7185,0.0,379,121000,7185,0.0
7203,2024-11-21,233740,-0.07,110100,7180,-3.03,-1.24,-3.03,-1.31,235,180,1666150,2068470,2889,4647,0.6,0.633,359,120000,7135,-0.00627,359,120000,7135,-0.00627,359,120000,7135,-0.00627,359,120000,7135,-0.00627,359,120000,7135,-0.00627
7202,2024-11-21,233740,-0.07,105100,7130,-2.41,-1.38,-3.17,-1.65,209,178,1685610,1953825,3704,4257,0.583,0.517,231,105600,7150,0.00281,235,105800,7170,0.00561,235,105800,7180,0.00701,339,115000,7165,0.00491,339,115000,7165,0.00491
7201,2024-11-21,233740,-0.07,104100,7100,-2.69,-1.79,-3.17,-1.79,199,150,1351247,1387017,4182,2951,0.583,0.483,201,104100,7120,0.00282,205,104300,7140,0.00563,206,104330,7150,0.00704,235,105800,7170,0.00986,235,105800,7180,0.01127
7200,2024-11-21,233740,-0.07,103100,7045,-2.27,-2.2,-3.17,-3.1,121,150,1484448,1348461,5491,2372,0.533,0.35,184,103230,7070,0.00355,187,103400,7080,0.00497,191,103600,7100,0.00781,198,103930,7110,0.00923,199,104000,7130,0.01207
7199,2024-11-21,233740,-0.07,102100,7090,-1.86,-1.65,-3.17,-2.48,105,150,2199520,1773128,6275,3296,0.467,0.383,198,103930,7110,0.00282,199,104000,7130,0.00564,205,104300,7140,0.00705,206,104330,7160,0.00987,235,105800,7170,0.01128
7198,2024-11-21,233740,-0.07,101100,7065,-2.55,-1.65,-2.96,-2.41,105,127,2873190,2675381,7171,5713,0.467,0.4,161,102100,7090,0.00354,191,103600,7100,0.00495,199,104000,7120,0.00778,199,104000,7130,0.0092,206,104330,7150,0.01203
7197,2024-11-21,233740,-0.07,100100,7095,-3.65,-1.65,-3.65,-2.07,105,60,3865877,3597873,8718,7805,0.467,0.483,199,104000,7120,0.00352,199,104000,7130,0.00493,206,104330,7150,0.00775,206,104330,7160,0.00916,235,105800,7180,0.01198
7196,2024-11-21,233740,-0.07,95100,7125,-3.51,-1.93,-5.37,-1.93,83,44,6206849,5472978,18008,12200,0.5,0.475,206,104330,7150,0.00351,206,104330,7160,0.00491,219,105000,7140,0.00211,219,105000,7140,0.00211,219,105000,7140,0.00211
7195,2024-11-21,233740,-0.07,94100,7075,-2.41,-2.27,-5.37,-2.96,22,44,7192672,5595505,25427,12505,0.417,0.356,82,94130,7100,0.00353,83,94200,7110,0.00495,98,94930,7130,0.00777,105,95300,7140,0.00919,199,104000,7130,0.00777
7194,2024-11-21,233740,-0.07,93100,7000,-0.07,-0.07,-5.37,-3.93,0,44,8748856,5981433,34264,13056,0.317,0.254,61,93100,7020,0.00286,65,93300,7040,0.00571,65,93300,7050,0.00714,66,93330,7070,0.01,66,93330,7080,0.01143
7193,2024-11-20,233740,0.88,142100,7455,1.01,1.35,0.68,0.68,592,611,755182,573378,1967,1033,0.55,0.492,700,145030,7340,-0.01543,700,145030,7340,-0.01543,700,145030,7340,-0.01543,700,145030,7340,-0.01543,700,145030,7340,-0.01543
7192,2024-11-20,233740,0.88,141100,7455,1.22,1.42,0.68,0.74,562,611,813966,484323,2084,953,0.45,0.411,631,141600,7480,0.00335,700,145030,7340,-0.01543,700,145030,7340,-0.01543,700,145030,7340,-0.01543,700,145030,7340,-0.01543
7191,2024-11-20,233740,0.88,140100,7490,1.69,1.89,0.95,1.22,545,587,734875,328864,1454,773,0.383,0.37,688,144430,7370,-0.01602,688,144430,7370,-0.01602,688,144430,7370,-0.01602,688,144430,7370,-0.01602,688,144430,7370,-0.01602
7190,2024-11-20,233740,0.88,135100,7470,1.76,1.89,1.01,1.08,545,578,706985,406332,1263,924,0.417,0.434,591,135600,7490,0.00268,688,144430,7350,-0.01606,688,144430,7350,-0.01606,688,144430,7350,-0.01606,688,144430,7350,-0.01606
7189,2024-11-20,233740,0.88,134100,7485,1.56,1.96,1.22,1.28,507,558,638838,548011,1073,1098,0.483,0.536,679,144000,7410,-0.01002,679,144000,7410,-0.01002,679,144000,7410,-0.01002,679,144000,7410,-0.01002,679,144000,7410,-0.01002
7188,2024-11-20,233740,0.88,133100,7520,1.83,1.96,1.35,1.69,507,497,503949,588362,1033,1115,0.483,0.526,659,143000,7435,-0.0113,659,143000,7435,-0.0113,659,143000,7435,-0.0113,659,143000,7435,-0.0113,659,143000,7435,-0.0113
7187,2024-11-20,233740,0.88,132100,7520,1.15,1.96,1.15,1.62,507,460,468931,761251,1047,1668,0.467,0.559,639,142000,7445,-0.00997,639,142000,7445,-0.00997,639,142000,7445,-0.00997,639,142000,7445,-0.00997,639,142000,7445,-0.00997
7186,2024-11-20,233740,0.88,131100,7515,1.49,1.89,0.88,1.49,479,453,617535,684745,1601,1524,0.417,0.483,507,131400,7540,0.00333,619,141000,7450,-0.00865,619,141000,7450,-0.00865,619,141000,7450,-0.00865,619,141000,7450,-0.00865
7185,2024-11-20,233740,0.88,130100,7530,1.49,1.89,0.88,1.89,479,453,589649,689450,1479,1624,0.483,0.526,599,140000,7485,-0.00598,599,140000,7485,-0.00598,599,140000,7485,-0.00598,599,140000,7485,-0.00598,599,140000,7485,-0.00598
7184,2024-11-20,233740,0.88,125100,7480,1.62,1.62,0.88,1.15,400,453,738513,558695,1749,1100,0.483,0.456,469,125500,7500,0.00267,476,125830,7520,0.00535,478,125930,7530,0.00668,579,135000,7475,-0.00067,579,135000,7475,-0.00067
7183,2024-11-20,233740,0.88,124100,7505,1.08,1.76,1.08,1.56,399,380,679419,1037431,1232,2552,0.567,0.552,478,125930,7530,0.00333,559,134000,7490,-0.002,559,134000,7490,-0.002,559,134000,7490,-0.002,559,134000,7490,-0.002
7182,2024-11-20,233740,0.88,123100,7500,1.15,1.76,1.01,1.49,399,364,655493,1053563,1250,2456,0.5,0.533,478,125930,7530,0.004,479,130000,7540,0.00533,539,133000,7520,0.00267,539,133000,7520,0.00267,539,133000,7520,0.00267
7181,2024-11-20,233740,0.88,122100,7515,0.95,1.76,0.74,1.76,399,348,545801,1039827,1127,2684,0.483,0.55,479,130000,7540,0.00333,519,132000,7515,0.0,519,132000,7515,0.0,519,132000,7515,0.0,519,132000,7515,0.0
7180,2024-11-20,233740,0.88,121100,7480,0.68,1.22,0.68,1.08,357,320,402725,580067,976,1349,0.467,0.517,392,121630,7500,0.00267,392,121630,7520,0.00535,478,125930,7530,0.00668,499,131000,7505,0.00334,499,131000,7505,0.00334
7179,2024-11-20,233740,0.88,120100,7480,0.61,1.22,0.61,1.08,357,300,472476,678945,1049,1526,0.533,0.517,392,121630,7500,0.00267,392,121630,7520,0.00535,478,125930,7530,0.00668,479,130000,7535,0.00735,479,130000,7535,0.00735
7178,2024-11-20,233740,0.88,115100,7470,0.07,0.95,-0.07,0.95,323,281,674106,877473,1314,1723,0.617,0.533,371,120600,7490,0.00268,392,121630,7510,0.00535,392,121630,7520,0.00669,459,125000,7480,0.00134,459,125000,7480,0.00134
7177,2024-11-20,233740,0.88,114100,7450,0.34,0.88,-0.07,0.74,304,281,753288,843756,1517,1730,0.583,0.542,340,115030,7470,0.00268,371,120600,7490,0.00537,392,121630,7500,0.00671,392,121630,7520,0.0094,439,124000,7510,0.00805
7176,2024-11-20,233740,0.88,113100,7445,0.81,0.95,-0.07,0.68,241,281,1029298,769919,2645,1722,0.517,0.475,340,115030,7470,0.00336,353,115700,7480,0.0047,392,121630,7500,0.00739,392,121630,7510,0.00873,419,123000,7505,0.00806
7175,2024-11-20,233740,0.88,112100,7405,0.47,0.95,0.07,0.34,241,256,829078,565091,2329,1284,0.517,0.441,285,112300,7430,0.00338,287,112400,7440,0.00473,293,112700,7460,0.00743,340,115030,7470,0.00878,371,120600,7490,0.01148
7174,2024-11-20,233740,0.88,111100,7420,0.95,1.15,0.07,0.41,207,256,961014,665435,2860,1358,0.5,0.407,266,111330,7440,0.0027,293,112700,7460,0.00539,340,115030,7470,0.00674,371,120600,7490,0.00943,379,121000,7475,0.00741
7173,2024-11-20,233740,0.88,110100,7455,1.01,1.35,0.47,0.88,183,219,961682,1203759,2329,2629,0.567,0.508,353,115700,7480,0.00335,359,120000,7475,0.00268,359,120000,7475,0.00268,359,120000,7475,0.00268,359,120000,7475,0.00268
7172,2024-11-20,233740,0.88,105100,7435,0.2,1.35,0.2,0.47,183,160,1061142,1352747,2661,3129,0.533,0.508,227,105400,7460,0.00336,339,115000,7465,0.00403,339,115000,7465,0.00403,339,115000,7465,0.00403,339,115000,7465,0.00403
7171,2024-11-20,233740,0.88,104100,7465,0.88,1.35,0.14,0.95,183,142,1304908,1488738,2989,3536,0.467,0.5,319,114000,7450,-0.00201,319,114000,7450,-0.00201,319,114000,7450,-0.00201,319,114000,7450,-0.00201,319,114000,7450,-0.00201
7170,2024-11-20,233740,0.88,103100,7475,0.41,1.28,0.14,0.81,129,142,1449908,1677365,3196,4085,0.533,0.552,183,103200,7500,0.00334,299,113000,7445,-0.00401,299,113000,7445,-0.00401,299,113000,7445,-0.00401,299,113000,7445,-0.00401
7169,2024-11-20,233740,0.88,102100,7410,-0.41,1.28,-0.41,0.61,129,100,1830797,2110162,3829,5806,0.55,0.672,161,102100,7430,0.0027,165,102300,7450,0.0054,167,102400,7460,0.00675,181,103100,7480,0.00945,182,103130,7490,0.0108
7168,2024-11-20,233740,0.88,101100,7460,-1.08,1.28,-1.08,1.08,129,80,2086226,2778780,3987,7629,0.683,0.767,181,103100,7480,0.00268,183,103200,7500,0.00536,259,111000,7425,-0.00469,259,111000,7425,-0.00469,259,111000,7425,-0.00469
7167,2024-11-20,233740,0.88,100100,7435,-1.76,0.68,-1.76,0.68,118,60,2141111,2761831,4427,7024,0.65,0.7,124,100230,7460,0.00336,125,100300,7470,0.00471,128,100430,7490,0.0074,183,103200,7500,0.00874,239,110000,7460,0.00336
7166,2024-11-20,233740,0.88,95100,7365,-1.22,0.27,-1.89,-0.07,98,59,2660618,2850702,6718,6248,0.583,0.55,103,95200,7390,0.00339,105,95300,7400,0.00475,106,95330,7420,0.00747,110,95530,7430,0.00883,112,95630,7450,0.01154
7165,2024-11-20,233740,0.88,94100,7320,-0.34,0.07,-1.89,-0.88,21,59,3459820,2693054,10451,5230,0.483,0.4,83,94200,7340,0.00273,84,94230,7360,0.00546,85,94300,7370,0.00683,86,94330,7390,0.00956,93,94700,7400,0.01093
7164,2024-11-20,233740,0.88,93100,7265,0.88,1.28,-1.89,-1.89,6,59,5022137,3577679,13705,7244,0.367,0.333,62,93130,7290,0.00344,76,93830,7300,0.00482,76,93830,7320,0.00757,77,93900,7330,0.00895,83,94200,7350,0.0117
7163,2024-11-19,233740,-0.52,142100,7320,-4.1,-3.97,-4.68,-4.68,583,638,1077774,537122,5384,1245,0.333,0.407,663,143200,7340,0.00273,704,145230,7360,0.00546,705,145300,7370,0.00683,710,145530,7390,0.00956,720,150030,7400,0.01093
7162,2024-11-19,233740,-0.52,141100,7360,-4.29,-3.9,-4.36,-4.16,569,595,702422,596287,2504,1331,0.433,0.492,706,145330,7380,0.00272,720,150030,7400,0.00543,720,150030,7410,0.00679,724,150230,7430,0.00951,727,150400,7440,0.01087
7161,2024-11-19,233740,-0.52,140100,7360,-3.97,-3.9,-4.36,-4.29,569,548,733049,620258,2807,1274,0.45,0.407,706,145330,7380,0.00272,719,150000,7390,0.00408,719,150000,7390,0.00408,719,150000,7390,0.00408,719,150000,7390,0.00408
7160,2024-11-19,233740,-0.52,135100,7370,-4.23,-3.9,-4.42,-4.16,569,532,1175710,797997,4872,1803,0.5,0.467,699,145000,7345,-0.00339,699,145000,7345,-0.00339,699,145000,7345,-0.00339,699,145000,7345,-0.00339,699,145000,7345,-0.00339
7159,2024-11-19,233740,-0.52,134100,7355,-3.71,-3.71,-4.42,-4.23,500,532,1547912,708887,6853,1773,0.383,0.367,566,134330,7380,0.0034,570,134530,7390,0.00476,679,144000,7315,-0.00544,679,144000,7315,-0.00544,679,144000,7315,-0.00544
7158,2024-11-19,233740,-0.52,133100,7380,-3.71,-3.58,-4.42,-4.03,483,532,1677529,686573,7679,1826,0.35,0.333,659,143000,7315,-0.00881,659,143000,7315,-0.00881,659,143000,7315,-0.00881,659,143000,7315,-0.00881,659,143000,7315,-0.00881
7157,2024-11-19,233740,-0.52,132100,7355,-3.9,-3.45,-4.23,-4.23,468,519,1053227,626791,4619,1612,0.417,0.367,540,133030,7380,0.0034,570,134530,7390,0.00476,639,142000,7325,-0.00408,639,142000,7325,-0.00408,639,142000,7325,-0.00408
7156,2024-11-19,233740,-0.52,131100,7400,-3.84,-3.45,-3.97,-3.84,468,459,763758,605867,3246,1484,0.45,0.383,619,141000,7365,-0.00473,619,141000,7365,-0.00473,619,141000,7365,-0.00473,619,141000,7365,-0.00473,619,141000,7365,-0.00473
7155,2024-11-19,233740,-0.52,130100,7400,-3.84,-3.45,-3.97,-3.71,468,459,516772,579305,2250,1526,0.483,0.433,599,140000,7355,-0.00608,599,140000,7355,-0.00608,599,140000,7355,-0.00608,599,140000,7355,-0.00608,599,140000,7355,-0.00608
7154,2024-11-19,233740,-0.52,125100,7385,-3.77,-3.64,-4.03,-3.97,423,405,892959,603785,3676,1635,0.383,0.383,465,125300,7410,0.00339,467,125400,7420,0.00474,579,135000,7365,-0.00271,579,135000,7365,-0.00271,579,135000,7365,-0.00271
7153,2024-11-19,233740,-0.52,124100,7390,-3.45,-3.45,-4.03,-3.77,380,405,909152,634040,3568,1740,0.417,0.417,448,124430,7410,0.00271,559,134000,7360,-0.00406,559,134000,7360,-0.00406,559,134000,7360,-0.00406,559,134000,7360,-0.00406
7152,2024-11-19,233740,-0.52,123100,7390,-3.19,-3.19,-4.03,-3.84,360,405,1207043,687726,4640,1648,0.317,0.317,423,123200,7410,0.00271,539,133000,7375,-0.00203,539,133000,7375,-0.00203,539,133000,7375,-0.00203,539,133000,7375,-0.00203
7151,2024-11-19,233740,-0.52,122100,7395,-3.19,-2.99,-3.84,-3.64,346,391,876229,665543,3394,1464,0.4,0.31,467,125400,7420,0.00338,519,132000,7360,-0.00473,519,132000,7360,-0.00473,519,132000,7360,-0.00473,519,132000,7360,-0.00473
7150,2024-11-19,233740,-0.52,121100,7420,-3.19,-2.99,-3.71,-3.45,346,377,924067,783940,3035,1727,0.433,0.368,499,131000,7390,-0.00404,499,131000,7390,-0.00404,499,131000,7390,-0.00404,499,131000,7390,-0.00404,499,131000,7390,-0.00404
7149,2024-11-19,233740,-0.52,120100,7440,-3.77,-2.99,-3.9,-3.19,346,309,904165,946434,3273,2256,0.55,0.491,479,130000,7400,-0.00538,479,130000,7400,-0.00538,479,130000,7400,-0.00538,479,130000,7400,-0.00538,479,130000,7400,-0.00538
7148,2024-11-19,233740,-0.52,115100,7435,-3.45,-3.06,-3.9,-3.06,339,309,1299589,1077803,5023,2376,0.5,0.492,343,115200,7460,0.00336,459,125000,7380,-0.0074,459,125000,7380,-0.0074,459,125000,7380,-0.0074,459,125000,7380,-0.0074
7147,2024-11-19,233740,-0.52,114100,7440,-3.32,-3.06,-3.9,-3.19,269,309,1419577,1061622,6268,2269,0.433,0.424,343,115200,7460,0.00269,439,124000,7395,-0.00605,439,124000,7395,-0.00605,439,124000,7395,-0.00605,439,124000,7395,-0.00605
7146,2024-11-19,233740,-0.52,113100,7395,-2.99,-2.99,-3.71,-3.71,240,295,1766843,1138407,8896,2301,0.417,0.339,303,113200,7420,0.00338,315,113800,7430,0.00473,338,114930,7450,0.00744,343,115200,7460,0.00879,419,123000,7390,-0.00068
7145,2024-11-19,233740,-0.52,112100,7420,-2.67,-2.54,-3.51,-3.32,223,256,1804857,1054183,9637,2232,0.467,0.322,319,114000,7440,0.0027,343,115200,7460,0.00539,399,122000,7405,-0.00202,399,122000,7405,-0.00202,399,122000,7405,-0.00202
7144,2024-11-19,233740,-0.52,111100,7430,-2.47,-2.41,-3.51,-3.19,207,256,1819937,988490,9688,2044,0.483,0.305,269,111500,7450,0.00269,379,121000,7420,-0.00135,379,121000,7420,-0.00135,379,121000,7420,-0.00135,379,121000,7420,-0.00135
7143,2024-11-19,233740,-0.52,110100,7455,-2.41,-2.21,-2.99,-2.99,182,239,1212408,676240,5685,1394,0.483,0.386,359,120000,7440,-0.00201,359,120000,7440,-0.00201,359,120000,7440,-0.00201,359,120000,7440,-0.00201,359,120000,7440,-0.00201
7142,2024-11-19,233740,-0.52,105100,7480,-1.82,-1.76,-2.8,-2.67,162,215,951471,657083,3691,1213,0.417,0.368,339,115000,7450,-0.00401,339,115000,7450,-0.00401,339,115000,7450,-0.00401,339,115000,7450,-0.00401,339,115000,7450,-0.00401
7141,2024-11-19,233740,-0.52,104100,7490,-2.28,-1.69,-2.54,-2.41,157,142,796279,909486,2543,2169,0.533,0.466,207,104400,7510,0.00267,319,114000,7440,-0.00668,319,114000,7440,-0.00668,319,114000,7440,-0.00668,319,114000,7440,-0.00668
7140,2024-11-19,233740,-0.52,103100,7500,-2.67,-1.69,-2.8,-2.41,157,129,846662,1153827,2884,2696,0.633,0.483,299,113000,7400,-0.01333,299,113000,7400,-0.01333,299,113000,7400,-0.01333,299,113000,7400,-0.01333,299,113000,7400,-0.01333
7139,2024-11-19,233740,-0.52,102100,7545,-2.47,-1.69,-2.86,-1.89,157,117,982832,1156610,3413,2904,0.65,0.517,246,110330,7420,-0.01657,246,110330,7420,-0.01657,246,110330,7420,-0.01657,246,110330,7420,-0.01657,246,110330,7420,-0.01657
7138,2024-11-19,233740,-0.52,101100,7510,-2.34,-2.02,-2.86,-2.21,84,117,1171728,1202837,4526,2480,0.567,0.5,147,101400,7540,0.00399,148,101430,7550,0.00533,259,111000,7440,-0.00932,259,111000,7440,-0.00932,259,111000,7440,-0.00932
7137,2024-11-19,233740,-0.52,100100,7480,-2.15,-2.02,-2.86,-2.86,61,117,1789879,1421773,8341,3004,0.5,0.5,123,100200,7500,0.00267,135,100800,7520,0.00535,146,101330,7530,0.00668,148,101430,7550,0.00936,157,101900,7560,0.0107
7136,2024-11-19,233740,-0.52,95100,7495,-1.17,-1.04,-2.8,-2.54,41,66,2134651,1801898,9805,3701,0.533,0.517,135,100800,7520,0.00334,146,101330,7530,0.00467,148,101430,7550,0.00734,157,101900,7560,0.00867,219,105000,7480,-0.002
