,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
2797,2024-04-15,233740,-1.18,114100,11200,-2.01,-1.79,-2.36,-2.14,272,312,434100,319489,2083,751,0.35,0.4,346,115330,11230,0.00268,404,122230,11250,0.00446,409,122500,11280,0.00714,439,124000,11285,0.00759,439,124000,11285,0.00759
2796,2024-04-15,233740,-1.18,113100,11220,-2.23,-1.79,-2.23,-2.1,254,240,343723,324028,1486,1026,0.4,0.491,404,122230,11250,0.00267,408,122430,11270,0.00446,419,123000,11285,0.00579,419,123000,11285,0.00579,419,123000,11285,0.00579
2795,2024-04-15,233740,-1.18,112100,11235,-2.1,-1.79,-2.23,-1.92,254,240,358590,325899,1396,1130,0.367,0.483,399,122000,11210,-0.00223,399,122000,11210,-0.00223,399,122000,11210,-0.00223,399,122000,11210,-0.00223,399,122000,11210,-0.00223
2794,2024-04-15,233740,-1.18,111100,11225,-1.83,-1.79,-2.31,-1.83,203,219,448184,428698,1563,1191,0.417,0.458,379,121000,11230,0.00045,379,121000,11230,0.00045,379,121000,11230,0.00045,379,121000,11230,0.00045,379,121000,11230,0.00045
2793,2024-04-15,233740,-1.18,110100,11200,-2.27,-1.79,-2.31,-2.18,198,219,494551,602192,1524,1674,0.45,0.492,251,110600,11230,0.00268,254,110730,11250,0.00446,359,120000,11210,0.00089,359,120000,11210,0.00089,359,120000,11210,0.00089
2792,2024-04-15,233740,-1.18,105100,11215,-2.4,-1.79,-2.53,-2.31,198,178,580341,676639,2043,1881,0.517,0.525,254,110730,11250,0.00312,339,115000,11200,-0.00134,339,115000,11200,-0.00134,339,115000,11200,-0.00134,339,115000,11200,-0.00134
2791,2024-04-15,233740,-1.18,104100,11245,-2.27,-1.79,-2.71,-1.88,198,153,855650,770338,4988,2484,0.483,0.492,319,114000,11210,-0.00311,319,114000,11210,-0.00311,319,114000,11210,-0.00311,319,114000,11210,-0.00311,319,114000,11210,-0.00311
2790,2024-04-15,233740,-1.18,103100,11190,-2.05,-1.53,-2.71,-2.31,130,153,950171,627641,6170,2111,0.417,0.362,185,103300,11220,0.00268,197,103900,11240,0.00447,299,113000,11215,0.00223,299,113000,11215,0.00223,299,113000,11215,0.00223
2789,2024-04-15,233740,-1.18,102100,11185,-1.83,-1.53,-2.71,-2.49,130,153,1037032,621430,7384,2159,0.4,0.379,185,103300,11220,0.00313,197,103900,11240,0.00492,203,104200,11260,0.00671,279,112000,11235,0.00447,279,112000,11235,0.00447
2788,2024-04-15,233740,-1.18,101100,11195,-1.48,-1.4,-2.23,-2.23,81,117,923973,530856,5199,1706,0.417,0.448,195,103800,11230,0.00313,198,103930,11250,0.00491,259,111000,11245,0.00447,259,111000,11245,0.00447,259,111000,11245,0.00447
2787,2024-04-15,233740,-1.18,100100,11215,-1.44,-1.05,-2.23,-2.18,74,117,1252086,1170221,5042,3423,0.533,0.508,124,100230,11250,0.00312,125,100300,11270,0.0049,239,110000,11205,-0.00089,239,110000,11205,-0.00089,239,110000,11205,-0.00089
2786,2024-04-15,233740,-1.18,95100,11245,-2.71,-1.05,-2.88,-1.79,74,42,1529671,1744149,4583,5462,0.6,0.525,130,100530,11280,0.00311,219,105000,11190,-0.00489,219,105000,11190,-0.00489,219,105000,11190,-0.00489,219,105000,11190,-0.00489
2785,2024-04-15,233740,-1.18,94100,11285,-1.31,-1.05,-2.92,-1.35,74,39,2446278,2073219,10838,7066,0.533,0.417,199,104000,11240,-0.00399,199,104000,11240,-0.00399,199,104000,11240,-0.00399,199,104000,11240,-0.00399,199,104000,11240,-0.00399
2784,2024-04-15,233740,-1.18,93100,11285,-1.18,-1.0,-2.92,-1.79,16,39,3016227,2435697,14555,8563,0.467,0.4,70,93530,11320,0.0031,74,93730,11340,0.00487,179,103000,11190,-0.00842,179,103000,11190,-0.00842,179,103000,11190,-0.00842
2783,2024-04-12,233740,0.48,142100,11505,-0.35,-0.13,-0.87,-0.22,636,615,352390,377722,2156,1201,0.567,0.475,759,152000,11460,-0.00391,759,152000,11460,-0.00391,759,152000,11460,-0.00391,759,152000,11460,-0.00391,759,152000,11460,-0.00391
2782,2024-04-12,233740,0.48,141100,11455,-0.48,-0.22,-0.87,-0.61,576,615,374505,291657,2234,793,0.45,0.39,630,141530,11490,0.00306,634,141730,11510,0.0048,648,142430,11530,0.00655,739,151000,11455,0.0,739,151000,11455,0.0
2781,2024-04-12,233740,0.48,140100,11435,-0.09,-0.09,-0.82,-0.74,540,584,482880,268531,3131,804,0.417,0.356,623,141200,11470,0.00306,630,141530,11490,0.00481,634,141730,11510,0.00656,719,150000,11455,0.00175,719,150000,11455,0.00175
2780,2024-04-12,233740,0.48,135100,11485,-0.13,0.17,-0.61,-0.35,527,552,436695,349005,2086,1105,0.467,0.39,646,142330,11520,0.00305,699,145000,11450,-0.00305,699,145000,11450,-0.00305,699,145000,11450,-0.00305,699,145000,11450,-0.00305
2779,2024-04-12,233740,0.48,134100,11470,-0.39,0.17,-0.61,-0.52,527,552,470222,541601,2226,1890,0.5,0.404,571,134600,11500,0.00262,648,142430,11530,0.00523,679,144000,11495,0.00218,679,144000,11495,0.00218,679,144000,11495,0.00218
2778,2024-04-12,233740,0.48,133100,11515,-0.74,0.17,-0.74,-0.09,527,480,422148,735233,1300,2437,0.617,0.579,659,143000,11500,-0.0013,659,143000,11500,-0.0013,659,143000,11500,-0.0013,659,143000,11500,-0.0013,659,143000,11500,-0.0013
2777,2024-04-12,233740,0.48,132100,11510,-0.82,0.09,-1.0,-0.09,517,470,493421,709105,1680,2219,0.567,0.552,526,132330,11540,0.00261,639,142000,11500,-0.00087,639,142000,11500,-0.00087,639,142000,11500,-0.00087,639,142000,11500,-0.00087
2776,2024-04-12,233740,0.48,131100,11480,-0.61,-0.26,-1.04,-0.39,493,454,902704,601890,6633,1789,0.467,0.45,504,131230,11510,0.00261,526,132330,11540,0.00523,619,141000,11455,-0.00218,619,141000,11455,-0.00218,619,141000,11455,-0.00218
2775,2024-04-12,233740,0.48,130100,11440,-0.35,-0.13,-1.04,-0.65,425,454,1130690,486236,8654,1353,0.367,0.276,485,130300,11470,0.00262,502,131130,11500,0.00524,504,131230,11520,0.00699,526,132330,11540,0.00874,599,140000,11440,0.0
2774,2024-04-12,233740,0.48,125100,11430,0.3,0.3,-1.04,-0.74,400,454,1025074,443939,8483,1197,0.4,0.31,482,130130,11460,0.00262,486,130330,11490,0.00525,504,131230,11510,0.007,517,131900,11530,0.00875,527,132400,11550,0.0105
2773,2024-04-12,233740,0.48,124100,11450,0.09,0.35,-0.56,-0.56,393,438,561661,368329,3330,1006,0.483,0.439,485,130300,11480,0.00262,504,131230,11510,0.00524,517,131900,11530,0.00699,527,132400,11550,0.00873,559,134000,11465,0.00131
2772,2024-04-12,233740,0.48,123100,11485,0.04,0.35,-0.13,-0.09,393,366,328520,298008,1429,968,0.5,0.509,504,131230,11520,0.00305,526,132330,11540,0.00479,539,133000,11515,0.00261,539,133000,11515,0.00261,539,133000,11515,0.00261
2771,2024-04-12,233740,0.48,122100,11555,0.22,0.35,-0.22,0.26,393,349,609602,409340,2532,1366,0.483,0.526,519,132000,11515,-0.00346,519,132000,11515,-0.00346,519,132000,11515,-0.00346,519,132000,11515,-0.00346,519,132000,11515,-0.00346
2770,2024-04-12,233740,0.48,121100,11540,0.91,1.0,-0.22,0.09,324,349,866055,412204,4176,1317,0.383,0.414,499,131000,11480,-0.0052,499,131000,11480,-0.0052,499,131000,11480,-0.0052,499,131000,11480,-0.0052,499,131000,11480,-0.0052
2769,2024-04-12,233740,0.48,120100,11535,1.0,1.13,-0.22,0.04,303,349,816838,400313,4136,1228,0.367,0.466,479,130000,11450,-0.00737,479,130000,11450,-0.00737,479,130000,11450,-0.00737,479,130000,11450,-0.00737,479,130000,11450,-0.00737
2768,2024-04-12,233740,0.48,115100,11545,1.17,1.3,0.26,0.3,282,336,534018,286045,2664,867,0.367,0.436,459,125000,11440,-0.00909,459,125000,11440,-0.00909,459,125000,11440,-0.00909,459,125000,11440,-0.00909,459,125000,11440,-0.00909
2767,2024-04-12,233740,0.48,114100,11635,1.04,1.3,0.74,1.0,282,268,507150,352443,2193,974,0.45,0.582,439,124000,11460,-0.01504,439,124000,11460,-0.01504,439,124000,11460,-0.01504,439,124000,11460,-0.01504,439,124000,11460,-0.01504
2766,2024-04-12,233740,0.48,113100,11640,1.48,1.56,0.74,1.04,244,268,596548,319103,2300,939,0.433,0.473,419,123000,11515,-0.01074,419,123000,11515,-0.01074,419,123000,11515,-0.01074,419,123000,11515,-0.01074,419,123000,11515,-0.01074
2765,2024-04-12,233740,0.48,112100,11655,1.52,1.56,0.74,1.13,221,268,643927,452795,2393,866,0.45,0.509,399,122000,11555,-0.00858,399,122000,11555,-0.00858,399,122000,11555,-0.00858,399,122000,11555,-0.00858,399,122000,11555,-0.00858
2764,2024-04-12,233740,0.48,111100,11645,1.43,1.56,1.08,1.13,217,256,440819,632237,1235,751,0.483,0.474,282,112130,11680,0.00301,379,121000,11535,-0.00945,379,121000,11535,-0.00945,379,121000,11535,-0.00945,379,121000,11535,-0.00945
2763,2024-04-12,233740,0.48,110100,11700,1.39,1.69,1.34,1.48,185,227,315559,681391,961,1039,0.533,0.559,348,115430,11510,-0.01624,348,115430,11510,-0.01624,348,115430,11510,-0.01624,348,115430,11510,-0.01624,348,115430,11510,-0.01624
2762,2024-04-12,233740,0.48,105100,11700,1.65,1.69,1.39,1.52,185,167,305141,498135,1074,1109,0.433,0.483,339,115000,11560,-0.01197,339,115000,11560,-0.01197,339,115000,11560,-0.01197,339,115000,11560,-0.01197,339,115000,11560,-0.01197
2761,2024-04-12,233740,0.48,104100,11690,1.48,1.69,1.39,1.43,153,167,314438,293275,1231,1449,0.417,0.492,319,114000,11640,-0.00428,319,114000,11640,-0.00428,319,114000,11640,-0.00428,319,114000,11640,-0.00428,319,114000,11640,-0.00428
2760,2024-04-12,233740,0.48,103100,11685,1.74,1.74,1.17,1.43,120,135,547425,313733,1922,1490,0.317,0.431,185,103300,11720,0.003,299,113000,11645,-0.00342,299,113000,11645,-0.00342,299,113000,11645,-0.00342,299,113000,11645,-0.00342
2759,2024-04-12,233740,0.48,102100,11715,1.39,1.91,1.17,1.65,115,135,639451,727270,2109,3073,0.5,0.517,279,112000,11655,-0.00512,279,112000,11655,-0.00512,279,112000,11655,-0.00512,279,112000,11655,-0.00512,279,112000,11655,-0.00512
2758,2024-04-12,233740,0.48,101100,11700,1.34,1.91,1.17,1.34,115,135,886953,1169584,2887,4010,0.483,0.517,259,111000,11655,-0.00385,259,111000,11655,-0.00385,259,111000,11655,-0.00385,259,111000,11655,-0.00385,259,111000,11655,-0.00385
2757,2024-04-12,233740,0.48,100100,11725,0.3,1.91,0.3,1.91,115,60,1086959,1913516,3029,6938,0.633,0.644,239,110000,11695,-0.00256,239,110000,11695,-0.00256,239,110000,11695,-0.00256,239,110000,11695,-0.00256,239,110000,11695,-0.00256
2756,2024-04-12,233740,0.48,95100,11685,0.0,1.65,-0.3,1.39,84,42,1174423,1896649,3261,6940,0.6,0.69,112,95630,11720,0.003,115,95800,11740,0.00471,219,105000,11700,0.00128,219,105000,11700,0.00128,219,105000,11700,0.00128
2755,2024-04-12,233740,0.48,94100,11680,-0.52,1.34,-0.65,1.3,78,24,1114600,1690299,3436,6765,0.567,0.695,84,94230,11710,0.00257,115,95800,11740,0.00514,199,104000,11690,0.00086,199,104000,11690,0.00086,199,104000,11690,0.00086
2754,2024-04-12,233740,0.48,93100,11560,0.48,0.91,-0.82,0.3,4,18,2095701,1785206,8842,6087,0.5,0.576,63,93200,11590,0.0026,64,93230,11620,0.00519,66,93330,11640,0.00692,73,93700,11660,0.00865,81,94100,11690,0.01125
2753,2024-04-11,233740,-2.69,142100,11505,-0.56,-0.26,-0.78,-0.39,606,617,280844,202361,1659,894,0.45,0.458,680,144030,11540,0.00304,689,144500,11560,0.00478,704,145230,11580,0.00652,759,152000,11500,-0.00043,759,152000,11500,-0.00043
2752,2024-04-11,233740,-2.69,141100,11470,-0.26,-0.22,-0.78,-0.61,562,617,366023,185808,2065,959,0.35,0.424,631,141600,11500,0.00262,642,142130,11530,0.00523,687,144400,11550,0.00697,700,145030,11570,0.00872,739,151000,11490,0.00174
2751,2024-04-11,233740,-2.69,140100,11510,0.09,0.09,-0.61,-0.3,540,579,419601,297763,1804,1374,0.35,0.4,680,144030,11540,0.00261,700,145030,11570,0.00521,719,150000,11525,0.0013,719,150000,11525,0.0013,719,150000,11525,0.0013
2750,2024-04-11,233740,-2.69,135100,11485,-0.35,0.09,-0.61,-0.61,540,579,443765,555533,1875,2209,0.4,0.4,642,142130,11520,0.00305,680,144030,11540,0.00479,689,144500,11560,0.00653,699,145000,11560,0.00653,699,145000,11560,0.00653
2749,2024-04-11,233740,-2.69,134100,11510,-0.52,0.09,-0.61,-0.26,540,502,402969,641772,1548,2613,0.467,0.45,679,144000,11515,0.00043,679,144000,11515,0.00043,679,144000,11515,0.00043,679,144000,11515,0.00043,679,144000,11515,0.00043
2748,2024-04-11,233740,-2.69,133100,11550,-0.87,-0.09,-0.87,-0.13,536,480,310690,644572,1281,2473,0.533,0.559,659,143000,11505,-0.0039,659,143000,11505,-0.0039,659,143000,11505,-0.0039,659,143000,11505,-0.0039,659,143000,11505,-0.0039
2747,2024-04-11,233740,-2.69,132100,11510,-1.0,-0.39,-1.08,-0.48,511,469,298023,416807,1126,1642,0.467,0.542,530,132530,11540,0.00261,639,142000,11500,-0.00087,639,142000,11500,-0.00087,639,142000,11500,-0.00087,639,142000,11500,-0.00087
2746,2024-04-11,233740,-2.69,131100,11490,-0.95,-0.52,-1.08,-0.61,486,458,269097,324243,1011,1202,0.4,0.559,530,132530,11520,0.00261,540,133030,11550,0.00522,619,141000,11475,-0.00131,619,141000,11475,-0.00131,619,141000,11475,-0.00131
2745,2024-04-11,233740,-2.69,130100,11450,-1.08,-0.74,-1.17,-0.82,455,426,287547,271997,948,1003,0.433,0.55,485,130300,11480,0.00262,520,132030,11510,0.00524,530,132530,11530,0.00699,540,133030,11550,0.00873,599,140000,11510,0.00524
2744,2024-04-11,233740,-2.69,125100,11435,-1.34,-0.74,-1.34,-1.04,455,400,262138,343189,982,1307,0.533,0.6,485,130300,11470,0.00306,486,130330,11490,0.00481,520,132030,11510,0.00656,530,132530,11540,0.00918,579,135000,11475,0.0035
2743,2024-04-11,233740,-2.69,124100,11430,-1.34,-0.78,-1.65,-0.95,435,392,412369,458612,2255,1416,0.633,0.583,455,124800,11460,0.00262,486,130330,11490,0.00525,520,132030,11510,0.007,530,132530,11530,0.00875,540,133030,11550,0.0105
2742,2024-04-11,233740,-2.69,123100,11425,-1.0,-0.91,-1.65,-1.08,366,392,444039,395749,2928,1192,0.55,0.55,436,123830,11460,0.00306,485,130300,11480,0.00481,511,131600,11500,0.00656,530,132530,11530,0.00919,539,133000,11530,0.00919
2741,2024-04-11,233740,-2.69,122100,11395,-0.87,-0.87,-1.65,-1.39,340,392,509136,267457,3245,774,0.417,0.424,417,122900,11430,0.00307,435,123800,11450,0.00483,485,130300,11470,0.00658,511,131600,11500,0.00921,519,132000,11490,0.00834
2740,2024-04-11,233740,-2.69,121100,11390,-0.82,-0.78,-1.34,-1.3,321,376,332079,125515,2047,536,0.4,0.424,403,122200,11420,0.00263,435,123800,11450,0.00527,485,130300,11470,0.00702,486,130330,11490,0.00878,499,131000,11475,0.00746
2739,2024-04-11,233740,-2.69,120100,11425,-0.82,-0.61,-1.17,-1.04,305,354,227942,116334,1292,478,0.5,0.458,436,123830,11460,0.00306,479,130000,11450,0.00219,479,130000,11450,0.00219,479,130000,11450,0.00219,479,130000,11450,0.00219
2738,2024-04-11,233740,-2.69,115100,11445,-0.65,-0.61,-1.04,-0.87,305,335,171390,156647,988,662,0.567,0.525,459,125000,11425,-0.00175,459,125000,11425,-0.00175,459,125000,11425,-0.00175,459,125000,11425,-0.00175,459,125000,11425,-0.00175
2737,2024-04-11,233740,-2.69,114100,11455,-0.95,-0.61,-0.95,-0.87,305,260,226690,181388,1081,782,0.567,0.5,439,124000,11435,-0.00175,439,124000,11435,-0.00175,439,124000,11435,-0.00175,439,124000,11435,-0.00175,439,124000,11435,-0.00175
2736,2024-04-11,233740,-2.69,113100,11460,-0.69,-0.65,-1.17,-0.74,280,253,394830,302528,1695,1024,0.5,0.439,419,123000,11420,-0.00349,419,123000,11420,-0.00349,419,123000,11420,-0.00349,419,123000,11420,-0.00349,419,123000,11420,-0.00349
2735,2024-04-11,233740,-2.69,112100,11470,-0.39,-0.17,-1.17,-0.69,223,253,525033,375444,2230,1263,0.417,0.431,399,122000,11385,-0.00741,399,122000,11385,-0.00741,399,122000,11385,-0.00741,399,122000,11385,-0.00741,399,122000,11385,-0.00741
2734,2024-04-11,233740,-2.69,111100,11435,-0.87,-0.17,-1.17,-0.69,214,253,671272,677784,2567,2288,0.333,0.431,280,112030,11470,0.00306,379,121000,11395,-0.0035,379,121000,11395,-0.0035,379,121000,11395,-0.0035,379,121000,11395,-0.0035
2733,2024-04-11,233740,-2.69,110100,11460,-0.91,-0.17,-1.0,-0.78,214,181,546098,680854,2132,2646,0.467,0.508,359,120000,11425,-0.00305,359,120000,11425,-0.00305,359,120000,11425,-0.00305,359,120000,11425,-0.00305,359,120000,11425,-0.00305
2732,2024-04-11,233740,-2.69,105100,11500,-1.3,-0.17,-1.43,-0.39,214,165,516828,694322,2124,2589,0.533,0.483,223,105200,11530,0.00261,339,115000,11445,-0.00478,339,115000,11445,-0.00478,339,115000,11445,-0.00478,339,115000,11445,-0.00478
2731,2024-04-11,233740,-2.69,104100,11445,-0.52,-0.52,-1.43,-0.82,140,165,570816,504766,2728,2030,0.5,0.458,210,104530,11480,0.00306,213,104700,11500,0.00481,213,104700,11520,0.00655,319,114000,11445,0.0,319,114000,11445,0.0
2730,2024-04-11,233740,-2.69,103100,11440,-1.6,-0.43,-1.6,-0.91,139,120,753281,787554,2951,2824,0.417,0.441,196,103830,11470,0.00262,213,104700,11500,0.00524,213,104700,11520,0.00699,299,113000,11460,0.00175,299,113000,11460,0.00175
2729,2024-04-11,233740,-2.69,102100,11390,-1.34,-0.43,-1.69,-1.3,139,107,788435,767466,4021,2768,0.4,0.45,175,102800,11420,0.00263,185,103300,11450,0.00527,196,103830,11470,0.00702,210,104530,11490,0.00878,213,104700,11510,0.01054
2728,2024-04-11,233740,-2.69,101100,11495,-1.47,-0.43,-1.82,-0.43,139,92,793527,831466,4274,3143,0.483,0.517,214,104730,11530,0.00304,259,111000,11465,-0.00261,259,111000,11465,-0.00261,259,111000,11465,-0.00261,259,111000,11465,-0.00261
2727,2024-04-11,233740,-2.69,100100,11360,-1.34,-0.65,-1.82,-1.65,69,92,1035168,965344,5887,3519,0.45,0.483,122,100130,11390,0.00264,130,100530,11420,0.00528,137,100900,11440,0.00704,138,100930,11460,0.0088,138,100930,11480,0.01056
2726,2024-04-11,233740,-2.69,95100,11390,-2.17,-0.65,-2.43,-1.3,69,42,1368644,1706714,6305,5946,0.483,0.5,130,100530,11420,0.00263,137,100900,11450,0.00527,138,100930,11470,0.00702,138,100930,11490,0.00878,213,104700,11510,0.01054
2725,2024-04-11,233740,-2.69,94100,11375,-2.43,-0.65,-2.99,-1.56,69,36,1826113,2001898,8753,6589,0.483,0.433,130,100530,11410,0.00308,133,100700,11430,0.00484,137,100900,11450,0.00659,138,100930,11480,0.00923,140,101030,11500,0.01099
2724,2024-04-11,233740,-2.69,93100,11390,-2.69,-1.3,-2.99,-1.34,50,36,2515697,2639488,12317,8009,0.55,0.417,62,93130,11420,0.00263,63,93200,11450,0.00527,64,93230,11470,0.00702,138,100930,11490,0.00878,179,103000,11440,0.00439
2723,2024-04-09,233740,0.87,142100,11495,-0.22,0.22,-0.65,-0.48,621,637,649856,438455,3503,1343,0.467,0.439,661,143100,11530,0.00304,665,143300,11550,0.00478,667,143400,11570,0.00652,724,150230,11600,0.00913,725,150300,11620,0.01087
2722,2024-04-09,233740,0.87,141100,11575,0.39,0.39,-0.52,0.04,560,588,492184,357639,2346,1148,0.45,0.456,725,150300,11610,0.00302,726,150330,11630,0.00475,739,151000,11575,0.0,739,151000,11575,0.0,739,151000,11575,0.0
2721,2024-04-09,233740,0.87,140100,11545,0.09,0.43,-0.52,-0.26,552,588,546222,397326,2291,1358,0.467,0.525,621,141100,11580,0.00303,719,150000,11585,0.00346,719,150000,11585,0.00346,719,150000,11585,0.00346,719,150000,11585,0.00346
2720,2024-04-09,233740,0.87,135100,11535,0.3,0.43,-0.3,-0.22,522,578,561655,404197,2117,1325,0.45,0.475,615,140800,11570,0.00303,621,141100,11590,0.00477,699,145000,11530,-0.00043,699,145000,11530,-0.00043,699,145000,11530,-0.00043
2719,2024-04-09,233740,0.87,134100,11610,0.04,0.52,-0.04,0.39,514,503,572419,701200,1698,2350,0.5,0.559,679,144000,11540,-0.00603,679,144000,11540,-0.00603,679,144000,11540,-0.00603,679,144000,11540,-0.00603,679,144000,11540,-0.00603
2718,2024-04-09,233740,0.87,133100,11575,0.04,0.52,-0.39,0.09,514,492,754161,766839,2530,2565,0.383,0.542,552,133630,11610,0.00302,659,143000,11520,-0.00475,659,143000,11520,-0.00475,659,143000,11520,-0.00475,659,143000,11520,-0.00475
2717,2024-04-09,233740,0.87,132100,11595,-0.43,0.52,-0.43,0.39,514,460,736841,972814,2186,3208,0.45,0.633,639,142000,11505,-0.00776,639,142000,11505,-0.00776,639,142000,11505,-0.00776,639,142000,11505,-0.00776,639,142000,11505,-0.00776
2716,2024-04-09,233740,0.87,131100,11560,-0.87,0.17,-0.87,0.04,479,440,626978,840143,1927,2981,0.517,0.617,505,131300,11590,0.0026,512,131630,11620,0.00519,619,141000,11565,0.00043,619,141000,11565,0.00043,619,141000,11565,0.00043
2715,2024-04-09,233740,0.87,130100,11570,-0.82,0.17,-1.12,0.17,479,434,487448,866044,1661,2397,0.533,0.508,511,131600,11600,0.00259,599,140000,11530,-0.00346,599,140000,11530,-0.00346,599,140000,11530,-0.00346,599,140000,11530,-0.00346
2714,2024-04-09,233740,0.87,125100,11510,-0.78,-0.26,-1.12,-0.35,454,434,440934,576200,2855,1639,0.467,0.424,476,125830,11540,0.00261,478,125930,11570,0.00521,505,131300,11590,0.00695,511,131600,11610,0.00869,579,135000,11535,0.00217
2713,2024-04-09,233740,0.87,124100,11465,-0.74,-0.65,-1.12,-0.91,384,434,436332,372656,2921,709,0.35,0.373,444,124230,11500,0.00305,449,124500,11520,0.0048,454,124730,11540,0.00654,478,125930,11570,0.00916,505,131300,11590,0.0109
2712,2024-04-09,233740,0.87,123100,11465,-0.74,-0.65,-1.04,-0.82,379,412,382250,243495,2621,785,0.35,0.397,444,124230,11500,0.00305,449,124500,11520,0.0048,454,124730,11540,0.00654,478,125930,11570,0.00916,505,131300,11590,0.0109
2711,2024-04-09,233740,0.87,122100,11470,-0.78,-0.56,-0.82,-0.78,347,364,305221,277843,1538,1042,0.383,0.466,444,124230,11500,0.00262,454,124730,11530,0.00523,476,125830,11550,0.00697,478,125930,11570,0.00872,505,131300,11590,0.01046
2710,2024-04-09,233740,0.87,121100,11475,-0.91,-0.56,-0.91,-0.65,347,320,304277,331178,1606,1457,0.45,0.517,448,124430,11510,0.00305,454,124730,11530,0.00479,476,125830,11550,0.00654,479,130000,11580,0.00915,499,131000,11565,0.00784
2709,2024-04-09,233740,0.87,120100,11470,-1.08,-0.56,-1.21,-0.74,347,306,390859,380503,2260,1615,0.433,0.5,444,124230,11500,0.00262,454,124730,11530,0.00523,476,125830,11550,0.00697,478,125930,11570,0.00872,479,130000,11580,0.00959
2708,2024-04-09,233740,0.87,115100,11470,-0.56,-0.56,-1.21,-0.87,280,306,667082,541528,5471,1710,0.4,0.467,348,115430,11500,0.00262,454,124730,11530,0.00523,459,125000,11520,0.00436,459,125000,11520,0.00436,459,125000,11520,0.00436
2707,2024-04-09,233740,0.87,114100,11455,-0.69,-0.56,-1.21,-0.99,279,306,713696,585921,5709,1608,0.4,0.45,326,114330,11490,0.00306,439,124000,11455,0.0,439,124000,11455,0.0,439,124000,11455,0.0,439,124000,11455,0.0
2706,2024-04-09,233740,0.87,113100,11440,-0.61,-0.52,-1.12,-0.95,241,293,929857,693255,8109,1772,0.517,0.475,322,114130,11470,0.00262,348,115430,11500,0.00524,419,123000,11465,0.00219,419,123000,11465,0.00219,419,123000,11465,0.00219
2705,2024-04-09,233740,0.87,112100,11490,-0.09,-0.09,-0.95,-0.56,220,258,1006549,723848,7172,1699,0.533,0.373,399,122000,11470,-0.00174,399,122000,11470,-0.00174,399,122000,11470,-0.00174,399,122000,11470,-0.00174,399,122000,11470,-0.00174
2704,2024-04-09,233740,0.87,111100,11480,-0.82,0.0,-0.95,-0.78,217,258,1123092,990871,7394,2452,0.617,0.39,379,121000,11485,0.00044,379,121000,11485,0.00044,379,121000,11485,0.00044,379,121000,11485,0.00044,379,121000,11485,0.00044
2703,2024-04-09,233740,0.87,110100,11495,-0.04,0.17,-0.91,-0.78,182,199,1666949,1353077,11791,3261,0.55,0.333,359,120000,11475,-0.00174,359,120000,11475,-0.00174,359,120000,11475,-0.00174,359,120000,11475,-0.00174,359,120000,11475,-0.00174
2702,2024-04-09,233740,0.87,105100,11545,0.43,0.69,-0.91,-0.13,163,199,1909453,1515660,14009,3704,0.567,0.417,339,115000,11460,-0.00736,339,115000,11460,-0.00736,339,115000,11460,-0.00736,339,115000,11460,-0.00736,339,115000,11460,-0.00736
2701,2024-04-09,233740,0.87,104100,11465,0.99,1.08,-0.91,-0.91,141,199,2589404,1634548,18121,3590,0.45,0.288,203,104200,11500,0.00305,207,104400,11520,0.0048,213,104700,11540,0.00654,319,114000,11445,-0.00174,319,114000,11445,-0.00174
2700,2024-04-09,233740,0.87,103100,11555,1.77,1.9,-0.17,-0.13,127,177,2469991,1440052,15778,3032,0.483,0.322,299,113000,11450,-0.00909,299,113000,11450,-0.00909,299,113000,11450,-0.00909,299,113000,11450,-0.00909,299,113000,11450,-0.00909
2699,2024-04-09,233740,0.87,102100,11610,2.08,2.12,0.3,0.48,109,155,2147070,1208143,11939,2759,0.5,0.356,163,102200,11640,0.00258,279,112000,11495,-0.00991,279,112000,11495,-0.00991,279,112000,11495,-0.00991,279,112000,11495,-0.00991
2698,2024-04-09,233740,0.87,101100,11675,1.9,2.21,0.91,1.08,98,137,1746036,1110019,9858,2866,0.483,0.424,187,103400,11490,-0.01585,187,103400,11490,-0.01585,187,103400,11490,-0.01585,187,103400,11490,-0.01585,187,103400,11490,-0.01585
2697,2024-04-09,233740,0.87,100100,11760,3.33,3.33,1.69,1.86,60,91,1715739,949163,9320,3102,0.333,0.356,176,102830,11570,-0.01616,176,102830,11570,-0.01616,176,102830,11570,-0.01616,176,102830,11570,-0.01616,176,102830,11570,-0.01616
2696,2024-04-09,233740,0.87,95100,11800,2.72,3.33,1.69,2.08,57,91,1736580,1424680,9245,4785,0.417,0.424,143,101200,11610,-0.0161,143,101200,11610,-0.0161,143,101200,11610,-0.0161,143,101200,11610,-0.0161,143,101200,11610,-0.0161
2695,2024-04-09,233740,0.87,94100,11775,2.64,3.33,1.9,2.03,57,78,1845120,1621161,7806,5411,0.433,0.433,98,94930,11810,0.00297,150,101530,11590,-0.01571,150,101530,11590,-0.01571,150,101530,11590,-0.01571,150,101530,11590,-0.01571
